Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
377,OIC-233-12-B,Quel traitement est indiqué pour l'IA sans indication chirurgicale ?,"Le traitement repose sur les règles hygiéno-diététiques, les médicaments, la prévention de l'endocardite infectieuse et la surveillance clinique.",Règles hygiéno-diététiques : régime pauvre en sel,Ces règles sont mentionnées dans le texte.,"Traitement pharmacologique : IEC/ARA 2, +/- diurétiques",Ces informations sont directement fournies dans le texte.,En cas de Marfan (ou de dilatation de l'aorte ascendante) : bétabloquants ou ARA 2,Ces informations sont mentionnées dans le texte.,Dépistage familial si maladie de Marfan ou bicuspidie,Ces informations sont mentionnées dans le texte.,b,"{{objectif de connaissance
|Identifiant=OIC-233-12-B
|Item_parent=Valvulopathies
|Item_parent_short=Valvulopathies
|Rang=B
|Intitulé=Connaître les modalités du traitement médical de l’IA
|Description=bêtabloquant dans le Marfan
|Rubrique=Prise en charge
|Contributeurs=Myriam Akodad,Florence Leclercq
|Ordre=12}}

*Le traitement médical est indiqué en cas d'IA '''sans indication chirurgicale'''
*Le traitement repose sur : 
**'''Règles hygiéno-diététiques : régime pauvre en sel'''
**'''Traitement pharmacologique''' : 
***IEC/ARA 2, +/-  diurétiques
***En cas de Marfan (ou de dilatation de l'aorte ascendante) : bétabloquants ou ARA 2 (Losartan) pour freiner la dilatation de l'aorte
**'''Prévention de l’endocardite infectieuse''' : hygiène bucco-dentaire/6 mois, suivi
**'''Dépistage''' familial si maladie de Marfan ou bicuspidie<ins> (apparentés du premier degré)</ins>
**'''Surveillance''' : clinique, ECG et ETT : 
***6 mois-1 an en cas d’IA modérée à sévère asymptomatique
***Tous les ans si Aorte >40mm
***Tous les 2 ans si IA minime",False
378,OIC-234-01-B,Quelle est la définition de la ménopause ?,"La ménopause est la phase de perte de la production menstruelle, associée à la perte de la fonction ovarienne et de l'androgénique.",La perte de la production menstruelle et de la fonction ovarienne.,Réfère à la phase de perte de la production menstruelle et de l'androgénique.,La perte de la production menstruelle et de la fonction testiculaire.,Réfère à la phase de perte de la production menstruelle et de la fonction testiculaire.,La perte de la production menstruelle et de la fonction cardiaque.,Réfère à la phase de perte de la production menstruelle et de la fonction cardiaque.,La perte de la production menstruelle et de la fonction pubique.,Réfère à la phase de perte de la production menstruelle et de la fonction pubique.,a,"{{objectif de connaissance
|Identifiant=OIC-234-01-B
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=B
|Intitulé=Connaître les l’épidémiologie Insuffisance cardiaque
|Description=Connaitre l'épidémiologie de l'insuffisance cardiaque dans le contexte du veillissement de la population, l'amélioration du traitement des pathologies cardiovasculaires,
|Rubrique=Epidémiologie
|Contributeurs=Olivier Huttin
|Ordre=1}}

* Prévalence de 1 et 2 %
* Age moyen : 70-80 ans
* Prédominance masculine
* Mortalité importante (10 % à un an)
* 50 % des IC sont avec une FE préservée et des comorbidités en rapport avec le vieillissement cardiovasculaire :
** Insuffisance rénale
** Syndrome métabolique – Diabète de type 2 - Obésité
** Pathologie pulmonaire – Syndrome d’apnée du sommeil
** Anémie
* Le vieillissement de la population et la meilleure prise en charge des facteurs de risque cardiovasculaire et des événements coronariens, aboutissent à une augmentation croissante de  la prévalence",False
379,OIC-234-03-A,Quelle est la définition de l'œdème aigu pulmonaire (OAP) cardiogénique ?,La définition inclut l'altération des échanges gazeux et la formation d'un transsudat dans les alvéoles pulmonaires.,Définition physiopathologique,Indique la cause et les mécanismes pathologiques.,Symptômes cliniques,Rappelle les signes associés à l'insuffisance respiratoire.,Principes du traitement,Reprends le thème du traitement.,Exemples cliniques,Rappelle les diagnostics associés.,a,"{{objectif de connaissance
|Identifiant=OIC-234-03-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Savoir ce qu’est un œdème aigu pulmonaire (OAP) cardiogénique
|Description=Insuffisance cardiaque gauche responsable d'un œdème pulmonaire transsudatif
|Rubrique=Définition
|Contributeurs=Olivier Huttin
|Ordre=3}}
Définition physiopathologique :

·        Etat de détresse respiratoire aiguë de survenue brutale en rapport avec une élévation des pressions de remplissages ventriculaires gauches.

·        L’IC entraine une augmentation brutale des pressions de remplissage ventriculaire gauche. Cette augmentation de pression VG s’associe à une augmentation de pression au niveau de l’oreillette gauche et au niveau des capillaires pulmonaires (> 25 mmHg). Cette pression est supérieure à la pression oncotique interstitielle et aboutit à la formation d’un transsudat dans les alvéoles pulmonaires. Celles-ci sont « inondées » et l’hématose est altérée.

Remarques :

·        L’OAP se traduit par une altération des échanges gazeux aboutissant à une hypoxémie

·        Il est associé à un mécanisme compensatoire qui se traduit par une hyperventilation d’où initialement la présence d’une hypocapnie

·        Tableau clinique d’insuffisance respiratoire aigüe associant :

o  Dyspnée avec orthopnée,

o  Expectoration mousseuse

o  Anxiété et agitation, sueurs

o  Cyanose périphérique

o  Râles crépitants à auscultation pulmonaire

C’est une urgence thérapeutique.",False
380,OIC-234-04-A,Quel est le principal point de définition du choc cardiogénique selon le texte?,Le texte définit le choc cardiogénique comme une défaillance aiguë et sévère de la fonction cardiaque entraînant une altération profonde de la perfusion périphérique et une anoxie tissulaire.,La définition du choc cardiogénique est une défaillance aiguë et sévère de la fonction cardiaque.,La définition du choc cardiogénique est une défaillance aiguë et sévère de la fonction cardiaque.,Le choc cardiogénique est associé à une baisse du débit cardiaque.,Le choc cardiogénique est associé à une baisse du débit cardiaque.,Le choc cardiogénique est causé par un infarctus du myocarde.,Le choc cardiogénique est causé par un infarctus du myocarde.,Le choc cardiogénique est une hypoperfusion des organes périphériques.,Le choc cardiogénique est une hypoperfusion des organes périphériques.,a,"{{objectif de connaissance
|Identifiant=OIC-234-04-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Connaître la définition du choc cardiogénique
|Description=Défaillance aiguë et sévère de la fonction cardiaque entraînant une altération profonde de la perfusion périphérique et une anoxie tissulaire
|Rubrique=Définition
|Contributeurs=Olivier Huttin
|Ordre=4}}
- Le choc cardiogénique est défini par l'incapacité cardiaque à générer un débit sanguin suffisant permettant de répondre aux besoins métaboliques des organes périphériques. La baisse du débit cardiaque entraîne une hypoperfusion et une anoxie tissulaire et induisant une défaillance des organes périphériques concernés (rein, foie, cerveau). 

- La définition clinique habituelle comprend : une pression artérielle systolique < 90 mmHg, un débit urinaire < 30mL/h ou des extrémités froides, un index cardiaque < 2,2 l/min/m² avec une pression capillaire > 15 mmHg 

- La première cause de choc cardiogénique est l'infarctus du myocarde",True
381,OIC-234-07-A,Quelle distinction entre les causes cardiaques et non cardiaques d'une insuffisance respiratoire aiguë ?,Rechercher des symptômes associés en faveur d'une cause non cardiogénique comme la pneumopathie ou l'embolie pulmonaire.,SDRA,"SDRA est une décompensation d'une BPCO, associée à des symptômes respiratoires anormaux.",Crise d'asthme,"Crise d'asthme est une forme atypique de bronchite, souvent associée à des symptômes respiratoires.",Embolie pulmonaire,Embolie pulmonaire est une cause non cardiogénique associée à des symptômes pulmonaires.,Pneumopathie,Pneumopathie est une pathologie aiguë associée à des symptômes respiratoires.,a,"{{objectif de connaissance
|Identifiant=OIC-234-07-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Savoir argumenter les principaux diagnostics différentiels de l’OAP cardiogénique
|Description=Savoir rechercher les arguments pour les principaux diagnostics différentiels : pneumonie, exacerbation de BPCO, asthme
|Rubrique=Diagnostic positif
|Contributeurs=Olivier Huttin
|Ordre=7}}
Toutes les causes d’insuffisance respiratoire aiguë peuvent être évoquées surtout devant les formes atypiques :

-         SDRA

-         Crise d'asthme

-         Embolie pulmonaire :

-         décompensation d’une BPCO,

-         Pneumopathie,

-         tamponnade,

-         épanchement pleural ou pneumothorax

-         pneumopathie aiguë,

-         insuffisance respiratoire décompensée.



Rechercher des symptômes associés en faveur d’une cause non cardiogénique:

o  Toux, expectoration (infection bronchopulmonaire)

o  Bruits respiratoires associées (wheezing, cornage)

o  Anomalies auscultatoires (crépitants, sibilants, râles bronchiques, abolition localisée du murmure vésiculaire)

o  Anomalies de percussion thoracique (matité ou tympanisme)

o  Anomalies de palpation (augmentation ou réduction des vibrations vocales)

o  Fièvre

o  Signes de Phlébite",False
382,OIC-234-08-B,Quelle distinction entre les insuffisances cardiaques (IC) est clairement établie selon les valeurs de FEVG et FEV ?,La distinction entre IC à FEVG diminuée (≤40%) et IC à FEVG modérément altérée (41-49%) est clairement établie.,IC à FEVG diminuée si FEVG ≤ 40%,Cela correspond à une insuffisance cardiaque avec une diminution de la fonction systolique.,IC à FEVG conservée si FEVG ≥ 50%,Cela correspond à une insuffisance cardiaque avec une conservation de la fonction systolique.,IC à FEVG modérément altérée si 41-49%,Cela correspond à une insuffisance cardiaque avec une altération modérée de la fonction systolique.,IC à FEV diminuée si FEV ≤ 40%,Cela correspond à une insuffisance cardiaque avec une diminution de la fonction systolique.,a,"{{objectif de connaissance
|Identifiant=OIC-234-08-B
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=B
|Intitulé=Différencier l’IC à FE diminuée et l’IC à FE conservée
|Description=Connaître les valeurs seuils de FEVG
|Rubrique=Diagnostic positif
|Contributeurs=Olivier Huttin
|Ordre=8}}
-         La fraction d'éjection (FE) est la fraction de sang éjectée à chaque systole en pourcentage du volume télédiastolique (VTD)

-         La FE du ventricule gauche est le paramètre le plus utilisé pour caractériser la fonction systolique du ventricule gauche.

-         Elle est mesurée en échocardiographie (figure 1)


-         La mesure de la FEVG permet de classer 3 principaux types d'insuffisance cardiaque :

o   IC à FEVG diminuée si FEVG ≤ 40%

o   IC à FEVG conservée si FEVG ≥ 50%

o  IC à FEVG modérément altérée si comprise entre 41 et 49 %


-         La différence entre ces deux mécanismes a des implications thérapeutiques car la majorité des traitements de l’IC réduisant la mortalité ciblent actuellement l’IC à FEVG diminuée.",True
383,OIC-234-09-A,"Quand un patient présente à la fois des signes d’IC gauche et droit, on dit qu’il est en IC globale. L’IC gauche comme droit peut se compliquer d’un état de choc cardiogénique. Quel est le terme utilisé pour désigner l’IC globale ?","L’IC globale est définie comme l’union des signes gauche et droit, et peut se compliquer par un état de choc cardiogénique.",IC gauche et droit,Réfère à l’IC globale avec des signes gauche et droit.,IC gauche et droit,Réfère à l’IC globale avec des signes gauche et droit.,IC gauche et droit,Réfère à l’IC globale avec des signes gauche et droit.,IC gauche et droit,Réfère à l’IC globale avec des signes gauche et droit.,a,"{{objectif de connaissance
|Identifiant=OIC-234-09-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Connaître les modalités du diagnostic d’une insuffisance cardiaque
|Description=Connaître les principaux signes fonctionnels, la classe NYHA et les signes physiques; Connaitre les différents tableaux cliniques
|Rubrique=Diagnostic positif
|Contributeurs=Olivier Huttin
|Ordre=9}}


=== '''Principaux signes fonctionnels de l’IC''' ===
-         La dyspnée

•     A l’effort, signe clinique le plus commun mais le moins spécifique,

•     L'orthopnée, plus spécifique,

•     La dyspnée paroxystique nocturne, (équivalent de sub-œdème pulmonaire).

•     Elle se classe selon l’échelle de la NYHA (cf. ci-dessous) 

{| class=""wikitable""
| colspan=""2"" |'''Echelle de la New York Heart Association (NYHA)'''
|-
|Stade I
|Pas de symptôme aux efforts,  pas de limitation de l’activité physique
|-
|Stade II
|Symptômes pour des efforts  importants (course, montée de plusieurs étages …), réduction modérée de  l’activité physique
|-
|Stade III
|Symptômes aux efforts modérés  (ménage, toilette), réduction marquée de l’activité physique
|-
|Stade IV
|Symptôme de repos, limitation  sévère de l’activité physique
|}


-         Autres signes associés :

•      fatigue de repos : Asthénie ;

•      palpitations

•      troubles respiratoires (respiration de Cheynes-Stokes)

•      Signes neurologiques (confusion liée à un bas débit cérébral);

•      Signes digestifs (douleurs abdominales, nausées, vomissements).


Différents tableaux :

=== '''Insuffisance cardiaque Gauche''' ===
-         Dyspnée, râles crépitants ou sous-crépitants, classiquement bilatéraux, déclives et symétriques

-         épanchement pleural.

-         Tachycardie

-         Tableau d’OAP (cf. paragraphe spécifique)
<br />

=== '''Insuffisance cardiaque droite''' ===
-         turgescence jugulaire

-         reflux hépatojugulaire

-         hépatomégalie

-         œdèmes périphériques classiquement mous, blancs, indolores, bilatéraux, prennent le godet et prédominent au niveau des parties déclives du corps (membres inférieurs, région lombaire chez le patient alité)

-         Perturbations du bilan hépatique ascite


Quand un patient présente à la fois des signes d’IC droite et gauche, on dit qu’il est en IC globale. L’IC droite comme gauche peut se compliquer d’un état de choc cardiogénique (cf. paragraphe spécifique)",False
384,OIC-234-15-A,Quel est le principal diagnostic de la ménopause selon le contenu?,L'objectif est de déterminer la définition et les caractéristiques de la ménopause.,Ménopause,Définition et caractéristiques clés.,Insuffisance ovarienne prématurée,Diagnostic épidémiologique et clinique.,Andropause,Définition et diagnostic.,Hypothalamide,Effets hormonaux et biologiques.,a,"{{objectif de connaissance
|Identifiant=OIC-234-15-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Radiographie thoracique d’un OAP d’origine hémodynamique
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=Olivier Huttin
|Ordre=15}}

[[Fichier:Exemple de cliché thoracique d'œdème aigu du poumon.png|vignette|538x538px|Exemple de cliché thoracique d'œdème aigu du poumon]]",False
385,OIC-234-16-A,Quelle est la cause principale de l'insuffisance cardiaque gauche ?,"La cause principale est l'insuffisance cardiaque gauche, souvent liée à des facteurs comme l'insuffisance respiratoire chronique ou l'insuffisance cardiaque globale.",Cardiopathies ischémiques,Cela correspond à la description de la cardiopathie ischémique.,HTA,Cela correspond à l'insuffisance cardiaque à fraction d'éjection préservée.,Valvulopathies,Cela correspond à la valvulopathie sévère.,Cardiomyopathies hypertrophiques,Cela correspond à la cardiomyopathie hypertrophique.,a,"{{objectif de connaissance
|Identifiant=OIC-234-16-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Connaître les principales étiologies de l’IC
|Description=Connaitre les principales causes de l'insuffisance cardiaque gauche (cardiopathie ischémique, HTA, valvulopathies, cardiomyopathies, rythmiques)
|Rubrique=Étiologies
|Contributeurs=Olivier Huttin
|Ordre=16}}
'''Étiologies de l'insuffisance cardiaque gauche'''
<br />

====== '''Cardiopathies ischémiques''' ======
•     Avec ou sans séquelle d'infarctus du myocarde,

•     La dysfonction ventriculaire sur un myocarde en situation d’ischémie mais viable peut être réversible après revascularisation (notion de sidération myocardique) 

====== '''HTA''' ======
•     fréquemment en cause dans l'insuffisance cardiaque à fraction d’éjection préservée
<br />

====== '''Valvulopathies''' ======
Toutes les valvulopathies sévères peuvent se compliquer d'insuffisance cardiaque.

====== '''Cardiomyopathies''' ======
-         dilatées

o   primitive : sans cause retrouvée (diagnostic d’élimination)

o   familiale : dans 25 % des cas, en rapport avec une maladie monogénique (mutation sur un gène).

o   toxique (alcool, drogues comme la cocaïne);

o   myocardite (infectieuses, auto-immune) à la phase aigüe ou séquellaire

o   endocrine (dysthyroïdie ... ); nutritionnelle (carence en thiamine); métabolique (hémochromatose)

o   grossesse (cardiomyopathie du post-partum) ;

o   médicaments, chimiothérapie (anthracycline, herceptine).

-      cardiomyopathies hypertrophiques : sarcomériques, infiltratives (amylose, maladie de Fabry)

-      cardiomyopathies restrictives : amylose cardiaque, hémochromatose, post radiothérapie
<br />

====== '''Troubles du rythme supra ventriculaire et ventriculaire''' ======
à l'origine d'insuffisance cardiaque ou facteurs déclenchants.
<br />

====== '''Causes péricardiques''' ======
Épanchement péricardique abondant, tamponnade, péricardite chronique constrictive. 

====== '''Étiologies spécifiques de l'insuffisance cardiaque droite''' ======
• insuffisance cardiaque gauche cause la plus fréquente = insuffisance cardiaque globale.

• Insuffisance respiratoire chronique

• l'hypertension artérielle pulmonaire précapillaire et ses causes : embolie pulmonaire, anorexigènes, HTAP porto pulmonaire, paranéoplasique, maladie veno occlusive, primitive…

• la dysplasie arythmogène ventriculaire droite

• les valvulopathies tricuspidiennes

• l'infarctus du ventricule droit;

• la péricardite chronique constrictive


====== '''facteurs déclenchants''' ======
·        Fibrillation atriale (FA) et autres troubles du rythme

·        Poussée hypertensive

·        Ischémie myocardique / Syndrome coronarien aigu (SCA)

·        Infections

·        Embolie pulmonaire (EP)

·        Anémie

·        Inobservance thérapeutique

·        Inobservance des règles régime hygiéno-diététiques (écart de régime hyposodé)",True
386,OIC-234-18-A,Quel des suivants est un traitement clé pour la ménopause naturelle en cas d'insuffisance cardiaque de l'adulte ?,"La ménopause naturelle nécessite un traitement de base incluant l'administration de diurétiques, l'oxygénation, et l'application des mesures de vigilance.",Hospitalisation en unité de soins continu,Cela permet une prise en charge rapide et adaptée à la situation.,Position assise,Cette position aide à surveiller les signes d'insuffisance cardiaque.,Mise en place d'une voie d'apport veineuse,Cela facilite l'administration des médicaments.,En cas de non-réponse,Ce traitement inclut l'option de ventilation par CPAP.,d,"{{objectif de connaissance
|Identifiant=OIC-234-18-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Connaître le traitement d’urgence de l’OAP cardiogénique
|Description=Savoir prescrire le traitement symptomatique : diurétiques de l'anse, dérivés nitrés, oxygénothérapie
|Rubrique=Prise en charge
|Contributeurs=Olivier Huttin
|Ordre=18}}
Urgence thérapeutique

-      Hospitalisation en unité de soins continu

-      position assise

-      mise en place d'une voie d'apport veineuse

-      monitorage (fréquence cardiaque, pression artérielle, saturation, scope)

-      oxygénothérapie à la sonde nasale, au masque, objectif Sa02 > 90 %,

-      '''Prescription de diurétiques''' : injection de furosémide (Lasilix  1 mg/kg) à adapter ensuite en fonction de la diurèse;

-      injection de dérivés nitrés (trinitrine 1 mg/h à adapter en fonction de la pression artérielle) si la pression artérielle systolique est > 100 mmHg;

-      en cas d'anxiété importante non contrôlée ou de douleur thoracique, proposer morphine i.v.;

-      traitement d'un facteur déclenchant: digoxine i.v. et anticoagulation efficace si fibrillation auriculaire rapide, traitement d'une poussée hypertensive;

-      anticoagulation préventive systématique.

-      En cas de non-réponse,

o   ventilation par CPAP ''(continuous positive airway pressure)''.

o    Si persistance de signes d'insuffisance respiratoire aiguë et d'épuisement respiratoire : intubation nasotrachéale et ventilation invasive.


-      Concernant les traitements de fond

o   Traitement bêtabloquant à introduire à distance de l’épisode d’OAP (sevrage de l’oxygène)

o   Les IEC peuvent être débutés rapidement notamment si une HTA co-existe.",False
387,OIC-234-20-A,Quel traitement est prescrit en cas de signes de congestion dans l'IC avec FE réduit ?,La diurétique de l'anse est prescrite pour contrôler les signes congestifs et surveiller la kaliémie.,diurétiques de l’anse,Cible : posologie minimale efficace pour contrôler les signes congestifs.,thiazidiques,Cible : réduire la mortalité et les ré-hospitalisations.,bêtabloquants,Cible : réduire la mortalité et les ré-hospitalisations.,glifozines,Cible : réduire la précharge et la postcharge ventriculaires principalement via un effet diurétique.,a,"{{objectif de connaissance
|Identifiant=OIC-234-20-A
|Item_parent=Insuffisance cardiaque de l’adulte
|Item_parent_short=Insuffisance cardiaque de l’adulte
|Rang=A
|Intitulé=Connaître les principales classes médicamenteuses pour le traitement de l’IC à FE diminuée
|Description=connaitre les principales classes des cardioprotecteurs, l'utilisation des diurétiques de l'anse et thiazidiques, la réadaptation cardiaque
|Rubrique=Prise en charge
|Contributeurs=Olivier Huttin
|Ordre=20}}


===='''Traitement symptomatique, en cas de signes de congestion : prescription de diurétiques'''====
-         diurétiques de l’anse

o  améliorent symptômes et doivent être prescrits à dose adaptée,

o  cible : posologie minimale efficace pour contrôler les signes congestifs,

o  surveillance de la kaliémie, de la natrémie et de la créatininémie

-         Les thiazidiques sont prescrits en association en cas d’œdèmes résistants aux diurétiques de l’anse
<br />

===='''Traitements cardioprotecteurs standards en cas d’IC avec FE réduite'''====
<br />'''Les 4 classes doivent être introduites progressivement et simultanément . Elles vont réduire la mortalité, réduire les ré-hospitalisations pour IC et améliorer les symptômes des patients.'''

=====-         Inhibiteurs de l'enzyme de conversion (IEC) / antagoniste de l’angiotensine II en association à un inhibiteur de l’endopeptidase neutre (sacubitril /valsartan – ARNi ) :=====
o  initié à faible dose, avec surveillance de la PA ; 

o  augmenté par paliers successifs, à intervalle d’1 à 2 semaines minimum, sous contrôle de la pression artérielle , de la fonction rénale et de la kaliémie  

o  jusqu’à la dose maximale préconisée si tolérée ou jusqu'à la posologie maximale tolérée. La posologie d’entretien usuelle est habituellement atteinte en 1-2 mois ;

o  en cas d’intolérance vraie aux IEC (toux, angioœdème) prescription d’ARA II.
<br />

=====-         Bêtabloquants :=====
o  traitement de référence en première intention chez les patients en IC stable  

o  choix de bétabloquants spécifiques : carvedilol, bisoprolol, nébivolol

o  initié à très faible dose, avec surveillance de la PA et de la FC ;

o  augmenté par paliers successifs, à intervalle d’1 à 2 semaines minimum, jusqu’à la dose maximale préconisée si tolérée,

o  Surveillance bradycardie ou de troubles de la conduction, en particulier de bloc atrio-ventriculaire
<br />

=====-         Antagonistes des récepteurs de l’aldostérone (spironolactone ou éplérénone)=====
o  chez les patients avec une FE < 35 % restant symptomatiques et pouvant faire l’objet d’un suivi attentif de la fonction rénale et de la kaliémie (seulement si créatininémie < 20 - 25 mg/L et kaliémie < 5,0 mmol/L
<br />

=====-         Les Glifozines,=====
o  Inhibiteurs des cotransporteurs sodium-glucose de type 2 (iSGLT2)

o  Prescription quels que soient la fraction d’éjection et le statut diabétique

o  Réduiraient la précharge et la postcharge ventriculaires principalement via un effet diurétique (diurèse osmotique) et une vasodilatation artérielle.
<br />
[[Fichier:Tableau des traitements de l'IC.png|alt=|vignette|480x480px|résumé des principaux traitements de l’IC à FEVG altérée]]













<br />

===='''Consultation de suivi et éducation thérapeutique d'un patient avec un antécédent cardiovasculaire'''====
o  Apprentissage signes alerte Enseigner les 4 principes (EPON) et les 4 signes d’alerte 

o  « EPON »: Exercice physique, se Peser régulièrement, Observance du traitement et du suivi, et Ne pas trop saler

o  « EPOF »: Essoufflement, Prise de poids, Œdèmes, Fatigue
<br />

===='''Réadaptation'''====
o  Définition OMS : La réadaptation cardiovasculaire est l'ensemble des activités nécessaires pour influencer favorablement le processus évolutif de la maladie, ainsi que pour assurer aux patients la meilleure condition physique, mentale et sociale possible, afin qu'ils puissent par leurs propres efforts, préserver ou reprendre une place aussi normale que possible dans la vie de la communauté.

o  Permet : Réentraînement physique ; Optimisation thérapeutique ; Education thérapeutique

o  Indications :

§ Après un syndrome coronarien aigu ; dans l’angor stable ou après angioplastie programmée

§ Après une chirurgie cardiaque

§ IC : à la mise en place du traitement ; après resynchronisation ; après une greffe cardiaque",False
388,OIC-235-01-A,Quelle est la définition d'une péricardite aiguë ?,La péricardite aiguë est une inflammation aiguë des feuillets du péricarde accompagnée d'un épanchement péricardique ou non.,Inflammation aiguë des feuillets du péricarde,Réfère à l'inflammation aiguë des feuillets du péricarde.,Accompagnée d'un épanchement péricardique ou non,Définit la condition avec l'élément clé d'un épanchement.,Si associée à une élévation de la troponine = myo-péricardite,Représente une étiologie associée à une péricardite aiguë.,Dépôts minéraux dans les reins,Représente une alternative à la définition originale.,a,"{{objectif de connaissance
|Identifiant=OIC-235-01-A
|Item_parent=Péricardite aiguë
|Item_parent_short=Péricardite aiguë
|Rang=A
|Intitulé=Connaître la définition d’une péricardite aiguë
|Description=None
|Rubrique=Définition
|Contributeurs=Jennifer Cautela
|Ordre=1}}


* '''Inflammation aiguë''' des feuillets du péricarde
* Accompagnée d’un '''épanchement''' péricardique ou non (« péricardite sèche »)
* Si associée à une élévation de la troponine = myo-péricardite",False
389,OIC-235-02-A,Quels sont les signes clairs associés à une péricardite aiguë ?,La présence de douleur thoracique évocatrice et de frottement péricardique est nécessaire pour confirmer le diagnostic.,Douleur thoracique,La douleur thoracique est un critère clé pour la confirmation du diagnostic.,Frottement péricardique,Le frottement péricardique est un marque clé pour la confirmation.,Modifications ECG typiques (Stade I ou sous-PQ),Les modifications ECG typiques sont des signes clairs pour le diagnostic.,Epanchement péricardique,L'épanchement péricardique est un critère clair pour le diagnostic.,a,"{{objectif de connaissance
|Identifiant=OIC-235-02-A
|Item_parent=Péricardite aiguë
|Item_parent_short=Péricardite aiguë
|Rang=A
|Intitulé=Connaître les symptômes et les signes cliniques d’une péricardite aiguë
|Description=comprendre l'enjeu diagnostique par rapport aux syndromes coronariens aigus
|Rubrique=Diagnostic positif
|Contributeurs=Jennifer Cautela
|Ordre=2}}


* <u>Signes généraux</u> : 

'''Fièvre''' modérée, parfois absente ou présente d’emblée, associée à des '''myalgies''', à une '''asthénie'''

* <u>Signes fonctionnels</u> : 
** '''Douleur thoracique''', rétrosternale ou précordiale gauche, permanente, résistante à la trinitrine, '''majorée en décubitus dorsal''', à l’inspiration profonde et à la toux (impulsive), '''calmée par la position assise penchée en avan'''t (antéflexion)
** '''Dyspnée''' également soulagée par la position assise penchée en avant ou toux sèche, Dysphonie et hoquet, plus rare

* <u>Signes physiques</u> :
** '''Frottement péricardique''' précoce, râpeux, systolo-diastolique, variant dans le temps et les positions, ressemblant à un crissement de cuir neuf ou froissement de soie, inconstant et fugace. '''Son absence n’élimine pas le diagnostic'''
** '''Signes d’épanchement pleural''' parfois associé : disparition du murmure vésiculaire, matité à la percussion

* La présence '''d’au moins deux des critères suivants''' est nécessaire pour confirmer le diagnostic : 
** '''Douleur thoracique évocatrice'''
** '''Frottement péricardique'''
** '''Modifications ECG typiques (Stade I ou sous-PQ)'''
** '''Epanchement péricardique'''",True
390,OIC-235-05-B,Quel diagnostic test est indiqué pour évaluer l'analyse du liquide drainé dans une péricardite aiguë ?,"L'analyse du liquide drainé apporte des éléments étiologiques, notamment bactériologiques et virologiques.",Ponction péricardique,Permet de poser un drain de plus gros calibre et d'analyser le liquide drainé.,Drainage péricardique,Indiqué en urgence si la tamponnade est suspecte ou si le retentissement hémodynamique est présents.,Échocardiographie,Permet une analyse du liquide drainé et de l'étiologie.,Radiographie thoracique,Permet une prise en compte de l'épanchement chronique.,a,"{{objectif de connaissance
|Identifiant=OIC-235-05-B
|Item_parent=Péricardite aiguë
|Item_parent_short=Péricardite aiguë
|Rang=B
|Intitulé=Connaitre l’intérêt diagnostique d’une ponction péricardique
|Description=diagnostic étiologique d'un épanchement péricardique (péricardite infectieuse, insuffisance cardiaque, tumorale)
|Rubrique=Examens complémentaires
|Contributeurs=Jennifer Cautela
|Ordre=5}}


* '''Drainage péricardique, par voie percutanée ou chirurgicale''' : 
** indiqué en urgence en cas de tamponnade ou à discuter en cas de retentissement hémodynamique à l’écho avec tension artérielle conservée :
** parfois également indiquée en cas d'épanchement abondant chronique sans étiologie évidente
** percutanée ou péricardiocentèse, à privilégier si patient instable, par une ponction sous sternale à l’aiguille écho-guidée
** chirurgicale, à privilégier si suspicion d’épanchement purulent (permet pose d’un drain de plus gros calibre)
** Dans tous les cas, '''analyse  du liquide drainé''': bactériologique, virologique, cytologique >>> apporte éléments au bilan étiologique",False
