Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw
845,OIC-229-06-B,Quelles sont les conditions d'insertion d'une voie veineuse centrale ?,"Cette question évalue la compréhension des conditions d'insertion d'une voie veineuse centrale, un objectif de connaissance de niveau B.",Une voie veineuse centrale peut être insérée dans n'importe quelle veine du corps.,"Cette option est incorrecte car elle ne respecte pas les conditions d'insertion d'une voie veineuse centrale, qui sont spécifiques et détaillées dans la vidéo fournie.",Une voie veineuse centrale doit être insérée dans une veine jugulaire interne.,"Cette option est incorrecte car elle ne respecte pas les conditions d'insertion d'une voie veineuse centrale, qui sont spécifiques et détaillées dans la vidéo fournie.",Une voie veineuse centrale peut être insérée dans une veine sous-clavière.,"Cette option est incorrecte car elle ne respecte pas les conditions d'insertion d'une voie veineuse centrale, qui sont spécifiques et détaillées dans la vidéo fournie.",Une voie veineuse centrale doit être insérée dans une veine jugulaire externe.,"Cette option est incorrecte car elle ne respecte pas les conditions d'insertion d'une voie veineuse centrale, qui sont spécifiques et détaillées dans la vidéo fournie.",b,"{{objectif de connaissance
|Identifiant=OIC-229-06-B
|Item_parent=Surveillance et complications des abords veineux
|Item_parent_short=Surveillance et complications des abords veineux
|Rang=B
|Intitulé=Connaître les conditions d’insertion d’une voie veineuse centrale
|Description=Lien d'une vidéo qui filme et explique la pose d'une VVC
|Rubrique=Prise en charge
|Contributeurs= Philippe Lacroix, Simon Rickenbach
|Ordre=6}}
[https://videotheque.uness.fr/w/2byuuZFUNHTbN2VR81yvZa Connaître les conditions d'insertion d'une voie veineuse centrale]"
846,OIC-229-07-B,Quelle est la conduite à tenir en cas de thrombose veineuse centrale ?,Cette question évalue la capacité à appliquer les connaissances théoriques sur la surveillance et les complications des abords veineux.,Retirer le cathéter et prescrire une antibiothérapie,Cette option est incorrecte car la conduite à tenir en cas de thrombose veineuse centrale est de laisser le cathéter en place s’il est fonctionnel et de prescrire une anticoagulation curative adaptée au contexte.,Retirer le cathéter et prescrire une antibiothérapie,Cette option est incorrecte pour les mêmes raisons que l’option a.,Retirer le cathéter et prescrire une antibiothérapie,Cette option est incorrecte pour les mêmes raisons que les options a et b.,Laisser le cathéter en place s’il est fonctionnel et prescrire une anticoagulation curative adaptée au contexte,Cette option est correcte car elle reflète la conduite à tenir en cas de thrombose veineuse centrale.,d,"{{objectif de connaissance
|Identifiant=OIC-229-07-B
|Item_parent=Surveillance et complications des abords veineux
|Item_parent_short=Surveillance et complications des abords veineux
|Rang=B
|Intitulé=Connaître les principes de traitement des complications les plus fréquentes des voies veineuses
|Description=Traiter une infection de voie veineuses, une thrombose
|Rubrique=Prise en charge
|Contributeurs= Philippe Lacroix, Simon Rickenbach
|Ordre=7}}

'''Les complications infectieuses'''

La présence de signes évocateurs d’une infection du matériel doit amener au retrait de celui-ci. Le cathéter est mis en culture.

En cas de signes généraux, des hémocultures sont réalisées (« '''[[Hémoculture positive SD-190|hémoculture positive]]''' »).

La décision d’introduire une antibiothérapie est fonction du caractère local ou général des symptômes (« '''[[Prescrire un anti-infectieux SD-255|prescrire un anti-infectieux]]''' »):

·        en cas de fièvre, signes généraux de sepsis voire choc septique, une antibiothérapie est initiée

·        l’antibiothérapie cible les staphylocoques aureus et epidermidis.

·        elle est étendue aux bacilles Gram – en cas d’immunodépression, neutropénie ou autres facteurs de risque

'''Les complications thrombotiques'''

'''En cas de thrombose veineuse centrale''', le cathéter peut être laissé en place s’il est fonctionnel, avec prescription d’une anticoagulation curative adaptée au contexte."
847,OIC-230-01-A,Quelle est la définition d'une douleur thoracique aiguë ?,"Cette question évalue la compréhension de la définition d'une douleur thoracique aiguë, un objectif de connaissance de niveau A.",Une douleur qui dure plus de 24 heures.,"Cette option est incorrecte car la définition d'une douleur thoracique aiguë est une douleur qui survient de manière brutale, contrairement à une douleur qui dure plus de 24 heures.",Une douleur qui irradie vers le cou et les épaules.,Cette option est incorrecte car la définition d'une douleur thoracique aiguë ne mentionne pas spécifiquement l'irradiation vers le cou et les épaules.,Une douleur qui survient de manière brutale.,Cette option est correcte car elle correspond à la définition d'une douleur thoracique aiguë.,Une douleur qui est toujours grave.,Cette option est incorrecte car la gravité d'une douleur thoracique aiguë n'est pas toujours présente.,c,"{{objectif de connaissance
|Identifiant=OIC-230-01-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître la définition d’une douleur thoracique aiguë
|Description=None
|Rubrique=Définition
|Contributeurs=Vincent Roule
|Ordre=1}}
'''Savoir définir une douleur thoracique aiguë'''

<nowiki/>= douleur (ou gêne) dans la région de la cage thoracique  (entre le cou et l’ombilic) survenant de manière brutale.

Caractéristiques variables : intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence."
848,OIC-230-03-A,Quels sont les signes de gravité qui imposent des décisions thérapeutiques immédiates devant une douleur thoracique aiguë ?,"Cette question évalue la capacité à identifier les signes de gravité devant une douleur thoracique aiguë, un objectif de connaissance de niveau A.","Polypnée (>30/min) ou bradypnée (<10/min ou pauses respiratoires, cyanose, sueurs, désaturation <90%, tirage respiratoire",Cette option est correcte car elle liste les signes respiratoires de gravité.,"Hypotension artérielle, signes de chocs : marbrures, extrémités froides, oligurie",Cette option est correcte car elle liste les signes hémodynamiques de gravité.,"Troubles de conscience, confusion, agitation",Cette option est correcte car elle liste les signes neurologiques de gravité.,Toutes les propositions précédentes sont correctes,"Cette option est incorrecte car elle est une combinaison de propositions, ce qui est interdit.",a,"{{objectif de connaissance
|Identifiant=OIC-230-03-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Identifier les signes de gravité imposant des décisions thérapeutiques immédiates
|Description=None
|Rubrique=Identification de l’urgence
|Contributeurs=Vincent Roule
|Ordre=3}}

'''Identifier les signes de gravité imposant des décisions thérapeutiques immédiates'''

- '''respiratoires''' : polypnée (>30/min) ou bradypnée (<10/min ou pauses respiratoires), cyanose, sueurs, désaturation <90%, tirage respiratoire

- '''hémodynamiques''' : hypotension artérielle, signes de chocs : marbrures, extrémités froides, oligurie

- '''neurologiques''' : troubles de conscience, confusion, agitation"
849,OIC-230-04-A,Quelles sont les quatre urgences cardio-vasculaires pouvant entraîner une douleur thoracique ?,"Cette question évalue la capacité à identifier les quatre urgences cardio-vasculaires associées à une douleur thoracique, conformément à l'objectif de connaissance OIC-230-04-A.","Dissection aortique, péricardite, embolie pulmonaire, syndrome coronarien aigu","Cette option est incorrecte car elle ne mentionne pas la péricardite avec tamponnade, qui est l'une des quatre urgences cardio-vasculaires.","Dissection aortique, péricardite, embolie pulmonaire, péricardite (tamponnade)","Cette option est correcte car elle mentionne toutes les quatre urgences cardio-vasculaires, y compris la péricardite avec tamponnade.","Dissection aortique, péricardite, embolie pulmonaire, péricardite (tamponnade)","Cette option est incorrecte car elle ne mentionne pas la péricardite avec tamponnade, qui est l'une des quatre urgences cardio-vasculaires.","Dissection aortique, péricardite, embolie pulmonaire, péricardite (tamponnade)","Cette option est incorrecte car elle ne mentionne pas la péricardite avec tamponnade, qui est l'une des quatre urgences cardio-vasculaires.",b,"{{objectif de connaissance
|Identifiant=OIC-230-04-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Savoir évoquer les quatre urgences cardio-vasculaires devant une douleur thoracique
|Description=dissection aortique, syndromes coronariens aigus, péricardite avec tamponnade, embolie pulmonaire
|Rubrique=Diagnostic positif
|Contributeurs=Vincent Roule
|Ordre=4}}

'''Les 4 urgences cardio-vasculaires pouvant entraîner une douleur thoracique sont :'''

- dissection aortique

- syndrome coronarien aigu (SCA)

- embolie pulmonaire (EP)

- péricardite (tamponnade)

=> Moyen mnémotechnique PIED (Péricardite, Infarctus, Embolie, Dissection)"
850,OIC-230-05-A,Quelle est la sémiologie clinique fonctionnelle et physique de la dissection aortique ?,"Cette question évalue la compréhension de la sémiologie clinique fonctionnelle et physique de la dissection aortique, un élément clé du diagnostic positif de cette urgence cardio-vasculaire.","Douleur thoracique aiguë, intense, à type de déchirement ou coup de poignard, typiquement migratrice (transfixiante dans le dos, vers les lombes).","Cette option est correcte car elle décrit précisément la sémiologie clinique fonctionnelle de la dissection aortique, incluant la douleur thoracique, son intensité et sa localisation.","Douleur thoracique aiguë, intense, à type de déchirement ou coup de poignard, typiquement migratrice (transfixiante dans le dos, vers les lombes).","Cette option est correcte car elle décrit précisément la sémiologie clinique fonctionnelle de la dissection aortique, incluant la douleur thoracique, son intensité et sa localisation.","Douleur thoracique aiguë, intense, à type de déchirement ou coup de poignard, typiquement migratrice (transfixiante dans le dos, vers les lombes).","Cette option est correcte car elle décrit précisément la sémiologie clinique fonctionnelle de la dissection aortique, incluant la douleur thoracique, son intensité et sa localisation.","Douleur thoracique aiguë, intense, à type de déchirement ou coup de poignard, typiquement migratrice (transfixiante dans le dos, vers les lombes).","Cette option est correcte car elle décrit précisément la sémiologie clinique fonctionnelle de la dissection aortique, incluant la douleur thoracique, son intensité et sa localisation.",a,"{{objectif de connaissance
|Identifiant=OIC-230-05-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître la sémiologie clinique fonctionnelle et physique de le dissection aortique
|Description=Redondant avec item 226, 234, 235
|Rubrique=Diagnostic positif
|Contributeurs=Vincent Roule
|Ordre=5}}

'''Sémiologie clinique fonctionnelle et physique  de la dissection aortique'''

- signes cliniques fonctionnels : douleur thoracique brutale, intense (à type de déchirement ou coup de poignard), typiquement migratrice (transfixiante dans le dos, vers les lombes).

Parfois : malaise/perte de connaissance (syncope), troubles neurologiques (obnubilation, aphasie, troubles sensitivo-moteurs)

- séméiologie physique : asymétrie tensionnelle (différence>20 mmHg)++, abolition d’un ou plusieurs pouls (radial, fémoral, poplité), souffle d’insuffisance aortique, déficit neurologique"
851,OIC-230-06-A,Quels sont les éléments de l'anamnèse qui peuvent évoquer une urgence cardio-vasculaire chez un patient présentant une douleur thoracique aiguë ?,Cette question évalue la capacité à identifier les éléments clés de l'anamnèse qui peuvent orienter le diagnostic d'une urgence cardio-vasculaire devant une douleur thoracique aiguë.,La présence d'antécédents familiaux de maladies cardiovasculaires,Cette option est incorrecte car elle ne fait pas référence à un élément spécifique de l'anamnèse qui peut évoquer une urgence cardio-vasculaire.,La présence d'hypertension artérielle,Cette option est correcte car l'hypertension artérielle est un facteur de risque important pour les urgences cardio-vasculaires.,"La présence d'un terrain évocateur (facteurs de risque cardiovasculaires, cancer)",Cette option est correcte car elle fait référence à un élément spécifique de l'anamnèse qui peut évoquer une urgence cardio-vasculaire.,La présence de signes de détresse vitale,Cette option est correcte car la présence de signes de détresse vitale est un élément important de l'anamnèse qui peut orienter le diagnostic d'une urgence cardio-vasculaire.,b,"{{objectif de connaissance
|Identifiant=OIC-230-06-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître la démarche diagnostique des quatre urgences cardio-vasculaires
|Description=terrain évocateur, caractéristiques de la douleur thoracique, particularités de l'examen clinique
|Rubrique=Diagnostic positif
|Contributeurs=Vincent Roule
|Ordre=6}}

'''Connaître la démarche diagnostique des 4 urgences cardio-vasculaires'''

- Anamnèse : terrain évocateur (facteurs de risque cardiovasculaires, cancer, '''hypertension artérielle'''), caractéristiques de la douleur (localisation, irradiation, ancienneté, circonstances de survenue, trinitro-sensible ou non, circonstances aggravantes ou antalgiques, lien avec l’effort)

- particularités de l’examen clinique ('''anomalies à l’auscultation cardio-pulmonaire''', présence ou non des pouls périphériques, pression artérielle, turgescence jugulaire)

- rechercher signes de choc/détresse vitale

- '''réalisation et interprétation de l’ECG'''

- puis bilan biologique et d’imagerie orientés par les observations précédentes"
852,OIC-230-07-A,Quelle est l'anomalie électrocardiographique caractéristique d'un syndrome coronarien aigu avec sus-décalage du segment ST ?,Cette question évalue la capacité à identifier les anomalies électrocardiographiques spécifiques des urgences cardio-vasculaires.,Un sous-décalage du segment ST dans les précordiales et inférieur,Cette option est incorrecte car elle décrit une anomalie caractéristique d'un syndrome coronarien aigu sans sus-décalage du segment ST.,Un sus-décalage du segment ST ≥ 2 mm dans les précordiales et ≥ 1 mm en inférieur et latéral haut,Cette option est correcte car elle décrit précisément l'anomalie caractéristique d'un syndrome coronarien aigu avec sus-décalage du segment ST.,Un sous-décalage du segment ST en miroir associé,Cette option est incorrecte car elle décrit une anomalie qui n'est pas spécifique d'un syndrome coronarien aigu avec sus-décalage du segment ST.,Un sous-décalage du segment ST horizontal ou descendant,Cette option est incorrecte car elle décrit une anomalie qui n'est pas spécifique d'un syndrome coronarien aigu avec sus-décalage du segment ST.,b,"{{objectif de connaissance
|Identifiant=OIC-230-07-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître les anomalies électrocardiographiques des quatre urgences cardio-vasculaires
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=Vincent Roule
|Ordre=7}}

=='''Connaître les anomalies électrocardiographiques des 4 urgences cardio-vasculaires'''==
Les anomalies aigues sont localisées sur le segment ST et l’onde T. Elles sont associées à un territoire myocardique (V1-V4 : antéroseptoapical ; DII, DIII, aVF : inférieur ; DI, aVL : latéral haut et V5, V6 : latéral bas; V3R, V4R : ventricule droit ; V7 à V9 : postérieur). On distingue classiquement deux tableaux

*Pour le '''syndrome coronarien aigu avec sus-décalage du segment ST :''' 
**sus décalage de ST ≥ 2 mm dans les précordiales et ≥ 1 mm en inférieur et latéral haut),
**dans au moins 2 dérivations contiguës d’un même territoire coronaire.
**Généralement sous-décalage en miroir associé.
**Un nouveau bloc de branche gauche est considéré comme un équivalent de ST+ si associé à un tableau aigu évocateur.

[[Fichier:Image1.jpg|vignette|586x586px|SCA ST+ inférieur et latéral bas|alt=|centré]]<br />

*Pour le '''syndrome coronarien aigu Sans sus décalage du segment ST (ST-)''' (c’est-à-dire sans sus-décalage persistant plus de 20 min du segment ST) : 
**peut montrer un sous-décalage du segment ST (plus fiable si horizontal ou descendant, cf ECG 2),
**une négativation des ondes T (cf ECG 3)
**ou un ECG normal, notamment quand il est post-critique.

[[Fichier:Image2.jpg|vignette|512x512px|SCA ST- |alt=|centré]]


[[Fichier:Image3.jpg|vignette|508x508px|SCA ST-|alt=|centré]]

*'''pour la dissection aortique''' : ECG généralement normal mais possible ST+ en cas de dissection étendue à une artère coronaire

*'''pour l’embolie pulmonaire''' : (cf ECG 4): 
**'''tachycardie''' sinusale (>100/min),
**aspect de S1Q3 (onde S en DI et Q en DIII),
**bloc de branche droit,
**négativation des ondes T de V1 à V3 voire V4.
**NB = anomalies ECG pouvant être absentes.

 
[[Fichier:Image4.jpg|vignette|513x513px|Embolie pulmonaire : tachycardie sinusale, SI QIII |alt=|centré]]

 

* '''pour la péricardite avec tamponnade'''   
** sus-décalage diffus (non systématisé à un territoire coronaire) et concave vers le haut du segment ST, sans miroir, sans onde Q, 
** sous-décalage du PQ puis évolution vers une négativation diffuse des ondes T 
** et enfin une normalisation de l’ECG en plusieurs semaines
** autres anomalies évocatrices de tamponnade: microvoltage, alternance électrique (variation de l’amplitude des QRS, généralement 1 sur 2)

[[Fichier:Pericardite.jpg|vignette|672x672px|Pericardite|alt=|centré]]


       "
853,OIC-230-08-A,Quelle est la place de la radiographie thoracique dans le diagnostic des urgences cardio-vasculaires ?,Cette question évalue la compréhension de la place et des limites de la radiographie thoracique dans le diagnostic des urgences cardio-vasculaires.,La radiographie thoracique est inutile devant une douleur thoracique aiguë.,"Cette option est incorrecte car la radiographie thoracique est réalisée systématiquement devant une douleur thoracique aiguë, même si elle n'est pas suffisante pour confirmer le diagnostic.",La radiographie thoracique est suffisante pour confirmer le diagnostic d'une urgence cardio-vasculaire.,Cette option est incorrecte car la radiographie thoracique n'est pas suffisante pour confirmer le diagnostic d'une urgence cardio-vasculaire.,La radiographie thoracique est réalisée systématiquement devant une douleur thoracique aiguë pour confirmer le diagnostic d'une urgence cardio-vasculaire.,Cette option est incorrecte car la radiographie thoracique n'est pas réalisée systématiquement pour confirmer le diagnostic d'une urgence cardio-vasculaire.,La radiographie thoracique est réalisée systématiquement devant une douleur thoracique aiguë pour aider au diagnostic des urgences cardio-vasculaires.,"Cette option est correcte car la radiographie thoracique est réalisée systématiquement devant une douleur thoracique aiguë pour aider au diagnostic des urgences cardio-vasculaires, même si elle n'est pas suffisante pour confirmer le diagnostic.",d,"{{objectif de connaissance
|Identifiant=OIC-230-08-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître la place et les anomalies de la radiographie thoracique des quatre urgences cardio-vasculaires
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=Vincent Roule
|Ordre=8}}

'''Connaître la place et les anomalies de la radiographie thoracique des 4 urgences cardio-vasculaires :'''

* La radiographie thoracique est réalisée systématiquement devant une douleur thoracique 
* Inutile dans le cadre d’un SCA typique (à visée diagnostique) 
* Aide au diagnostic des 3 autres urgences (mais non suffisante pour confirmer le diagnostic), permet des diagnostics différentiels (pneumothorax, pneumopathie) 

Anomalies de la RP '''(demande d’un examen d’imagerie)''':

* dans la dissection aortique : possible élargissement du médiastin, double contour aortique  (cf fig)

[[Fichier:Image5.jpg|vignette|Radiographie pulmonaire de face montrant un élargissement du médiastin, évocatrice de dissection aortique|alt=|centré]]

* dans l’embolie pulmonaire : souvent normale, hyperclarté pulmonaire, ascension d’une coupole diaphragmatique, atélectasies en bandes

* dans la péricardite avec tamponnade : cardiomégalie avec cœur en carafe"
854,OIC-230-09-A,Quels sont les examens biologiques à prescrire et leur interprétation pour les 4 urgences cardio-vasculaires ?,Cette question évalue la capacité à identifier les examens biologiques pertinents et leur interprétation pour les 4 urgences cardio-vasculaires.,"Bilan biologique standard, D-dimères, gaz du sang","Cette option est incorrecte car elle ne mentionne pas les troponines ultrasensibles, qui sont essentielles pour le diagnostic de syndrome coronarien aigu (SCA).","Bilan biologique standard, troponines ultrasensibles, gaz du sang","Cette option est correcte car elle inclut tous les examens biologiques pertinents pour les 4 urgences cardio-vasculaires, y compris les troponines ultrasensibles pour le SCA.","Bilan biologique standard, D-dimères, troponines ultrasensibles","Cette option est incorrecte car elle ne mentionne pas le gaz du sang, qui est un examen important pour le diagnostic de syndrome coronarien aigu (SCA).","Bilan biologique standard, troponines ultrasensibles, CRP","Cette option est incorrecte car elle mentionne la CRP, qui n'est pas un examen spécifique pour les 4 urgences cardio-vasculaires.",b,"{{objectif de connaissance
|Identifiant=OIC-230-09-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître les examens biologiques à prescrire et leur interprétation des quatre urgences cardio-vasculaires
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=Vincent Roulé
|Ordre=9}}
'''Connaître les examens biologiques à prescrire et leur interprétation des 4 urgences cardio-vasculaires''' 

- Bilan biologique standard : NFS-plaquettes, ionogramme sanguin avec créatininémie, bilan de coagulation (TP, TCA)

- <u>troponines ultrasensibles</u> ('''élévation des enzymes cardiaques''' dans SCA, moindre dans l’EP) avec cycle de 2 mesures à 1h ou 2 heures d’intervalle si la première est normale. NB=élévation des troponines également en cas de myocardite associée à une péricardite

Attention, l’élévation de la troponine ne suffit pas à elle seule à faire le diagnostic de SCA (il faut s’aider du contexte, de la clinique…puisque la troponine peut s’élever dans le cadre d’autres pathologies).

- <u>D-dimères :</u> en cas de suspicion faible ou modérée d’EP (EP éliminée si D-dimères normaux), éliminent la dissection aortique si normaux également. Ne permettent la confirmation d’aucun diagnostic

- CRP (protéine C réactive) : témoin de syndrome inflammatoire, intérêt surtout pour péricardite mais non spécifique '''(élévation de la protéine C-réactive, CRP)'''

- <u>Gaz du sang</u> '''(analyse d'un résultat de gaz du sang)''' : surtout si détresse respiratoire, effet shunt évoquant EP"
855,OIC-230-10-B,Quelle est la place de la coronarographie dans le diagnostic et les principes de prise en charge du syndrome coronarien aigu ?,"Cette question évalue la compréhension des principes de prise en charge du syndrome coronarien aigu, en particulier le rôle de la coronarographie dans le diagnostic et la prise en charge.",La coronarographie est un examen non invasif qui permet d'identifier la lésion coronaire coupable et de décider de son traitement.,"Cette option est incorrecte car la coronarographie est un examen invasif, pas non invasif.","La coronarographie est utilisée pour identifier la lésion coronaire coupable et décider de son traitement, mais elle n'est pas recommandée en cas de délai > 120 min.","Cette option est partiellement incorrecte car la coronarographie est recommandée en cas de délai > 120 min, mais pas uniquement en cas de délai > 120 min.","La coronarographie est utilisée pour identifier la lésion coronaire coupable et décider de son traitement, et elle est généralement réalisée dans les 24h en cas de SCA non ST+.","Cette option est partiellement correcte car la coronarographie est généralement réalisée dans les 24h en cas de SCA non ST+, mais elle n'est pas la seule option de prise en charge.","La coronarographie est utilisée pour identifier la lésion coronaire coupable et décider de son traitement, et elle est généralement réalisée en cas de SCA ST+ en urgence.","Cette option est correcte car la coronarographie est généralement réalisée en cas de SCA ST+ en urgence, et elle permet d'identifier la lésion coronaire coupable et de décider de son traitement.",d,"{{objectif de connaissance
|Identifiant=OIC-230-10-B
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=B
|Intitulé=Connaître la place de la coronarographie dans le diagnostic et les principes de prise en charge du syndrome coronarien aigu
|Description=item spécifique
|Rubrique=Examens complémentaires
|Contributeurs=Vincent Roule
|Ordre=10}}

'''Connaître la place de la coronarographie dans le diagnostic et les principes de prise en charge du syndrome coronarien aigu'''

=== - la coronarographie : ===
Elle permet d’identifier la lésion coronaire coupable et de décider de son traitement (angioplastie avec stent le plus souvent, parfois pontages coronaires ou traitement médical seul). Examen invasif '''(explication pré-opératoire et recueil de consentement d'un geste invasif diagnostique ou thérapeutique)'''

=== - Principes de prise en charge du SCA ===
=> SCA ST+ : l’urgence est la désobstruction coronaire.

           - évaluation du délai entre l’ECG (diagnostic du ST+) et l’installation en salle de coronarographie pour mise en place du guide d’angioplastie (début d’angioplastie)

           - si délai ≤ 120 min, l’angioplastie primaire est recommandée

           - si délai > 120 min : la fibrinolyse est privilégiée (sauf contre-indication, sauf symptômes >12 heures) suivie d’une angioplastie de sauvetage en l’absence de reperfusion ou différée dans les 24h si reperfusion

- cas des SCA hors délais >12h après le début des douleurs: l’angioplastie primaire reste indiquée en cas de douleurs persistantes, d’instabilité hémodynamique ou rythmique (troubles du rythme ventriculaires). Une angioplastie est à considérer jusqu’à 48h après le début des symptômes ; au-delà, en l’absence de douleur thoracique, il faudra d’abord rechercher une viabilité dans le territoire infarci.


=> SCA non ST+ : coronarographie généralement dans les 24h (en particulier si élévation de la troponine). NB : cas particulier du SCA non ST+ réfractaire au traitement médical (patient toujours douloureux) qui doit être amené en urgence (<2h) en salle de coronarographie."
856,OIC-230-13-A,Quelles sont les principales causes thoraciques de douleur aiguë en dehors des quatre urgences cardio-vasculaires ?,"Cette question évalue la capacité à identifier les causes thoraciques de douleur aiguë en dehors des urgences cardio-vasculaires, conformément à l'objectif de connaissance OIC-230-13-A.","pneumopathie infectieuse, pneumothorax, épanchement pleural, douleurs pariétales musculo-squelettiques (syndrome de Tietze, douleurs musculoligamentaires, fractures costales)",Cette option est correcte car elle reprend les causes thoraciques de douleur aiguë en dehors des urgences cardio-vasculaires mentionnées dans le contenu éducatif.,"pneumopathie infectieuse, pneumothorax, épanchement pleural, douleurs pariétales musculo-squelettiques (syndrome de Tietze, douleurs musculoligamentaires, fractures costales)",Cette option est incorrecte car elle ne contient pas les causes thoraciques de douleur aiguë en dehors des urgences cardio-vasculaires.,"pneumopathie infectieuse, pneumothorax, épanchement pleural, douleurs pariétales musculo-squelettiques (syndrome de Tietze, douleurs musculoligamentaires, fractures costales)",Cette option est incorrecte car elle ne contient pas les causes thoraciques de douleur aiguë en dehors des urgences cardio-vasculaires.,"pneumopathie infectieuse, pneumothorax, épanchement pleural, douleurs pariétales musculo-squelettiques (syndrome de Tietze, douleurs musculoligamentaires, fractures costales)",Cette option est incorrecte car elle ne contient pas les causes thoraciques de douleur aiguë en dehors des urgences cardio-vasculaires.,a,"{{objectif de connaissance
|Identifiant=OIC-230-13-A
|Item_parent=Douleur thoracique aiguë
|Item_parent_short=Douleur thoracique aiguë
|Rang=A
|Intitulé=Connaître les principales causes thoraciques de douleur aiguë en dehors des quatre urgences cardio-vasculaires
|Description=pneumonie, pneumothorax. Renvoyer aux items correspondants
|Rubrique=Étiologies
|Contributeurs=Vincent Roule
|Ordre=13}}

'''Connaître les principales causes thoraciques de douleur aiguë en dehors des 4 urgences cardio-vasculaires'''

- pneumopathie infectieuse

- pneumothorax

- épanchement pleural

- douleurs pariétales musculo-squelettiques (syndrome de Tietze, douleurs musculoligamentaires, fractures costales)"
857,OIC-233-01-A,Quelle est la définition de l'insuffisance mitrale (IM) ?,Cette question évalue la compréhension de la définition de l'insuffisance mitrale (IM) parmi les valvulopathies.,Un dysfonctionnement de la valve mitrale avec défaut de fermeture systolique ayant pour conséquence une régurgitation de sang du ventricule gauche (VG) vers l’oreillette gauche (OG) en systole.,Correct. Cette option est une reformulation de la définition de l'insuffisance mitrale (IM) fournie dans le contenu éducatif.,Un dysfonctionnement de la valve mitrale avec défaut de fermeture diastolique ayant pour conséquence une régurgitation de sang de l’aorte vers le VG en diastole.,"Incorrect. Cette option décrit l'insuffisance aortique (IA), pas l'insuffisance mitrale (IM).",Un dysfonctionnement de la valve mitrale avec limitation d’ouverture en systole ayant pour conséquence un obstacle à l’éjection systolique du VG.,"Incorrect. Cette option décrit le rétrécissement mitral (RM), pas l'insuffisance mitrale (IM).",Un dysfonctionnement de la valve mitrale avec limitation d’ouverture en diastole ayant pour conséquence un obstacle à l’écoulement du sang de l’OG vers le VG au moment du remplissage cardiaque.,"Incorrect. Cette option décrit le rétrécissement mitral (RM), pas l'insuffisance mitrale (IM).",a,"{{objectif de connaissance
|Identifiant=OIC-233-01-A
|Item_parent=Valvulopathies
|Item_parent_short=Valvulopathies
|Rang=A
|Intitulé=Connaître la définition de l’insuffisance mitrale (IM), du rétrécissement aortique (RA), de l’ insuffisance aortique (IA), du rétrécissement mitral (RM)
|Description=None
|Rubrique=Définition
|Contributeurs=Myriam Akodad,Florence Leclercq
|Ordre=1}}

* '''Insuffisance mitrale''' (IM) : Dysfonctionnement de la valve mitrale avec défaut de fermeture systolique ayant pour conséquence une régurgitation de sang du ventricule gauche (VG) vers l’oreillette gauche (OG) en systole
* '''Rétrécissement aortique''' (RA): Dysfonctionnement de la valve aortique avec limitation d’ouverture ayant pour conséquence un obstacle à l’éjection systolique du VG
* '''Insuffisance aortique''' (IA): Dysfonctionnement de la valve aortique avec défaut de fermeture en diastole ayant pour conséquence une régurgitation de sang de l’aorte vers le VG en diastole
* '''Rétrécissement mitral''' (RM): Dysfonctionnement de la valve mitrale avec limitation d’ouverture en diastole ayant pour conséquence un obstacle à l’écoulement du sang de l’OG vers le VG au moment du remplissage cardiaque"
