,id,question,option_a,option_b,option_c,option_d,correct_option
1055,OIC-153-06-B-,Quel est l'examen clé pour diagnostiquer une désinsertion de prothèse valvulaire?,Examen physique,Hémoculture,Echographie trans-thoracique (ETT) et échographie trans-œsophagienne (ETO),Biologie,c
1056,OIC-156-01-A,Quelle est la définition des infections ostéo-articulaires (IOA)?,"Multiplication d’un agent infectieux, le plus souvent bactérien, au sein du tissu osseux et/ou articulaire.",Infection des tissus synoviaux uniquement.,Infection des tissus mous uniquement.,Infection des muscles uniquement.,a
1057,OIC-156-01-A-,Quelles sont les entités cliniques les plus fréquentes des IOA (hors IOA sur matériel)?,"Arthrite septique, ostéite chronique, spondylodiscite, ostéomyélite aiguë.","Arthrite septique, ostéite chronique, spondylodiscite, arthrite rhumatoïde.","Arthrite septique, ostéite chronique, spondylodiscite, polyarthrite rhumatoïde.","Arthrite septique, ostéite chronique, spondylodiscite, arthrite psoriasique.",a
1058,OIC-156-02-B-,Quel est le facteur de risque le plus fréquent chez l'enfant pour l'infection ostéo-articulaire?,Diabète,Obésité,Absence de facteur de risque,Tabagisme actif,c
1059,OIC-156-03-B-,Quelle est la localisation secondaire osseuse la plus fréquente dans les IOA chez l'enfant?,Tête fémorale,Tête humérale,Métaphyses osseuses des os longs des membres inférieurs,Tibia,c
1060,OIC-156-04-B,Quel est le germe le plus fréquent responsable des infections hématogènes des IOA chez l'adulte?,Streptocoques,Entérobactéries,Staphylococcus aureus,Mycobacterium tuberculosis,c
1061,OIC-156-04-B-,Quel germe est le plus fréquent responsable des IOA chez le jeune nourrisson âgé de moins de 3 mois?,Staphylococcus aureus,Escherichia coli,Streptocoque de groupe B,Pasteurella multocida,c
1062,OIC-156-05-A-,Quels sont les signes locaux les plus fréquents d'une IOA chronique chez l'adulte?,Douleur articulaire,Impotence fonctionnelle partielle ou totale,Fistulisation,Rougeur et chaleur,c
1063,OIC-156-06-B-,Quel examen est considéré comme l'examen diagnostique de référence pour la spondylodiscite?,Radiographie conventionnelle,Echographie,IRM,Scanner,c
1064,OIC-156-07-A,Quelle est l'indication principale de la ponction articulaire chez un patient présentant une arthrite aiguë?,Pour évaluer la douleur articulaire,Pour diagnostiquer une lésion cartilagineuse,Pour obtenir un diagnostic microbiologique avant toute antibiothérapie,Pour réaliser une injection de corticoïdes,c
1065,OIC-156-07-A-,Quelle est la contre-indication absolue à la réalisation d'une ponction articulaire?,Présence d'une thrombopénie < 50 G/L,Traitement anti-aggrégant plaquettaire,Lésions ou infection cutanée au site de ponction,Présence de matériel (prothèse articulaire),c
1066,OIC-156-08-B,Quelle est la principale indication chirurgicale dans les ostéites chroniques?,Débridement,Lavage,Ablation des séquestres,Drainage des abcès,c
1067,OIC-156-09-A,Quelle est la première étape de la prise en charge urgente d'une arthrite septique chez l'enfant ou l'adulte?,Administration d'antibiotiques par voie orale,Hospitalisation immédiate en unité de soins intensifs,Réduction de l'articulation touchée,Imagerie par résonance magnétique (IRM) pour diagnostiquer,b
1068,OIC-156-09-A-,Quel est le principal risque associé à une arthrite septique non traitée de manière urgente?,Déformation permanente de l'articulation,Développement d'une infection systémique,Réduction de la mobilité articulaire,Formation de caillots sanguins dans les vaisseaux,b
1069,OIC-156-10-A,Quelle est la localisation prédominante des arthrites septiques aiguës chez l'enfant et l'adulte?,Poly-articulaire,Genou,Cervical,Cervical,b
1070,OIC-156-11-B-,Quelles sont les complications liées à la bactériémie dans le contexte d'une arthrite septique aiguë?,"Sepsis, choc septique",Abcès des parties molles adjacentes,"Endocardite infectieuse, autres localisations secondaires",Ostéite de contiguïté,c
1071,OIC-156-13-A,Quelle est la première étape à prendre en cas de suspicion d'infection disco-vertébrale chez un patient?,Prise en charge ambulatoire,Antibiothérapie probabiliste avant prélèvement,Prise en charge urgente hospitalière,Prise en charge en consultation de médecine générale,c
1072,OIC-156-13-A-,Quel est le risque associé à l'administration d'une antibiothérapie probabiliste avant le prélèvement dans le cas d'une suspicion d'infection disco-vertébrale?,Amélioration rapide des symptômes,Réduction du risque de complications,Retard de la prise en soin thérapeutique,Diminution des coûts de traitement,c
1073,OIC-156-14-A,Quelle est la localisation la plus fréquente d'une spondylodiscite?,Cervical,Thoracique,Lombaire,Cervico-thoracique,c
1074,OIC-156-15-B,Quelles sont les complications neurologiques possibles d'une spondylodiscite?,Syndrome lésionnel et sous-lésionnel,Sepsis et choc septique,Abcès para-vertébral et epidurite,Destruction rachidienne et instabilité,a
1075,OIC-156-15-B-,Quelles sont les complications liées à la bactériémie dans le cadre d'une spondylodiscite?,Endocardite infectieuse et autres localisations secondaires,Syndrome lésionnel et sous-lésionnel,Abcès para-vertébral et epidurite,Destruction rachidienne et instabilité,a
1076,OIC-156-16-B,Quel examen est systématiquement demandé pour le diagnostic d'une spondylodiscite?,Scanner,IRM,Echographie cardiaque,Hémocultures,b
1077,OIC-156-16-B-,Dans quel cas l'IRM n'est-elle pas indiquée dans le suivi d'une spondylodiscite?,En cas d'évolution clinique défavorable,En cas d'évolution clinique favorable,En cas de contre-indication à l'IRM,En cas de scanner négatif,b
1078,OIC-156-17-A-,Quel est le signe clinique le plus fréquent dans l'ostéite chronique de l'adulte?,Fièvre,Tuméfaction douloureuse,Fistule productive,Douleur chronique,d
1079,OIC-156-18-B,Quelle est la principale cause d'une infection de l'orteil chez un enfant?,Une blessure accidentelle,Une maladie systémique,Une infection bactérienne,Une allergie aux chaussures,c
1080,OIC-156-18-B-,Quel est le traitement le plus courant pour une infection de l'orteil chez un enfant?,Chirurgie immédiate,Antibiotiques oraux,Soins de première intention,Chirurgie orthopédique,b
1081,OIC-156-19-B,Quel est le premier examen d'imagerie à réaliser en cas d'ostéite chronique de l'adulte?,Scanner,IRM,Radiographies simples,Echographie,c
1082,OIC-156-19-B-,"Dans le cas d'une ostéite du pied diabétique, quel type de prélèvement microbiologique est à proscrire?",Biopsie osseuse scanno-guidée,Prélèvement chirurgical,Prélèvement à la curette après débridement,Ecouvillon de la plaie,d
1083,OIC-157-01-A,Quelle est la définition d'une bactériémie selon le contenu éducatif?,Présence de bactéries dans le sang détectables dans un flacon d'hémocultures,Présence de champignons dans le sang,Présence de virus dans le sang,Présence de cellules cancéreuses dans le sang,a
1084,OIC-157-01-A-,Quel terme doit être abandonné selon le contenu éducatif?,Bactériémie,Fongémie,Septicémie,Pyélonéphrite,c
1085,OIC-157-02-B,Quelle est l'incidence des bactériémies chez les patients hospitalisés?,5%,10%,1%,0.5%,c
1086,OIC-157-02-B-,Quelle est la fréquence des complications à type de localisations septiques secondaires dans les cas de bactériémies/fongémies?,5-10%,10-15%,15-20%,20-25%,b
1087,OIC-157-03-A,"Quels éléments doivent être recherchés dans l'anamnèse et l'examen physique en cas de fièvre, de sepsis ou de choc septique?",Seuls les antécédents médicaux sont importants,Les hémocultures doivent être prélevées avant l'examen physique,L'interrogatoire et l'examen physique doivent être complets,Il n'est pas nécessaire de rechercher des localisations secondaires,c
1088,OIC-157-03-A-,"Dans le cas d'une fongémie, quels éléments doivent être recherchés pour identifier des localisations secondaires?",Seuls les résultats des hémocultures sont nécessaires,Il n'est pas nécessaire de rechercher des localisations secondaires,"Une localisation rétinienne, une endocardite et les cathéters doivent être recherchés",Seuls les marqueurs biologiques sont nécessaires,c
1089,OIC-157-04-A-,Quel est le principal agent infectieux responsable des bactériémies chez le nourrisson de moins de 1 mois?,Streptococcus pneumoniae,Escherichia coli,Streptococcus agalactiae,Neisseria meningitidis,c
1090,OIC-157-05-B,Quel est le champignon le plus fréquemment responsable des candidémies?,C. albicans,C. glabrata,C. parapsilosis,C. tropicalis,a
1091,OIC-157-06-B-,Quels signes cliniques doivent faire suspecter une infection liée au cathéter chez un patient porteur d'un cathéter?,"Fièvre, frissons, signes de mauvaise perfusion périphérique et/ou hypotension","Fièvre, frissons, signes de mauvaise perfusion périphérique et/ou hypertension","Fièvre, frissons, signes de mauvaise perfusion périphérique et/ou hyperthermie","Fièvre, frissons, signes de mauvaise perfusion périphérique et/ou tachycardie",a
1092,OIC-157-07-A,Quelle est la proportion de la population générale porteuse saine de Staphylococcus aureus?,10-20%,30-40%,50-60%,70-80%,b
1093,OIC-157-07-A-,Quelle est la principale caractéristique clinique des bactériémies à Staphylococcus aureus?,Absence de métastases septiques,Porte d’entrée systématiquement retrouvée,Risque élevé de choc septique,Sensibilité à la méticilline dans 100% des cas,c
1094,OIC-157-08-A,Quelles sont les modalités de prescription des prélèvements d’urgence avant antibiothérapie selon l'objectif de connaissance OIC-157-08-A?,Prélèvements à visée microbiologique peuvent être réalisés après le début de l'antibiothérapie.,Les hémocultures doivent être prélevées avant le début de l'antibiothérapie.,Les prélèvements microbiologiques ne sont pas nécessaires avant le début de l'antibiothérapie.,Les prélèvements microbiologiques peuvent être réalisés pendant l'antibiothérapie.,b
1095,OIC-157-09-A-,Quelles sont les modalités de réalisation des hémocultures pour une suspicion de bactériémie/fongémie?,Ponction d’une veine périphérique sans asepsie,Ponction d’une veine périphérique avec asepsie et port de gants,"Ponction d’une veine périphérique avec asepsie, port de gants et antisepsie cutanée","Ponction d’une veine périphérique avec asepsie, port de gants et antisepsie cutanée sans flacons d’hémocultures",c
1096,OIC-157-10-B,Quel examen est systématiquement recommandé en cas de bactériémie due à Staphylococcus aureus?,Echocardiographie,ECBU,Radiographie de thorax,Imagerie abdominale,a
1097,OIC-157-10-B-,Quels examens sont systématiquement recommandés en cas de bactériémie due à Candida?,Echocardiographie et fond d’œil,ECBU et imagerie abdominale,Radiographie de thorax et ponction lombaire,Imagerie abdominale et échocardiographie,a
1098,OIC-157-11-A,Quelle est la valeur de la procalcitonine qui rend peu probable l'existence d'une bactériémie/fongémie?,"0,5 ng/ml",1 ng/ml,"0,25 ng/ml",2 ng/ml,c
1099,OIC-157-11-A-,Quelle est l'indication pour doser les biomarqueurs inflammatoires au cours d'une bactériémie/fongémie?,Systématiquement,En cas de suspicion de bactériémie/fongémie,Pas d'indication à les doser systématiquement,Seulement en cas de réponse négative aux antibiotiques,c
1100,OIC-157-12-A,Quel est le principe général de la prise en charge thérapeutique probabiliste d’une bactériémie/fongémie?,Hospitalisation non indispensable,Antimicrobien administré par voie orale initialement,Choix de l’antimicrobien en fonction de la porte d’entrée suspectée cliniquement,Antimicrobien non bactéricide ou fongicide,c
1101,OIC-157-12-A-,Quel est le traitement initial recommandé pour une bactériémie/fongémie?,Antimicrobien administré par voie orale,Antimicrobien administré par voie parentérale,Antimicrobien administré par voie rectale,Antimicrobien administré par voie sous-cutanée,b
1102,OIC-157-13-A,Quel antibiotique est recommandé pour traiter une bactériémie causée par un Staphylococcus aureus sensible à la méticilline (SASM)?,Vancomycine,Pénicilline M,Céfazoline,Céfotaxime,c
1103,OIC-157-13-A-,Quel antibiotique est recommandé pour traiter une bactériémie causée par un Streptococcus pneumoniae dans le cas d'une pneumonie aigue communautaire grave?,Vancomycine,Pénicilline A,Céfotaxime,Céfazoline,c
1104,OIC-157-14-A,Quel est le principe du traitement de la porte d'entrée dans une bactériémie/fongémie?,Traitement uniquement médical,Traitement uniquement chirurgical,Traitement médical et chirurgical,Aucun traitement,c
1105,OIC-157-14-A-,Quelle est la nécessité de l'ablation du matériel étranger dans une bactériémie/fongémie liée à un matériel étranger?,Non nécessaire,Nécessaire uniquement en cas de rechute,Nécessaire souvent,Nécessaire uniquement si la localisation est secondaire,c
1106,OIC-157-15-B,Dans quelles situations le contrôle chirurgical ou radio-interventionnel de la source infectieuse est-il indispensable?,"Urgence abdominale : lavage péritonéal (péritonite), drainage des voies biliaires (angiocholite)",Pyélonéphrite aigue non bloquée : dérivation des urines,Endocardite compliquée d’un choc cardiogénique (délabrement valvulaire) ou d’un abcès péri-valvulaire,Arthrite avec sepsis/choc septique ou bactériémie persistante (lavage articulaire),a
1107,OIC-157-16-B,"Quelle est la durée recommandée du traitement pour une bactériémie à Staphylococcus aureus non compliquée, sans endocardite, sans localisation septique secondaire, avec stérilisation précoce des hémocultures?",7 jours,10 jours,14 jours,21 jours,c
1108,OIC-157-17-B,Quels sont les éléments à intégrer pour évaluer le risque d’agent infectieux résistant chez un patient présentant une infection liée aux soins?,Durée d’hospitalisation uniquement,Pression de sélection par antibiothérapie préalable uniquement,Présence de matériel implanté uniquement,Tous les éléments mentionnés ci-dessus,d
1109,OIC-161-01-A,Quelle est la définition d'une cystite chez un patient sans facteur de risque?,Infection du bassinet et du parenchyme rénal,Infection du réservoir et de la muqueuse vésicale,Infection du système urinaire masculin,Infection du système urinaire féminin,b
1110,OIC-161-01-A-,Quelle est la définition d'une pyélonéphrite chez un patient sans facteur de risque?,Infection du bassinet et du parenchyme rénal,Infection du réservoir et de la muqueuse vésicale,Infection du système urinaire masculin,Infection du système urinaire féminin,a
1111,OIC-161-02-A,Quelle est la principale bactérie isolée lors d'infections urinaires communautaires chez l'enfant?,Escherichia coli,Proteus mirabilis,Enterococcus faecalis,Klebsiella,a
1112,OIC-161-03-A,Quel examen est recommandé en première intention pour une cystite simple chez un adulte?,ECBU avec antibiogramme,Echographie,TDM AP non injecté,BU,d
1113,OIC-161-03-A-,Quels examens sont recommandés en première intention pour une pyélonéphrite aiguë simple chez un adulte?,"ECBU avec antibiogramme, urée, créatininémie, CRP","Echographie, TDM AP non injecté, hémocultures","BU, ECBU avec antibiogramme, urée, créatininémie","ECBU avec antibiogramme, urée, créatininémie, CRP, hémocultures",c
1114,OIC-161-04-B,Quel examen d'imagerie est recommandé en première intention pour une cystite simple?,Scanner,IRM,Aucun examen d'imagerie recommandé,Cystographie rétrograde,c
1115,OIC-161-04-B-,Quel examen d'imagerie est recommandé en cas de pyélonéphrite aiguë grave?,Scanner,IRM,Aucun examen d'imagerie recommandé,Cystographie rétrograde,a
1116,OIC-161-05-A,Quelle est la principale limitation de la bandelette urinaire (BU) dans le diagnostic des infections urinaires (IU)?,Elle a une valeur diagnostique définitive,"Elle doit être réalisée chez tous les patients, indépendamment de la suspicion d'IU",Elle ne doit pas être pratiquée en cas d'IU associée aux soins ou de port de matériel endo-urinaire à demeure,Elle est toujours positive en cas de présence de matériel endo-urinaire,c
1117,OIC-161-05-A-,Quelle est la principale caractéristique de l'interprétation de la bandelette urinaire (BU) en cas de patient asymptomatique?,La valeur prédictive positive (VPP) est excellente,La valeur prédictive négative (VPN) est excellente,La BU doit toujours être pratiquée pour confirmer l'absence d'IU,La BU ne doit pas être utilisée pour éliminer le diagnostic d'IU,b
1118,OIC-161-06-A-,Quel est le seuil de bactériurie significative chez la femme pour les bactéries autres que E. coli et S. saprophyticus?,10<sup>3</sup> UFC/mL,10<sup>4</sup> UFC/mL,10<sup>5</sup> UFC/mL,10<sup>6</sup> UFC/mL,b
1119,OIC-161-07-A,Quelle est la définition d'une colonisation urinaire?,Présence de bactéries dans les urines avec symptômes,Présence de bactéries dans les urines sans symptômes,Présence de virus dans les urines sans symptômes,Présence de cellules sanguines dans les urines sans symptômes,b
1120,OIC-161-07-A-,Dans quelles situations une colonisation urinaire peut-elle être systématique?,Chez les patients âgés sans matériel endo-urinaire,Chez les patients diabétiques sans matériel endo-urinaire,Chez les patients ayant un matériel endo-urinaire à demeure,Chez les patients enceintes sans matériel endo-urinaire,c
1121,OIC-161-08-A,Quels sont les symptômes les plus fréquents d'une cystite aiguë simple?,Douleur lombaire fébrile,"Pollakiurie, urgenturies, incontinence",Hématurie massive,Dysurie persistante,b
1122,OIC-161-08-A-,Quel est le maître symptôme d'une cystite aiguë simple?,Hématurie,Dysurie,Brûlures mictionnelles,Tenesme vésical,c
1123,OIC-161-09-A,Quels sont les symptômes principaux d'une pyélonéphrite aiguë chez l'enfant et l'adulte?,Douleur lombaire unilatérale fébrile sans symptômes du bas appareil urinaire,Douleur lombaire bilatérale sans fièvre,Douleur abdominale avec diarrhée,Douleur thoracique avec toux,a
1124,OIC-161-09-A-,Quels examens complémentaires sont recommandés pour confirmer le diagnostic de pyélonéphrite aiguë?,Urine de 24 heures,Cystoscopie,Urine de ponction,Biopsie rénale,c
1125,OIC-161-10-A,Quel est le taux de guérison spontanée des cystites simples à 1 mois?,10%,50%,80%,95%,b
1126,OIC-161-10-A-,Quelles sont les molécules de première intention pour le traitement des cystites simples selon les recommandations actuelles?,Fluoroquinolones,Fosfomycine-Trométamol en monodose,Amoxicilline,Ciprofloxacine,b
1127,OIC-161-11-A,Quel est le traitement de première intention pour une pyélonéphrite aiguë simple en ambulatoire?,C3G IV,Fluoroquinolones pour 7 jours,Antibiotiques de la classe des aminosides,Antibiotiques de la classe des macrolides,b
1128,OIC-161-11-A-,Dans quelles circonstances une pyélonéphrite aiguë simple doit-elle être prise en charge en hospitalisation?,En cas de vomissements trop importants empêchant un traitement antibiotique per os,En cas d’isolement social empêchant une prise en charge ambulatoire,En cas d’évolution satisfaisante dans les 48-72h,En cas d’échec du traitement antibiotique,a
1129,OIC-161-12-B,Quel examen doit être réalisé systématiquement dans le cas des pyélonéphrites aiguës compliquées?,Échographie,Scanner,Urographie intraveineuse,Cystoscopie,b
1130,OIC-161-12-B-,Quel traitement est recommandé en première intention pour les pyélonéphrites aiguës compliquées chez les patients hospitalisés?,C3G parentérale,Ciprofloxacine,Levofloxacine,Amoxicilline-acide clavulanique,a
1131,OIC-161-13-A,Quels sont les éléments cliniques fondamentaux pour le diagnostic positif d'une infection urinaire masculine (IUM)?,La présence de symptômes du bas appareil urinaire (SBAU) préexistant,La survenue d'une symptomatologie aiguë et la présence de fièvre,La présence de frissons sans fièvre,La présence de brûlures urinaires sans fièvre,b
1132,OIC-161-13-A-,Quelles sont les principales complications d'une infection urinaire masculine (IUM)?,La cystite et la pyélonéphrite,Le sepsis grave et la rétention aiguë d'urine,La prostatite chronique et l'urétrite,La cystite et l'urétrite,b
1133,OIC-161-14-A,"Quelle est la durée recommandée du traitement pour une infection urinaire masculine en cas d'utilisation de fluroroquinolones, de C3G IV ou de cotrimoxazole?",7 jours,10 jours,14 jours,21 jours,c
1134,OIC-161-15-A,Quelle est la présentation clinique d'une cystite chez la femme enceinte?,Symptômes identiques à ceux d'une femme non enceinte,Symptômes modifiés par la grossesse,Symptômes absents,Symptômes uniquement au troisième trimestre,a
1135,OIC-161-15-A-,Quel est le traitement recommandé pour une cystite aiguë gravidique sans attendre les résultats de l'antibiogramme?,Fosfomycine-Trométamol en 1 prise,Pivmécillinam pendant 7 jours,Amoxicilline pendant 7 jours,Ciprofloxacine pendant 7 jours,a
1136,OIC-161-17-A,Quels sont les signes cliniques qui doivent faire évoquer une infection urinaire chez un enfant de moins de 3 mois?,Fièvre isolée,Dysurie,Lombalgies fébriles,Incontinence urinaire,a
1137,OIC-161-17-A-,Quels sont les signes de sévérité d'une pyélonéphrite aigue (PNA) chez un enfant?,Tachycardie,Polypnée,Troubles de la conscience,Oligurie,c
1138,OIC-161-18-A,Quel examen est recommandé pour confirmer le diagnostic d'infection urinaire chez un enfant de plus de 1 mois avec une bandelette urinaire négative?,Bandelette urinaire,ECBU,Échographie rénale,Cystographie,b
1139,OIC-161-19-A,Quel est le traitement antibiotique initial recommandé pour une pyélonéphrite aiguë chez un enfant de moins de 3 mois avec des signes d'infection urinaire et une fièvre?,Céfixime,Cotrimoxazole,Ceftriaxone ou cefotaxime ou amikacine,Amoxicilline,c
1140,OIC-161-19-A-,"Quel est le traitement antibiotique initial recommandé pour une cystite chez un enfant de plus de 3 mois, en l'absence de facteurs de risque et de signes de sévérité, avec surveillance à domicile possible?",Céfixime,Cotrimoxazole,Amoxicilline/acide clavulanique,Ceftriaxone,a
1141,OIC-161-21-B,Quelles sont les mesures hygiéno-diététiques recommandées pour prévenir les cystites récidivantes chez les femmes?,Augmentation de l’hydratation orale,Port de sous-vêtements en coton,Spermicide,Miction post-coïtale,a
1142,OIC-162-01-A,Quelles sont les principales bactéries responsables des infections urogénitales chez l'homme et de cervicovaginites chez la femme?,Staphylococcus aureus et Streptococcus pyogenes,Neisseria gonorrhoeae et Chlamydia trachomatis,Escherichia coli et Klebsiella pneumoniae,Haemophilus influenzae et Moraxella catarrhalis,b
1143,OIC-162-01-A-,Quelle est la principale caractéristique des infections à Chlamydia trachomatis chez la femme?,Symptomatique avec urétrite,Asymptomatique le plus souvent,Symptomatique avec chancre,Asymptomatique avec syphilis,b
1144,OIC-162-02-B-,Quels sont les principaux facteurs de risque d’IST?,"Le multipartenariat (au moins 2 partenaires différents dans l’année), le changement de partenaire récent, une IST chez un partenaire, un antécédent d’IST, une autre IST active, l’homosexualité masculine, la prostitution et les violences sexuelles.",La syphilis est plus fréquente chez les femmes que chez les hommes.,"L'infection à HPV est l'IST la plus fréquente, avec une augmentation dans les pays développés chez les 16–25 ans.",La trichomonose est plus fréquente chez les femmes que chez les hommes.,a
1145,OIC-162-03-A,Quelles sont les mesures préventives des IST mentionnées dans le contenu éducatif?,Utilisation de préservatifs uniquement,Vaccination contre l'HPV et l'hépatite B uniquement,Utilisation de préservatifs et vaccination contre l'HPV et l'hépatite B,Utilisation de préservatifs et vaccination contre l'HPV uniquement,c
1146,OIC-162-04-A,Quels sont les tests recommandés pour identifier les partenaires contaminés lors d'une infection sexuellement transmissible (IST)?,"Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale à la recherche de Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée et anale selon les pratiques sexuelles","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale à la recherche de Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée et anale selon les pratiques sexuelles, test de dépistage du papillomavirus humain (HPV)","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale à la recherche de Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée et anale selon les pratiques sexuelles, test de dépistage du papillomavirus humain (HPV), test de dépistage de la trichomonose","Sérologie VIH, test tréponémique, sérologie d'hépatite B, PCR urinaire ou génitale à la recherche de Neisseria gonorrhoeae et Chlamydia trachomatis, PCR pharyngée et anale selon les pratiques sexuelles, test de dépistage du papillomavirus humain (HPV), test de dépistage de la trichomonose, test de dépistage de la syphilis",a
1147,OIC-162-04-A-,Quel est le traitement recommandé pour les partenaires contaminés lors d'une infection sexuellement transmissible (IST)?,Traitement antibiotique probabiliste,Traitement antiviral,Traitement antifongique,Traitement antiparasitaire,a
1148,OIC-162-05-A,Quelle est la caractéristique principale du chancre mou?,Lésions douloureuses avec fond propre,Lésions multiples avec fond sale,Lésions superficielles avec contours polycycliques,Lésions granulomateuses avec fond propre,b
1149,OIC-162-05-A-,Quelle est la cause principale de la maladie de Nicolas-Favre (ou lymphogranulomatose vénérienne)?,Afrique,Amérique du Sud,Homosexuels,Asie,c
1150,OIC-162-06-A,Quelle est la principale caractéristique des lésions d'un herpès génital?,Lésions purulentes,Lésions millimétriques douloureuses post vésiculeuses à bordure inflammatoire,Lésions érythémateuses sans douleur,Lésions nodulaires indolores,b
1151,OIC-162-06-A-,Quelle est la cause principale de l'herpès génital?,Chlamydia trachomatis,Neisseria gonorrhoeae,Herpes simplex virus (HSV),Trichomonas vaginalis,c
1152,OIC-162-07-A,Quelle est la caractéristique principale d'un chancre syphilitique?,Il est douloureux,Il est accompagné de fièvre,Il est indolore et induré,Il est accompagné de lésions cutanées multiples,c
1153,OIC-162-07-A-,Quelle est la première phase de la syphilis?,La phase secondaire,La phase tertiaire,La phase primaire,La phase latente,c
1154,OIC-162-08-A,Quels sont les signes cliniques de l'urétrite masculine?,"Ecoulement urétral, dysurie, douleurs urétrales, prurit urétral, méatite, balanite","Ecoulement urétral, dysurie, douleurs urétrales, prurit urétral, méatite, balanite, prostatite, orchiépididymite","Ecoulement urétral, dysurie, douleurs urétrales, prurit urétral, méatite, balanite, prostatite, orchiépididymite, aiguë ou sub-aiguë","Ecoulement urétral, dysurie, douleurs urétrales, prurit urétral, méatite, balanite, prostatite, orchiépididymite, aiguë ou sub-aiguë, prostatite, orchiépididymite",a
1155,OIC-162-09-B-,Quelles sont les causes non vénériennes d'urétrites chez l'homme?,"Infectieuse, Traumatique, Radique, Tumorale, Irritative","Infectieuse, Traumatique, Radique, Tumorale","Infectieuse, Traumatique, Radique, Irritative","Infectieuse, Traumatique, Radique",a
1156,OIC-162-10-A,Quels sont les signes cliniques d'une infection génitale basse chez la femme?,"Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical","Vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée","Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical et vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée","Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical et vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée et autres signes cliniques",c
1157,OIC-162-10-A-,Quels sont les signes cliniques d'une infection génitale basse chez la femme?,"Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical","Vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée","Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical et vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée","Cervicite : leucorrhée, pesanteur pelvienne, signe d'urétrite associée, col inflammatoire et écoulement à l'orifice cervical et vulvo-vaginite : prurit, dyspareunie, leucorrhées, vulve œdématiée et autres signes cliniques",c
1158,OIC-162-12-A,Quelle est la principale manifestation clinique de l'infection à gonocoque chez la femme?,Leucorrhées blanches et caséeuses,Leucorrhées purulentes et pesanteur pelvienne,Prurit intense et dyspareunie,Pertes grises peu abondantes malodorantes,b
1159,OIC-162-12-A-,Quelle est la principale caractéristique de l'examen gynécologique lors d'une infection à chlamydiae?,Col non ou peu inflammatoire et écoulement purulent à l'orifice cervical,Fragilité du col utérin et/ou sécrétions mucopurulentes,Colpite punctiforme (« léopard »),"Leucorrhées blanches, caséeuses, prurit +++, +/- dysurie, +/- pollakiurie",b
1160,OIC-162-13-B,Quelles sont les causes vénériennes d'infections génitales hautes chez la femme?,Gonocoque,Streptocoque,Entérobactérie,Staphylocoque,a
1161,OIC-162-13-B-,"Quelle bactérie est associée à l'infection génitale haute chez la femme, mais n'est pas vénérienne?",Mycoplasma genitalium,Gonocoque,Chlamydiose,Trichomonose,a
1162,OIC-162-14-B,Quelles sont les manifestations extra-génitales de la gonococcie?,"Anorectite, oropharyngite, septicémie gonococcique","Chlamydiose, syphilis secondaire, péri-hépatite","Syphilis secondaire, anorectite, oropharyngite","Septicémie gonococcique, chlamydiose, anorectite",a
1163,OIC-162-14-B-,Quelles sont les manifestations extra-génitales de la chlamydiose?,"Pharyngite, anorectites, syndrome oculo-uréthro-synovial","Syphilis secondaire, péri-hépatite, conjonctivite","Anorectites, oropharyngite, septicémie gonococcique","Syphilis secondaire, conjonctivite, pneumopathie",a
1164,OIC-162-15-A,Quels examens complémentaires sont recommandés en cas d'ulcérations génitales?,"Sérologies VIH, VHB, test tréponémique",PCR pour gonocoque et chlamydia,Culture systématique pour le gonocoque,Examen du col de l'utérus si condylome,a
1165,OIC-162-15-A-,Quel examen est recommandé en cas d'infection haute de la femme?,"CRP, NFS, prélèvement avec pose de speculum pour examen direct + culture standard + PCR",PCR pharyngée et anale selon les pratiques sexuelles,Culture systématique pour le gonocoque,Examen du col de l'utérus si condylome,a
