mcq,cop,llm_cop
"-----
Question:
The school health surveys are quite useful in early detection of mainly:
Options:
a) Refractive errors
b) Amblyopia
c) Colour vision defects
d) All of the above
-----
",3,3
"-----
Question:
A child with amblyopia is to be operated by
Options:
a) < 5 years
b) 5-10 years
c) 10-15 years
d) 18 years
-----
",0,1
"-----
Question:
Nodules seen near the collarette are called ?
Options:
a) Busacca's nodules
b) Koeppe's nodules
c) Lisch nodules
d) Dalen Fuch's nodules
-----
",0,2
"-----
Question:
Arden index is related to
Options:
a) ERG (Electroretinogram)
b) EOG (Electroculogram)
c) VER (Visual Evoked response)
d) Perimetry
-----
",1,2
"-----
Question:
Acute hemorrhagic conjunctivitis is caused by
Options:
a) Adenovirus
b) Enterovirus-70
c) Coxsackie virus-A24
d) All of the above
-----
",3,3
"-----
Question:
A 56 year old female is brought to casualty with acute narrow angle glaucoma. She has severe pain in her eye and it spreads. The radiation of pain in acute narrow angle glaucoma is in the distribution of:
Options:
a) Ill nerve
b) V nerve
c) VII nerve
d) II nerve
-----
",1,1
"-----
Question:
Tonography helps you to determine:
Options:
a) The rate of formation of aqueous
b) The facility of outflow of aqueous
c) The levels of intraocular pressure at different times.
d) None of the above
-----
",1,2
"-----
Question:
What percent of retinoblastomas are Bilateral?
Options:
a) 10
b) 20
c) 30
d) 50
-----
",2,2
"-----
Question:
Enlarged corneal nerves may be seen in all of the following except –
Options:
a) Keratoconus
b) Herpes simplex keratitis
c) Leprosy
d) Neurofibromatosis
-----
",1,2
"-----
Question:
Ocular complications in herpes zoster ophthalmicus usually appear:
Options:
a) At the subsidence of skin eruptions
b) Simultaneous with cutaneous lesions
c) Two days after the skin eruptions
d) During stage of erythematous skin lesions
-----
",0,2
"-----
Question:
A 12 years old boy presents with recurrent attacks of conjunctivitis for the last 2 years with intense itching and ropy discharge. The diagnosis is –
Options:
a) Vernal conjunctivitis
b) Phlyctenular conjunctivitis
c) Trachoma
d) Viral conjunctivitis
-----
",0,0
"-----
Question:
Shortest acting mydriatic is?
Options:
a) Tropicamide
b) Atropine
c) Phenylephrine
d) Hyoscine
-----
",0,0
"-----
Question:
Corneal endothelium is embryologically derived from:
Options:
a) Neural crest
b) Ectoderm
c) Mesoderm
d) Endoderm
-----
",0,0
"-----
Question:
Most common site of bony metastases in retinoblastoma
Options:
a) Skull bones
b) Hip bones
c) Ribs
d) Veebrae
-----
",0,0
"-----
Question:
Argyll Robeson pupil is commonly seen in: March 2013
Options:
a) Retinitis pigmentosa
b) Diabetic retinopathy
c) Encephalitis
d) Neurosyphilis
-----
",3,1
"-----
Question:
Fluorescein dye is used to stain
Options:
a) Disease and devitalized cells
b) Areas of denuded epithelium
c) Mucus
d) All of the above
-----
",1,3
"-----
Question:
Welder's flash is due to -
Options:
a) Infrared rays
b) UV rays
c) Blue - violet light
d) All of the above
-----
",1,3
"-----
Question:
Leucokoria can be seen in all except-
Options:
a) Persistant hyperplastic primary vitreous
b) Congenital glaucoma
c) Fungal endopthalmitis
d) Retinoblastoma
-----
",1,3
"-----
Question:
Maximum refraction takes place between?
Options:
a) Air tear film
b) Tear film and cornea
c) Cornea and aqueous
d) Aqueous lens
-----
",1,1
"-----
Question:
Aniseikonia means -
Options:
a) Difference in the axial length of the eyeballs
b) Difference in the size of cornea in both eyes
c) Difference in the size of pupil in both eyes
d) Difference in the size of image formed by the two eyes
-----
",3,0
"-----
Question:
If a muscle is resected what happens?
Options:
a) Muscle strength will increase
b) Muscle will decrease
c) No change
d) a or b
-----
",0,1
"-----
Question:
Which of the following is treatment of choice for the treatment of a 2 month old child with C/C of watering and discharge of the eye with normal anterior and posterior chamber findings:-
Options:
a) Massage over lacrimal sac
b) Syringing and probing
c) Balloon catheter dilation
d) Dacryocystorhinostomy
-----
",0,3
"-----
Question:
Spiral field defect is a feature of:
Options:
a) Amblyopia exanopsia
b) Hysterical amblyopia
c) Malingering
d) Toxic amblyopia
-----
",1,0
"-----
Question:
Retinal astrocytoma is seen in ?
Options:
a) Tuberous sclerosis
b) Sturge weber syndrome
c) Von Hippel-Lindau syndrome
d) None
-----
",-1,1
"-----
Question:
Corneal sensations are decreased in all of the following conditions except:
Options:
a) Recurrent corneal erosion syndrome
b) Herpetic keratitis
c) Neuroparalytic keratitis
d) Leprosy
-----
",0,3
"-----
Question:
Ideal treatment of B/L retinoblastoma:
Options:
a) Enucleation
b) Radiotherapy
c) Chemotherapy
d) Phototherapy
-----
",0,0
"-----
Question:
Corneal sensation is tested by which device?
Options:
a) Pachymeter
b) Keratometer
c) Aesthesiometer
d) Vernier calliper
-----
",2,2
"-----
Question:
Investigation of choice for intraocular foreign body is-
Options:
a) CT scan
b) MRI
c) USG
d) X-ray
-----
",0,0
"-----
Question:
The focusing system of eye is composed of several refractive structures. Which of the following has the maximum refractive index?
Options:
a) Cornea
b) Aqueous
c) Lens
d) Vitreous
-----
",2,2
"-----
Question:
This is used in diagnosis of:
Options:
a) Steropsis
b) Colour vision
c) Refractive error
d) Strabismus
-----
",0,2
"-----
Question:
Leucocoria is seen in all except
Options:
a) Retinoblastoma
b) Congenital glaucoma
c) Persistent primary hyperplastic vitreous
d) Fungal Endophthalmities
-----
",1,0
"-----
Question:
Which of the following is not given as eye drops in corneal ulcer
Options:
a) Chloroamphenicol
b) Methylcellulose
c) Flurometholone
d) Olaptadine
-----
",2,3
"-----
Question:
Retinal detachment is preceeded by:
Options:
a) Floaters and flashes
b) Eales' disease
c) Trauma
d) All of the above
-----
",3,3
"-----
Question:
A patient presented with normal eyesight and absence of direct and consensual light reflexes. Which of the following cranial nerves is suspected to be lesioned?
Options:
a) Occulomotor
b) Trochlear
c) Optic
d) Abducent
-----
",0,0
"-----
Question:
Phlyctenular conjunctivitis false is –
Options:
a) The most common cause is tuberculosis
b) The lesions are typically found near the limbus
c) Predominantly affects children
d) Is a type IV hypersensitivity reaction
-----
",0,3
"-----
Question:
The most accepted modality of treatment of 2D myopia in a 13-year-old girl is –
Options:
a) Spectacles
b) Excimer laser
c) Contact lens
d) Radial keratotomy
-----
",0,0
"-----
Question:
True regarding metamorphopsia: March 2012
Options:
a) Age related change
b) Associated with diseases affecting macula
c) Occurs when too much light shines into eyes
d) Interpreted by brain as 'flashes'
-----
",1,1
"-----
Question:
What is the most common problem following surgical treament of pterygium?
Options:
a) Recurrence
b) Corneal ulceration
c) Astigmatism
d) Scleral scarring
-----
",0,0
"-----
Question:
19 year old young girl with previous history of repeated pain over medial canthus and chronic use of nasal decongestants, presented with abrupt onset of fever with chills & rigor, diplopia on lateral gaze,moderate proptosis & chemosis. On examination optic disc is congested. Most likely diagnosis is
Options:
a) Cavernous sinus thrombosis
b) Orbital cellulitis
c) Acute Ethmoidal sinusitis
d) Orbital apex syndrome
-----
",0,0
"-----
Question:
Earliest visual field change in open angle glaucoma is
Options:
a) Paracentral scotoma
b) Ring scotoma
c) Siedel's scotoma
d) Arcuate scotoma
-----
",0,0
"-----
Question:
Resse Ellsworth classification is for which of the following conditions
Options:
a) Hypertensive retinopathy
b) Optic nerve glioma
c) Retinoblastoma
d) Choroidal melanoma
-----
",2,0
"-----
Question:
Giant papillary conjunctivitis occurs as an allergic response to all except:
Options:
a) Contact lens
b) Intraocular lens
c) Prosthesis
d) Nylon sutures
-----
",1,0
"-----
Question:
Pupil that responds to convergence but light reflex is absent:
Options:
a) Adies pupil
b) Argyl Robeson pupil
c) Hutchison pupil
d) Wernicke's pupil
-----
",1,0
"-----
Question:
Typically bilateral inferior subluxations of the lens is seen in -
Options:
a) Marfan's syndrome
b) Homocystinuria
c) Hyperinsulinemia
d) Ocular trauma
-----
",1,0
"-----
Question:
A young patient developed sudden painless loss of vision which recovers spontaneously over a period of 3 months. What is the most probable diagnosis?
Options:
a) Macular hole
b) Angle closure glaucoma
c) Retinal detachment
d) Central Serous retinopathy
-----
",3,3
"-----
Question:
The refractive power of an emmetropic eye is about:
Options:
a) +50D
b) +55D
c) +60D
d) +65D
-----
",2,2
"-----
Question:
The cause of a coloured &;Halo&; in narrow angle glaucoma is
Options:
a) Increase IOP
b) Corneal oedema
c) Lenticular changes
d) Lacrimation
-----
",1,0
"-----
Question:
Best laser treatment in early stage of primary angle closure glaucoma (PACG) -
Options:
a) Laseriridotomy
b) LASIK
c) PRP
d) Laser trabeculoplasty
-----
",0,0
"-----
Question:
Cherry red spot is seen in the fundus of patients with all of the following conditions, EXCEPT:
Options:
a) CRAO
b) Tay Sach's disease
c) Niemman pick's disease
d) Central retinal vein occlusion
-----
",3,3
"-----
Question:
Congenital cataract occurs due to abnormalities in protein formation in which of the following genes?
Options:
a) PAX 6
b) SIX 5
c) CRY GS 3
d) PITX 3
-----
",2,0
"-----
Question:
The crystalline lens derives its nourishment from -
Options:
a) Blood vessels
b) Connective tissue
c) Aqueous and vitreous
d) Zonules
-----
",2,0
"-----
Question:
Prolapsed iris in perforating trauma should preferably be abscised and not reposited to prevent chances of:
Options:
a) Infection
b) Post-traumatic iridocyclitis
c) Sympathetic ophthalmitis
d) All of the above
-----
",0,3
"-----
Question:
Corneal dystrophies are usually:
Options:
a) Primarily unilateral
b) Primarily bilateral
c) Primarily unilateral without systemic disease
d) Primarily bilateral with systemic disease
-----
",1,2
"-----
Question:
All the following signs could result from infection with in the right cavernous sinus except-
Options:
a) Constricted pupil in response to light
b) Engorgement of the retinal veins upon ophthalmoscopic examination
c) Ptosis of the right eyelid
d) Right ophthalmoplegia
-----
",0,3
"-----
Question:
Which of the following investigation contraindicated in retinoblastoma
Options:
a) CT
b) USG
c) FNAC
d) MRI
-----
",2,3
"-----
Question:
In near vision what is the change?
Options:
a) Power of lens decreases
b) Depth of focus increases
c) Lateral recti contraction
d) Zonular tension increases
-----
",1,1
"-----
Question:
Soft contact lens is made of ?
Options:
a) PMMA
b) HEMA
c) Cellulose acetate butyrate
d) Vinyl monomer
-----
",1,1
"-----
Question:
Non granulomatous uveitis- all are causes except
Options:
a) Ankylosing Spondylitis
b) Sarcoidosis
c) Juvenile Idiopathic Ahritis
d) Posner Schlossman Syndrome
-----
",1,1
"-----
Question:
Adei's atonic pupil is due to
Options:
a) Loss of sympathetic nerve supply
b) Loss of parasympathetic nerve supply
c) Vascular ischaemia
d) Infective neuritis
-----
",1,0
"-----
Question:
Congenital cataract with visual disturbances surgery should be done ?
Options:
a) Immediately
b) After 2 months
c) After 4 months
d) After 1 year
-----
",-1,0
"-----
Question:
False statement about depth of anterior chamber –a) Less in women than menb) Correspondent to volume of anterior chamberc) Increase with aged) More in myopese) Less in hypermetropes
Options:
a) a
b) c
c) bc
d) ad
-----
",2,3
"-----
Question:
. Which of the following is ocular false localising sign of raised intracranial pressure
Options:
a) Diplopia due to pressure palsy of 6th nerve
b) Sluggish pupillary reactions and unilateral mydriasis
c) Homonymous hemianopia
d) All of the above
-----
",3,3
"-----
Question:
For a neonate with Threshold Retinopathy of prematurity, most appropriate Rx would be
Options:
a) Photocoagulation
b) Less O2 flow
c) Surgery
d) Antioxidants
-----
",0,0
"-----
Question:
Recurrent corneal erosions are seen in: March 2011, March 2012
Options:
a) Corneal dystrophy
b) Keratoglobus
c) Keratoconus
d) Peutz-anomalies
-----
",0,2
"-----
Question:
Coloured halos are seen in all, except –
Options:
a) Cataract
b) Angle closure glaucoma
c) Corneal edema
d) Corneal opacity
-----
",3,0
"-----
Question:
RD k diagnosed by:
Options:
a) +90 D
b) Hurby lens
c) 3 mirror contact lens
d) All
-----
",3,3
"-----
Question:
A young man presented to you with night blindness and tubular vison. On examination the findings are IOP is 18mm, normal anterior segment, fundus examination shows waxy, pallor of disc, attenuation of aeriole, bony corpuscles like spicules of pigmentation in midperipheral retina. Perimetry test shows a ring scotoma with subnormal ERG. What is the your most likely diagnosis?
Options:
a) Primary closed angle glaucoma
b) Pigmented retinal dystrophy
c) Lattice degeneration of retina
d) Paving stone degeneration of retina
-----
",1,1
"-----
Question:
Immune ring is a feature of ?
Options:
a) Interstitial keratitis
b) Fungal corneal ulcer
c) Bacterial corneal ulcer
d) Herpes simplex keratitis
-----
",1,3
"-----
Question:
Conjunctival follicle in trachoma will show
Options:
a) Plasma cell
b) Epithelioid cells
c) Lymphocytes
d) Mast cells
-----
",2,2
"-----
Question:
Best diagnostic test for Best's disease is:
Options:
a) Dark adaptation
b) ERG
c) EOG
d) Gonioscopy
-----
",2,1
"-----
Question:
Most common ophthalmic manifestation of raised intracranial tension is -
Options:
a) Optic neuritis
b) Papilloedema
c) Cranial nerve palsy
d) Glaucoma
-----
",1,1
"-----
Question:
Superior oblique muscle is supplied by: March 2005
Options:
a) Third cranial nerve
b) Fouh cranial nerve
c) Fifth cranial nerve
d) Sixth cranial nerve
-----
",1,0
"-----
Question:
Ring of Sommerring is seen in
Options:
a) Galactosemia
b) Dislocation of lens
c) Acute congestive glaucoma
d) After cataract
-----
",3,2
"-----
Question:
Corticosteroids cause which ty pe of cataract -
Options:
a) Cortical
b) Nuclear
c) Posteriorsubcapsular
d) Anteriorsubcapsular
-----
",2,1
"-----
Question:
Epiphyseal enlargement occurs in -
Options:
a) Paget's disease
b) Sheurmann's disease
c) Epiphyseal dysplasia
d) Hemophilia
-----
",3,2
"-----
Question:
Which statement is not true about Perthes disease?
Options:
a) It is characterized by avascular necrosis
b) More common in males
c) The bone age is same as that of the chronological age
d) All are true
-----
",2,1
"-----
Question:
Fairback triangle is seen in DELETE
Options:
a) CDH
b) SCFE
c) Congenital coxa vara
d) Pehes disease
-----
",2,1
"-----
Question:
High water content is seen in which zone of articular cartilage
Options:
a) Zone 1
b) Zone 2
c) Zone 3
d) Zone 4
-----
",0,1
"-----
Question:
Which is seen more commonly in rheumatoid ahritis than in ankylosing spondylitis?
Options:
a) An HLA-B27 haplotype
b) Sacroiliitis
c) Increased incidence in men
d) Autoantibody against IgG
-----
",3,1
"-----
Question:
Nonunion is a very common complication of intracapsular fractures of the neck of femur. Which of the following is not a very important cause for the same?
Options:
a) Inadequate immobilization
b) Inadequate blood supply
c) Inhibitory effect of synovial fluid
d) Stress at fracture site due to muscle spasm
-----
",3,1
"-----
Question:
38 year old male with pain and tenderness in dorsolumbar junction. Radiograph shows destruction of 12th dorsal vertebra with loss of disc space between D12 and L1, most probable diagnosis
Options:
a) Trauma
b) Vertebral osteomyelitis
c) Pott's spine
d) Metastasis of carcinoma lung
-----
",2,3
"-----
Question:
Late complication ofAcetabular fracture -a) Avascular necrosis of head of femurb) Avascular necrosis of lilac crestc) Fixed deformity of the hip jointd) Secondary osteoarthritis of hip joint
Options:
a) b
b) c
c) ac
d) ad
-----
",3,3
"-----
Question:
The most common cause of limp in a child of seven years old is ?
Options:
a) T.B. hip
b) Congenital displacement of hip
c) Pehe's disease
d) Slipped upper femoral epiphysis
-----
",2,3
"-----
Question:
Tension band wiring is used for?
Options:
a) Fracture humerus
b) Olecranon fracture
c) Fracture tibia
d) Fracture spine
-----
",1,1
"-----
Question:
Trendelenburg test if perform mainly to assess the integrity of:
Options:
a) Gluteus maximus
b) Gluteus Medius
c) Gluteus minimus
d) All of above
-----
",1,0
"-----
Question:
Torsion of knee results in injury most commonly to
Options:
a) Anterior cruciate ligament
b) Medial meniscus
c) Fibular collateral ligament
d) Tibial collateral ligament
-----
",0,0
"-----
Question:
Joint not involved in Rheumatoid ahritis according to 1987 ACR CLASSIFICATION CRITERIA ?
Options:
a) Knee
b) Ankle
c) Tarsometatarsal
d) Metatarsophalangeal
-----
",2,3
"-----
Question:
All of the follow ing are diaphyseal tumors except-
Options:
a) Ewings sarcoma
b) Histiocytosis
c) Fibrosarcoma
d) Aneurysmal bone cyst
-----
",3,3
"-----
Question:
Game Keeper's thumb is injury to ?
Options:
a) Ulnar collateral ligament injury of MCP Joint
b) Radial collateral ligament injury of MCP joint
c) Radial collateral ligament injury of CMC joint
d) Ulnar collateral ligament injury of CMC joint
-----
",0,0
"-----
Question:
Blount's disease is -
Options:
a) Genu valgurn
b) Genu varum
c) Genu recurvatum
d) Meniscal injury
-----
",1,1
"-----
Question:
Tennis player can spontaneously reduce a shoulder dislocation. He can do it again and again himself. He is suffering from?
Options:
a) Acute shoulder dislocation
b) Recurrent shoulder dislocation
c) Inferior shoulder dislocation
d) Fracture upper end humerus
-----
",1,1
"-----
Question:
Most common cause of aeute compartment syndrome in children is -
Options:
a) Fracture supracondylar humerus
b) Transphysealhumerus fracture
c) Fracture radius /ulna
d) Fracture shaft humerus
-----
",0,0
"-----
Question:
Nerve commonly damaged in fracture shaft humerus is -
Options:
a) Axillary nerve
b) Radial nerve
c) Ulnar nerve
d) Median nerve
-----
",1,1
"-----
Question:
Which manoeuver used in reduction of shoulder dislocation
Options:
a) Allis manoeuvre
b) Sultanpur technique
c) Kocher's manoeuver
d) Intramedullary nail
-----
",2,2
"-----
Question:
Compression of a nerve within the carpal tunnel produces inability to -
Options:
a) Abduct the thumb
b) Adduct the thumb
c) Flex the distal phalanx of the thumb
d) Oppose the thumb
-----
",3,0
"-----
Question:
Which of the following does not involve nerve damage -
Options:
a) Guillian Barre syndrome
b) Erb's paralysis
c) Volkmann's paralysis
d) Neurotmesis
-----
",2,2
"-----
Question:
Rugger jersey spine in CRF is due to -
Options:
a) Osteomalacia
b) Trauma
c) Hyperparathyroidism
d) Aluminium osteodystrophy
-----
",2,1
"-----
Question:
Fracture of necessity is used to describe -
Options:
a) Cottons fracture
b) Galeazzi fracture
c) Monteggia fracture
d) Rolando fracture
-----
",1,2
"-----
Question:
Judet view is used for fracture of
Options:
a) Acetabulum
b) Coccyx
c) Calcaneum
d) Scaphoid
-----
",0,0
"-----
Question:
Which type of amputation is shown below?
Options:
a) Chopa's
b) Krukenberg's
c) Syme's
d) Lisfranc's
-----
",1,2
"-----
Question:
Damage to median nerv e produces -
Options:
a) Claw hand
b) Winging ofscapule
c) Ape thumb
d) Wrist drop
-----
",2,0
"-----
Question:
A patient presenting with Volkmann's Ischaemia all of the following are done except -
Options:
a) Split open the plaster of Paris cast and bandage
b) Decompression by fasciotomy
c) Exploration
d) Sympathetic ganglion blockade
-----
",3,2
"-----
Question:
Every 3 degree abduction of arm at shoulder region, the scapular rotation accounts to
Options:
a) 1 degree
b) 2 degrees
c) 3 degrees
d) 0.5 degrees
-----
",0,1
"-----
Question:
Which of the following is false regarding Salter Harris classification?
Options:
a) Classifies epiphyseal injuries
b) Type II is the most common type of epiphyseal injury
c) Type IV classifies injury through epiphysis, physis, metaphysis
d) Type V is the perichondrial ring injury
-----
",3,1
"-----
Question:
Most common orthopaedic manifestation of Neurofibromatosis is:
Options:
a) Scoliosis
b) Sphenoid dysplasia
c) Pseudoarthrosis of tibia and thinning of cortex of long bones
d) Atlanto- axial instability
-----
",0,0
"-----
Question:
True about Dupuytren's contracture -a) A/w peyronie's diseaseb) First affect index fingerc) Nodule formation & thickening of palmar fasciad) Amputation may be required
Options:
a) abc
b) ad
c) acd
d) bde
-----
",2,2
"-----
Question:
Nerve affected in trendenlenberg test is -
Options:
a) Superior gluteal nerve
b) Inferior gluteal nerve
c) Obturator nerve
d) Pudendal nerve
-----
",0,0
"-----
Question:
A 34 year old female was operated for fracture of the radial neck. Post-operatively she was unable to extend fingers at metacarpi-phalangeal joints. There was no sensory loss in the hand. Which nerve is most commonly injured?
Options:
a) Radial Nerve
b) Posterior interosseous nerve
c) Median Nerve
d) Anterior Interosseous nerve
-----
",1,0
"-----
Question:
Painful are syndrome is seen in all except -
Options:
a) Complete tear of supraspinatus
b) # greater tuberosity
c) Subacromial bursitis
d) Supraspinatus tendinitis
-----
",0,2
"-----
Question:
Fat embolism syndrome is most commonly seen after -
Options:
a) Femur fracture
b) Acetabular fracture
c) Pelvis fracture
d) Calcaneal fracture
-----
",0,0
"-----
Question:
Which of the following spine deformities is being evaluated?
Options:
a) Scoliosis
b) Kyphosis
c) Gibbus
d) Lordosis
-----
",0,0
"-----
Question:
which pa of Proximal humerus fracture has maximum chances of avascular necrosis?
Options:
a) One pa
b) Two pa
c) Three pa
d) Four pa
-----
",3,1
"-----
Question:
Vertebra plana seen in -a) Eosinophilia granulomab) Traumac) Paget's diseased) Malignancye) Ewing's sarcoma
Options:
a) abcd
b) bcde
c) abde
d) ade
-----
",2,2
"-----
Question:
Not true about management of fat embolism syndrome
Options:
a) Oxygen
b) Heparine
c) Streptokinase
d) Steroids
-----
",2,0
"-----
Question:
Finkelstein's test is done for diagnosis of:
Options:
a) De quervain's tenosynovitis
b) Trigger finger
c) Carpel tunnel syndrome
d) Compartment syndrome
-----
",0,0
"-----
Question:
Not a Radiological feature of x-ray
Options:
a) Wimberger's sign
b) Frankel's line
c) Subperiosteal hemorrhage
d) Ivory vertebrae
-----
",3,3
"-----
Question:
Calcaneum fracture is most commonly associated with which fracture ?
Options:
a) Fracture rib
b) Fracture veebrae
c) Fracture skull
d) Fracture fibula
-----
",1,1
"-----
Question:
Gurd test detects
Options:
a) Fat globules in sputum
b) Fat globules in blood
c) Fat globules in bone-marrow
d) Fat globules in urine
-----
",3,0
"-----
Question:
The father of joint replacement surgery is
Options:
a) Manning
b) Girdlestone
c) Charnley
d) Ponseti
-----
",2,2
"-----
Question:
A 12 year old girl complains of pain persisting in his leg for several weeks with a low grade fever. A radiograph reveals a mass in the diaphyseal region of the left femur with overlying cortical erosion and soft tissue extension. A biopsy of the lesion shows numerous small round cells, rich in PAS positive diastase sensitive granules. The most likely histological diagnosis is -
Options:
a) Osteogenic sarcoma
b) Osteoblastoma
c) Ewing's sarcoma
d) Chondroblastoma
-----
",2,2
"-----
Question:
A 40-year-old female presents with multiple lytic bone lesions, fracture clavicle and periosteal resorption of 2nd and 3rd metatarsals. What is the most likely diagnosis?
Options:
a) Hyperthyroidism
b) Hyperparathyroidism
c) Renal osteodystrophy
d) Osteomalacia
-----
",1,1
"-----
Question:
Skeletal traction is given by -a) K-wireb) Pavlik harnessc) Denham pind) Steinmann's pine)  Rush pin
Options:
a) abc
b) ad
c) acd
d) bde
-----
",2,1
"-----
Question:
All of the following joints ossify 16 years of age except
Options:
a) Ankle
b) Hip
c) Knee
d) Elbow
-----
",2,1
"-----
Question:
Golfers elbow -
Options:
a) Medial epicondylitis
b) Lateral epicondylitis
c) Posterior elbow dislocation
d) Lateral collateral ligament injury
-----
",0,0
"-----
Question:
A patient had met with an accident and he can not abduct his right arm and can not lift it. On examination tenderness felt near right upper arm. X-ray showed fracture surgical neck of humerus. Muscle that was paralyzed was:
Options:
a) Subscapularis
b) Supraspinatus
c) Infraspinatus
d) Teres major
-----
",1,1
"-----
Question:
Which one of the following definitions best fits the term enthesitis ?
Options:
a) Inflammation at the site of tendinous or ligamentous insertion into bone
b) Inflammation of the periarticular membrane lining the joint capsule
c) Inflammation of a sac-like cavity near a joint that decreases friction
d) All of the above
-----
",0,0
"-----
Question:
In ankylosing spondylitis, radiological change are first seen in -
Options:
a) Sacro-iliac joints
b) Intervertebral ligament
c) Vertebral bodies
d) Intervertebral discs
-----
",0,0
"-----
Question:
The action of intramedullary 'K' nail is -
Options:
a) Two-point fixation
b) Three-point fixation
c) Compression
d) Weight concentration
-----
",1,1
"-----
Question:
Earliest reflex to reappear after spinal shock -
Options:
a) Knee jerk
b) Anklejerk
c) Bulbocavernous reflex
d) Abdominal reflex
-----
",2,2
"-----
Question:
Recurrent dislocation are common in :
Options:
a) Shoulder
b) Patella
c) Hip joint
d) Elbow joint
-----
",0,0
"-----
Question:
Displacements of Colle&;s fracture are all except
Options:
a) Impaction
b) Supination
c) Dorsal tilt
d) Ulnar displacement
-----
",3,3
"-----
Question:
Commonest ligament injured in an ankle injury
Options:
a) Calcaneofibular ligament
b) Posterior talofibular ligament
c) Spring ligament
d) Anterior talofibular ligament
-----
",3,3
"-----
Question:
Recurrent dislocation is least common in -
Options:
a) Shoulder
b) Knee
c) Patella
d) None
-----
",1,0
"-----
Question:
De-Quervain's disease classically affects the -
Options:
a) Flexor pollicis longus and brevis
b) Extensor carpi radialis and extensor pollicis longus
c) Abductor pollicis longus and brevis
d) Extensor pollicis brevis and abductor pollicis longus
-----
",3,2
"-----
Question:
Treatment of Non-union of # shaft femur -
Options:
a) Open reduction with external fixation
b) Excision of the bone
c) Bone grafting with internal fixation with K-Nail
d) All of the following
-----
",2,3
"-----
Question:
All are absolute indications for amputation except,
Options:
a) Gas gangrene
b) Burger's gangrene
c) Frost bite
d) Diabetic gangrene
-----
",2,3
"-----
Question:
A 22 year old athlete had twisting injury to his right ankle. A lot of swelling around the medial malleolus was observed . An X-ray which did not show any fracture. Most probable structur to be injured is :
Options:
a) Tendo Achilles
b) Spring ligament
c) Anterior talofibular ligament
d) Deltoid ligament
-----
",3,3
"-----
Question:
Type of Monteggia fracture commonly associated with nerve injuries is
Options:
a) Type I
b) Type II
c) Type III
d) Type IV
-----
",1,1
"-----
Question:
Kanavel's sign is seen:
Options:
a) Flexor tendon sheath infectious inflammation in the hand
b) Mid palmar space abscess
c) Ulnar bursa
d) Web space involvement
-----
",0,1
"-----
Question:
Classification system of bone tumors is -
Options:
a) Enneking
b) Manchester
c) Edmonton
d) TNM
-----
",0,0
"-----
Question:
Congenital coxa vara is treated by:
Options:
a) Fixation by SP Nail
b) Osteotomy
c) Bone grafting
d) Traction
-----
",1,1
"-----
Question:
Regarding Osteosarcoma which one is true
Options:
a) Affects people in 5th or 6th decade
b) Occurs due to proliferation of osteoclast
c) Lymphatic metastasis is most common
d) Sunray appearance indicates new bone-formation
-----
",3,2
"-----
Question:
Windswept deformity of the knee is seen in -
Options:
a) Osteoarthritis
b) Rheumatoid arthritis
c) Ankylosing Spondylitis
d) Psoriatic arthritis
-----
",1,1
"-----
Question:
True about Locking compression plate:
Options:
a) In osteoporotic patients, it should not be used
b) Usually cause periosteal necrosis.
c) Mechanically superior to a conventional plate
d) Can not be used as compression plate
-----
",2,0
"-----
Question:
A old lady comes to you with history of fall in washroom and pain in gluteal region, limb is in lateral rotation. you did a X-ray pelvis which is found normal, Pain persists even after 24 hours, next step is?
Options:
a) Closed reduction under general anesthesia
b) Rules out the possibility of a fracture, so send the patient home with analgesics for pain
c) Bone scan within the next 72 hours
d) MRI in 24 hours
-----
",3,2
"-----
Question:
A policemen found a person lying unconscious in right lateral position on the road with superficial injury to the face, bruises on the right arm, and injury to the lateral aspect of right knee. Nerve most probably injured:
Options:
a) Femoral nerve
b) Radial nerve
c) Common peroneal nerve
d) Trigeminal nerve
-----
",2,0
"-----
Question:
Froments test is used in
Options:
a) Ulnar nerve injury
b) Median nerve injury
c) Radial nerve injury
d) Axillary nerve injury
-----
",0,1
"-----
Question:
Most common bone fracture in body is:
Options:
a) Radius
b) Clavicle
c) Femur
d) Vertebra
-----
",1,2
"-----
Question:
Most common tumour in hand
Options:
a) Exostosis
b) Giant cell tumour
c) Enchondroma
d) Synovial sarcoma
-----
",2,0
"-----
Question:
A 60-year-old man with diabetes mellitus presents with painless, swollen right ankle joint. Radiographs of the ankle show destroyed joint with a large number of loose bodies. The most probable diagnosis is -
Options:
a) Charcot's joint
b) Clutton's joint
c) Osteoarthritis
d) Rheumatoid arthritis
-----
",0,0
"-----
Question:
A 9-year-old child with high arched palate has shoulders meeting in front of his chest. He has:
Options:
a) Erb's palsy
b) Cleidocranial dysostosis
c) Chondro-osteodystrophy
d) Coical hyperostosis
-----
",1,1
"-----
Question:
Which is the commonest fracture in children
Options:
a) Fracture clavicle
b) Supracondylar fracture
c) Green stick fracture of lower end of radius
d) Rib fracture
-----
",1,2
"-----
Question:
Commonest bone tumour is
Options:
a) Osteoid osteoma
b) Compact osteoma
c) Osteoblastoma
d) Solitary bone cyst
-----
",0,2
