mcq,cop,llm_cop
"-----
Question:
Meralgia paraesthetica is due to the damge or compression of which nerve ?
Options:
a) Lateral cutaneous nerve of the thigh
b) Sural nerve
c) Medial cutaneous nerve of the thigh
d) Femoral nerve
-----
",0,1
"-----
Question:
The most common site of fracture neck of the femur that causes avascular necrosis is -
Options:
a) Sub-capital
b) Intertrochanteric
c) Trans-cervical
d) Basal
-----
",0,1
"-----
Question:
Ator fracture is -
Options:
a) Fracture neck of talus
b) Fracture scaphoid
c) Fracture calcaneum
d) Fracture 5th metatarsal
-----
",0,1
"-----
Question:
Most common bone to be fractured in children is
Options:
a) Distal radius
b) Clavicle
c) Supracondylar humerus
d) Radius/ulna
-----
",1,1
"-----
Question:
Tibial fracture with >1 cm wound, slight conjunction and moderate crushing is -
Options:
a) Grade I
b) Grade II
c) Grade III A
d) Grade III B
-----
",1,4
"-----
Question:
Vitamin d true is
Options:
a) UVB converts it to active form
b) It enhances intestinal absorption of proteins
c) Vit D3 is crgocalciferol
d) Cholccalcifcrol is converted to calcitriol in liver
-----
",0,1
"-----
Question:
Most common complication of intertrochanteric fracture femur is:(NEET 2013; WB 1999; AI 1998, 1988; DELHI 1997)
Options:
a) Malunion
b) Non-union
c) Osteoarthritis
d) Nerve injury
-----
",0,1
"-----
Question:
Calcaneum is associated most commonly with which # -
Options:
a) # rib
b) # vertebrae
c) # skull
d) # fibula
-----
",1,1
"-----
Question:
12 years male came with swelling of lower end tibia which is surrounded by rim of reactive bone. What is most likely diagnosis?
Options:
a) GCT
b) Brodie's Abscess
c) Hyper PTH
d) Osteomyelitis
-----
",1,2
"-----
Question:
Lumbar canal stenosis presents as
Options:
a) Claudication
b) Scoliotic deformity
c) Kyphotic deformity
d) Radiculopathy
-----
",0,1
"-----
Question:
A boy was riding bicycle, he fell down forward and injury to his shoulder was seen, which nerve injury will be seen in the condition as given in X-ray?
Options:
a) Radial
b) Ulnar
c) Median
d) Axillary
-----
",3,1
"-----
Question:
In osteomalacia, all the following seen except:
Options:
a) Looser zones
b) High alkaline phosphate levels
c) Increased resistance to pathological fractures
d) Diminished urinary excretion of calcium.
-----
",2,3
"-----
Question:
""Dinner-fork"" deformity is seen in Fracture of____
Options:
a) Radius
b) Ulna
c) Humerus
d) Clavicle
-----
",0,1
"-----
Question:
True about hemangioma of bone -a) Mostly symptomaticb) Peak incidence in 5th decadec) Constitute 10-20% of total bone tumord) Overgrowth of bone occurse) hematogenous spread
Options:
a) c
b) bd
c) ab
d) ac
-----
",1,2
"-----
Question:
Erbs palsy involves injury to -
Options:
a) C5, 6 roots
b) C6, 7 roots
c) C7, 8 roots
d) C8, T1 roots
-----
",0,2
"-----
Question:
Earliest site of bone involvement in hematogenous osteomyelitis -
Options:
a) Metaphysis
b) Diaphys is
c) Epiphysis
d) Point of entry of the nutrient artery
-----
",0,1
"-----
Question:
Prosthetic replacement of femoral head is indicated for one of the following sites of fractures-
Options:
a) Inter-trochanteric fracture of femoral neck
b) Subcapital fracture neck femur
c) Transtrochanteric fracture femur
d) Basal fracture of femoral neck
-----
",1,4
"-----
Question:
Left-Right movement of skull occurs at:-
Options:
a) Atlento occipital joint
b) Atlanto-axial joint
c) C2-C3
d) C6-C7
-----
",1,2
"-----
Question:
Bouchard's nodes are seen in -
Options:
a) Proximal IP joints
b) Distal IP joints
c) Stemo-clavicular joints
d) Knee joint
-----
",0,2
"-----
Question:
What is application of Plaster of Paris all around the surface called ?
Options:
a) Cast
b) Slab
c) Spica
d) None of the Above
-----
",0,1
"-----
Question:
Commonest complication of Trans-cervical fracture of femur is-
Options:
a) Non union
b) Malunion
c) Avascular necrosis
d) All of the above
-----
",2,4
"-----
Question:
Anterolateral avulsion fracture of the distal tibial physis is known as -
Options:
a) Potts fracture
b) Tillaux frascture
c) Choparacture
d) Jones fractture
-----
",1,2
"-----
Question:
Osteochondritis of the epiphysis of the head of the femur is
Options:
a) Panner's disease
b) Kienbock's disease
c) Pehes' disease
d) Osgood Shlatter's disease
-----
",2,2
"-----
Question:
Post Poliomyelitis, a patient has grade H power in Gastrocnemius, grade HI is Peroneus, grade IV in Tibialis Anterior. The deformity is -
Options:
a) Calcaneovalgus
b) Equino varus
c) Calcaneo varus
d) Genu valgus
-----
",2,1
"-----
Question:
Most common deformity after malunited supracondylar humerus fracture is -
Options:
a) Flexion deformity
b) Extension deformity
c) Cubitus varus
d) Cubitus valgus
-----
",2,3
"-----
Question:
Which of following is not true about Traction-
Options:
a) Skeletal traction is better than skin traction in patient with Femur fracture
b) Maximum weight which can be given in skeletal traction is 25% of body weight
c) Skin traction is preferred in pediatric patients
d) K-nail is used commonly to give skeletal traction
-----
",3,2
"-----
Question:
All are increased in rheumatoid arthritis, except
Options:
a) ESR levels
b) Rheumatoid factor
c) Anti-CCP Antibodies
d) Synovial fluid viscosity
-----
",3,4
"-----
Question:
'Whip-lash' injury is caused due to:
Options:
a) A fall from a height.
b) Acute hyperextension of the spine.
c) A blow on top to head.
d) Acute hyper flexion of the spine.
-----
",1,2
"-----
Question:
Which of the following statements about 'Menisci' is not true -
Options:
a) Medial meniscus is more mobile than lateral
b) Lateral meniscus covers more tibial articular surface than lateral
c) Medial meniscus is more commonly injured than lateral
d) Menisci are predominantly made up of type I collagen
-----
",0,2
"-----
Question:
Which is NOT characterized by bony lesion -
Options:
a) Gout
b) SLE
c) Psoriasis
d) Rheumatoid arthritis
-----
",1,2
"-----
Question:
Most common fracture in the children is
Options:
a) Supracondylar humerus
b) Tibia fracture
c) Fracture shaft of the femur
d) Metatarsal fracture
-----
",0,1
"-----
Question:
Joint NOT involved in Rheumatoid Arthritis:
Options:
a) D.I.P
b) P.I.P
c) M.C.
d) Wrist
-----
",0,3
"-----
Question:
Frieberg osteochondritis is
Options:
a) 2nd metatarsal head
b) 2nd metatarsal base
c) 5th metatarsal head
d) 5th metatarsal base
-----
",0,1
"-----
Question:
Which of the following is true regarding Rheumatoid arthritis -
Options:
a) Typically involves small and large joints symmetrically but spares the cervical spine
b) Causes pleural effusion with low sugar
c) Pulmonary nodules are absent
d) Enthesopathy prominent
-----
",1,1
"-----
Question:
The instrument below which is used in orthopedic surgeries is
Options:
a) Bone cutter
b) Bone nibbler
c) Bone holding forceps
d) Maxim Baum scissor
-----
",1,2
"-----
Question:
Stellate ganglion block is useful in :
Options:
a) sudeck osteodystrophy
b) compound palmar ganglion
c) tenosynovitis
d) osteoarthritis of first CMC joint
-----
",0,1
"-----
Question:
Rate of newly formed Osteoid mineralization can be best estimated by?
Options:
a) Immunofluorescence
b) Von Kossa stain for calcium
c) Tetracycline labeling
d) Alizarin red stain
-----
",2,3
"-----
Question:
Characteristic translocation seen in Ewing's sarcoma:
Options:
a) t(2;8)
b) t (11;22)
c) t (x;18)
d) t (14;18)
-----
",1,1
"-----
Question:
Anterior cruciate ligaments prevent:
Options:
a) Anterior dislocation of ulna
b) Posterior dislocation of ulna
c) Anterior Dislocation of tibia
d) Posterior dislocation of tibia
-----
",2,3
"-----
Question:
Mallet finger is caused by injury to extensor tendon inseion at:
Options:
a) Distal phalanx
b) Middle phalanx
c) Proximal phalanx
d) Second metacarpal bone
-----
",0,1
"-----
Question:
Lumbar spine normally has
Options:
a) Kyphosis
b) Lordosis
c) Scoliosis
d) Gibus
-----
",1,2
"-----
Question:
True about osteochondromatosis -
Options:
a) Malignant
b) Manifest at adult
c) Knee is the most common size
d) Common in women
-----
",1,3
"-----
Question:
Main extensor of knee:
Options:
a) Gastrocnemius
b) Quadriceps femoris
c) Hamstrings
d) Peroneal muscles
-----
",1,2
"-----
Question:
Pseudofracture can be seen in the following conditions -
Options:
a) Hereditary hyperphosphatasia
b) Pagets disease
c) Fibrous dysplasia
d) All the above
-----
",3,4
"-----
Question:
Avulsion of capsulolabral complex is seen from which part of glenoid in bankarts lesion?
Options:
a) Anteroinferior
b) Posteroinferior
c) Anterosuperior
d) Posterosuperior
-----
",0,2
"-----
Question:
True about aicular cailage
Options:
a) Is a type of elastic cailage
b) Is hyaline cailage on the aicular surface of bones
c) Is type 1 cailage providing compressive strength
d) Is hyaline cailage found in growth plate of bones
-----
",1,2
"-----
Question:
Cockup splint is used in paralysis of:
Options:
a) Ulnar nerve
b) Radial nerve
c) Median nerve
d) Sciatic nerve
-----
",1,2
"-----
Question:
A 25-year-old man complaints of low backache, decreased lumbar movements, morning stiffness which clinical examination will fuher help:
Options:
a) Head circumference
b) Chest expansion
c) Hyperextension of joints
d) Plantar arch
-----
",1,2
"-----
Question:
Cobb's angle is used to measure the degree of -
Options:
a) Kyphoscoliosis
b) Angular deformity of the knee
c) Extent of depression in calcaneal fracture
d) Extent of spondylolistheis
-----
",0,1
"-----
Question:
Joint not involved in osteoarthritis -
Options:
a) PIP
b) DIP
c) MCP
d) Knee
-----
",2,2
"-----
Question:
Straddle fracture is
Options:
a) Shoulder fracture
b) Wrist fracture
c) Pelvis fracture
d) Ankle fracture
-----
",2,3
"-----
Question:
Immediate treatment of compound fracture of tibia is-a) Intravenous antibioticsb) Thorough debridementc) Internal fixation of fractured) Amputation of limb
Options:
a) ab
b) bc
c) abc
d) bcd
-----
",2,2
"-----
Question:
Standard site for primary bone graft -a) Pelvisb) Greater trochanterc) Medial malleolusd) Lateral melleoluse) Fibula
Options:
a) a
b) b
c) ab
d) ae
-----
",3,1
"-----
Question:
Gold standard diagnostic method for guiding antibiotic therapy in a case of osteomyelitis is ____:
Options:
a) Blood culture
b) Bone biopsy
c) Wound swab
d) Sinus tract culture
-----
",1,2
"-----
Question:
Commonest true benign tumor of bone?
Options:
a) Osteoblastoma
b) Chondroblastoma
c) Osteoid osteoma
d) GCT
-----
",2,3
"-----
Question:
A 40-year-old female previous case history of fever, weight loss polyahralgia. The radiological findings given below, what may be your diagnosis?
Options:
a) Osteoahritis
b) Rheumatoid ahritis
c) Gout
d) Psoriatic Ahritis
-----
",1,2
"-----
Question:
Dye is injected in one of the extremities in a child and is followed by pain and swelling of upper limb, paraesthesias of fingers, stretch pain and normal peripheral pulses, management is:
Options:
a) Aspiration
b) Anti-Inflammatory
c) Observation
d) Fasciotomy
-----
",3,4
"-----
Question:
Fracture upper third of ulna with proximal radioulnar dislocation is:
Options:
a) Monteggia
b) Galeazzi
c) Barton
d) Colie
-----
",0,1
"-----
Question:
In Volkman&;s contracture surgery should be done within
Options:
a) 1 hour
b) 6 hours
c) 24 hours
d) 72 hours
-----
",1,2
"-----
Question:
Nerve injured in anterior dislocation of shoulder -
Options:
a) Radial
b) Axillary
c) Long thoracic
d) Median
-----
",1,2
"-----
Question:
Radiologically, the earliest sign of osteomyelitis is -
Options:
a) Loss of muscle and fat planes
b) Presence of sequestrum
c) Callus formation
d) Periosteal reaction
-----
",3,1
"-----
Question:
Bone density is decreased in which of the following -
Options:
a) Osteoporosis
b) AVN of bone
c) 0steopetrosis
d) Fracture and collapse of cancellous bone
-----
",0,1
"-----
Question:
Which is not a fibrous joint?
Options:
a) Sutures of the skull
b) First costochondral joint
c) Tooth socket
d) Inferior tibiofibular joints
-----
",1,3
"-----
Question:
The frozen pelvis is seen in
Options:
a) Osteoahritis
b) Potts disease
c) Actinomycosis
d) Reiters disease
-----
",1,2
"-----
Question:
Chronic discharging sinus with bone paicle is seen in-
Options:
a) Chronic osteomyelitis
b) Acute osteomyelitis
c) Subacute osteomyelitis
d) Garre's osteomyelitis
-----
",0,1
"-----
Question:
A 40-year-old patient presents with an inability to keep the arm in contact with the chest. When the arm is forcibly brought into contact with the chest there is winging of the scapula. There is a history of repeated intramuscular injections into the deltoid muscle. What is the diagnosis?
Options:
a) Serratus anterior muscle palsy
b) Poliomyelitis
c) Deltoid contracture
d) Neglected anterior dislocation of shoulder
-----
",2,1
"-----
Question:
Injury to the Ulnar nerve at the wrist causes paralysis of-
Options:
a) Apposition of the thumb
b) Abduction of the carpo-metacarpal joint of the thumb
c) Adduction of the thumb
d) Flexion of the MCP joint of the middle finger
-----
",2,2
"-----
Question:
Most common site for trauma of spine is -
Options:
a) Cervical
b) Thoracic
c) Lumbar
d) Sacrum
-----
",0,2
"-----
Question:
Fracture shaft of humerus damages which nerve?
Options:
a) Radial nerve
b) Median nerve
c) Axillary nerve
d) Ulnar nerve
-----
",0,1
"-----
Question:
A person is able to abduct his arm, internally rotate it, place the back of hand on the lumbosacral joint, but is not able to lift it from back, What is the Etiology?
Options:
a) Subscapularis tendon tear
b) Teres major tendon tear
c) Long head of biceps tendon tear
d) Acromioclavicular jt. dislocation
-----
",0,3
"-----
Question:
Test used for prolapsed lumbar interveebral disc is-
Options:
a) Active straight leg raising test
b) Lasegue test
c) Thomas test
d) Apley's grinding test
-----
",1,2
"-----
Question:
Spina ventosa is:
Options:
a) Tubercular dactylitis
b) TB of spine
c) TB of vertebral pedicles
d) Extra-axial
-----
",0,2
"-----
Question:
Causes of Psedoahrosis is all of the following except -
Options:
a) Idiopathic
b) multiple compound Fractures
c) Osteomyelitis
d) Neurofibromatosis
-----
",2,4
"-----
Question:
Froment's sign is positive in cases of weakness of -
Options:
a) Thumb adduction
b) Thumb abduction
c) Thumb flexion
d) Thumb extension
-----
",0,1
"-----
Question:
Lisfrans fracture dislocation -
Options:
a) Fracture dislocation through tarso-metatarsal joints
b) Fracture dislocation through ankle joint
c) Fracture dislocation through subtalar joints
d) Fracture dislocation through mid - tarsal joints
-----
",0,1
"-----
Question:
Management of posteromedial bowing of tibia in a 6 months old boy
Options:
a) Osteotomy
b) Cast with ponsetti method
c) ORIF
d) Observation
-----
",3,2
"-----
Question:
Which one of the following tests will you adopt while examining a knee joint where you suspect an old tear of anterior cruciate ligament-
Options:
a) Posterior drawer test
b) Mc Murray test
c) Lachman test
d) Pivot shift test
-----
",2,3
"-----
Question:
Burst Fracture of spine is a -
Options:
a) Compression Fracture
b) Extension injury
c) Direct injury
d) Flexion - rotation
-----
",0,4
"-----
Question:
A 6 year old boy has a history of recurrent dislocation of the right shoulder. On examination, the orthopedician puts the patient in the supine position and abducts his arm to 90 degrees with the bed as the fulcrum and then externally rotates it but the boy does not allow the test to be performed. The test done by the orthopedician is
Options:
a) Apprehension test
b) Sulcus test
c) Dugas test
d) MC Murray's test
-----
",0,1
"-----
Question:
All of the following can be the complications of a malunited Colles fracture except :
Options:
a) Rupture of flexor pollicis longus tendon
b) Reflex sympathetic dystrophy (RSD)
c) Carpal tunnel syndrome
d) Carpal instability
-----
",0,3
"-----
Question:
Which of the following about DURHAMS PIN is true -
Options:
a) It is used to give skeletal traction
b) It has threads in the center of pin
c) It is used to give skeletal traction through calcaneum
d) All of the above
-----
",3,4
"-----
Question:
Spondyloarthopathy which is seronegative are all except -
Options:
a) AS
b) Psoriasis
c) JRA
d) Reiter syndrome
-----
",2,3
"-----
Question:
what Type of collagen is found in bone ?
Options:
a) Type 1
b) Type 2
c) Type 3
d) Type 4
-----
",0,2
"-----
Question:
All of the following areas are commonly involved sites in pelvic fracture except
Options:
a) Pubic rami
b) Alae of ilium
c) Acetabulum
d) Ischial tuberosities
-----
",3,4
"-----
Question:
Following an incised wound in the front of the wrist, the subject is unable to oppose the tips of the little finger and the thumb. The nerve (s) involved is/are -
Options:
a) Ulnar nerve alone
b) Median nerve alone
c) Median and ulnar nerves
d) Radial and ulnar nerves
-----
",2,3
"-----
Question:
True about bony ankylosis:
Options:
a) Painful condition
b) Tubercular arthritis is most common cause
c) Septic arthritis leads to bony ankylosis
d) Spine tuberculosis is the leading cause
-----
",2,2
"-----
Question:
In osteoarthtitis, Bouchard nodes and Heberden's nodes seen respectively,
Options:
a) DIP and PIP
b) PIP and DIP
c) Palm and DIP
d) DIP and MCP
-----
",1,2
"-----
Question:
Which of the following conditions is least likely to present as an eccentric osteolytic lesion -
Options:
a) Aneurysmal bone cyst
b) Giant cell tumor
c) Fibrous cortical defect
d) Simple bone cyst
-----
",3,4
"-----
Question:
A 65-year-old alcoholic suffering from diabetes has a flexion deformity of the right little linger over the metacarpophalangeal joint of around 15 degrees. The ideal management would be:
Options:
a) Observation
b) Percutaneous fasciotomy
c) Partial (selective) fasciectomy
d) Complete fasciectomy
-----
",0,3
"-----
Question:
Patchy calcification is the x-ray feature of bone tumor
Options:
a) Osteosarcoma
b) Chondroblastoma
c) Fibrous dysplasia
d) Osteoclastoma
-----
",1,3
"-----
Question:
Vascular injury during childhood is common in fracture of -
Options:
a) Lower end of humerus
b) Lower end of radius
c) Upper end of femur
d) Upper end of radius
-----
",0,1
"-----
Question:
Most common site of Ewing's sarcoma -
Options:
a) Upper end of tibia
b) Shaft of tibia
c) Lower end of femur
d) Shaft of femur
-----
",3,1
"-----
Question:
Which one of the following is a malignant bone tumour?
Options:
a) Osteoid osteoma
b) Chondroma
c) Chondrosarcoma
d) Osteochondroma
-----
",2,3
"-----
Question:
Three point relationship is reversed in all, except
Options:
a) medial epicondyle
b) lateral epicondyle
c) Supracondylar
d) Posterior elbow dislocation
-----
",2,3
"-----
Question:
Bone forming tumors are -a) Osteosarcomab) Osteoid osteomac) Giant cell tumourd) Osteoblastomae) Chondrosarcoma
Options:
a) abd
b) bcd
c) abc
d) ab
-----
",0,2
"-----
Question:
Osgood schlatter disease is osteochondritis of -
Options:
a) Tibial tuberosisty
b) Lunate
c) Calcaneum
d) Navicular
-----
",0,1
"-----
Question:
Following displacement seen in Colic's fracture EXCEPT:
Options:
a) Dorsal tilt
b) Ventral tilt
c) Dorsal displacement
d) Lateral displacement
-----
",1,2
"-----
Question:
Not a feature of fat embolism
Options:
a) Tachycardia
b) Hypotension
c) Petechial Rashes
d) Tachypnoea
-----
",1,2
"-----
Question:
The most important determinant of a successful outcome following surgery for hallux valgus is:
Options:
a) Thorough preoperative assessment
b) The technical skill of the surgeon
c) The management during the first 2 postoperative weeks
d) The long-term management
-----
",0,1
"-----
Question:
Most vascular part of bone :(Repeat Kerala 2007)
Options:
a) Epiphysis
b) Metaphysis
c) Diaphysis
d) Periosteum
-----
",1,2
"-----
Question:
All of the following are the classifications of C- Spine Injury except _____:
Options:
a) AO Magerl classification
b) Allen Ferguson Classification
c) Anderson and D 'Alonzo Classification
d) Levine and Edwards Classification
-----
",0,4
"-----
Question:
Needle-shaped crystals negatively birefringent on polarized microscopy is characteristic of which crystal associated ahropathy?
Options:
a) Gout
b) CPPD
c) Neuropathic ahropahty
d) Hemophilic ahropathy
-----
",0,2
"-----
Question:
Moth eaten bone is seen in which of the following ?
Options:
a) Osteoid osteoma
b) Multiple myeloma
c) Eosinophilic granuloma
d) Chondromyxoid fibroma
-----
",1,2
"-----
Question:
In which of the following meniscal tears will meniscectomy be a more suitable option than meniscal repair?
Options:
a) Tears in the outer zone
b) Tears in the middle zone
c) Tears in the inner zone
d) Tears at the junction of anterior horn of medial meniscus & tibial collateral ligament
-----
",2,1
"-----
Question:
Which is not a deep heat therapy-
Options:
a) Short wave diathermy
b) Ultrasound therapy
c) Infrared therapy
d) Microwave therapy
-----
",2,2
"-----
Question:
Which isotope is used for treating bone cancer?
Options:
a) Sr
b) Ga
c) 1123
d) Tc
-----
",0,2
"-----
Question:
Late complication of elbow dislocation
Options:
a) Median nerve injury
b) Brachial aery injury
c) Myositis ossificans
d) paresthesia on medial elbow
-----
",2,3
"-----
Question:
A 45 yrs male presented with an expansile lesion in the centre of femoral metaphysis. The lesion shows endosteal scalloping & punctuate calcifications. Most likely diagnosis is -
Options:
a) Osteosarcoma
b) Chondrosarcoma
c) Simple bone cyst
d) Fibrous Dysplasia
-----
",1,3
"-----
Question:
What is seen on x-ray with posterior elbow dislocation?
Options:
a) Coronoid process posterior to humerus
b) Coronoid process anterior to humerus
c) Coronoid process below humerus
d) None
-----
",0,1
"-----
Question:
Most common site of Scaphoid fracture is:
Options:
a) Distal fragment
b) Tilting of the lunate
c) Waist
d) Proximal fragment
-----
",2,3
"-----
Question:
True about Crescent fracture is -
Options:
a) Anteroposterior instability with rotational stability
b) Diastasis of pubis with pubic rami fracture
c) Antero-posterior compression is the mechanism of injury
d) Fracture of the iliac bone with sacroiliac disruption
-----
",3,1
"-----
Question:
In 3 year child with polio paralysis, tendon transfer operation is done at
Options:
a) 2 months after the disease
b) 2 years after the disease
c) 6-12 months after the disease
d) After skeleton maturation
-----
",1,3
"-----
Question:
""Soap bubble appearance"" is seen in:
Options:
a) Simple unicameral cyst
b) Aneurismal cyst
c) Giant cell tumour
d) Osteogenic sarcoma
-----
",2,1
"-----
Question:
In TB spine the first symptom is:
Options:
a) Decreased sensation
b) Decreased motor power
c) Pain
d) Increased deep tendon reflexes.
-----
",2,3
"-----
Question:
Tardy ulnar nerve palsy -
Options:
a) Early onset
b) Late onset
c) Caused by shoulder dislocation
d) None
-----
",1,2
"-----
Question:
Soap bubble appearance is seen in:
Options:
a) Osteoclastoma
b) Osteochondroma
c) Ewing sarcoma
d) Lymphoma
-----
",0,1
"-----
Question:
Fracture of base of first metacarpal joint without dislocation is called?
Options:
a) Bennett
b) Rolando
c) Jones
d) Boxer's
-----
",1,1
"-----
Question:
Given video shows findings of an abnormality. The patient has most likely suffered lesion at which level?
Options:
a) Radial groove
b) Lower 1/3 of forearm
c) Neck of radius
d) At wrist
-----
",0,3
"-----
Question:
Osteoarthritis is associated with all of the following except -
Options:
a) Decreased joint space
b) Subchondral sclerosis
c) Osteophyte formation
d) Ca++deposition in joint space
-----
",3,4
"-----
Question:
In compartment syndrome, false sign is
Options:
a) Hypo aesthesia
b) Normal pulse rate
c) Oedema
d) Pain or stretching
-----
",1,2
"-----
Question:
Osteomalacia is associated with -
Options:
a) Decreases in osteoid volume
b) Decrease in osteoid surface
c) Increase in osteoid maturation time
d) Increase in mineral apposition rate
-----
",2,1
"-----
Question:
Extended currettage is must in all conditions except:
Options:
a) Aneurysmal bone cyst
b) Unicameral bone cyst
c) Enchondroma
d) Giant cell tumor
-----
",1,2
"-----
Question:
Taylor's Brace used in
Options:
a) Cervical immobilization
b) Dorsolumbar immobilization
c) Scoliosis
d) Fracture femur
-----
",1,2
"-----
Question:
Superficial heat therapy among the following
Options:
a) Infrared lamp
b) Microwave diathermy
c) Ultrasonic therapy
d) Shortwave diathermy
-----
",0,1
"-----
Question:
Gamma nail is used in treatment of
Options:
a) Fracture neck femur
b) Intertrochanteric femur fracture
c) Ankle arthrodesis
d) Hip arthrodesis
-----
",1,1
"-----
Question:
Which bisphosphonate is approved for the treatment of osteoporosis and is given on yearly basis?
Options:
a) Alendronate
b) Zoledronate
c) Risedronate
d) Ibandronate
-----
",1,2
"-----
Question:
Simple bone cyst is most commonly seen in -
Options:
a) Proximal humerus
b) Proximal tibia
c) Distal tibia
d) Distal humerus
-----
",0,1
"-----
Question:
Left-Right movement of skull occurs at:
Options:
a) Atlanto-occipital joint
b) Atlanto-axial joint
c) C2-C3
d) C6-C7
-----
",1,2
"-----
Question:
Thurston Holland sign is seen in:
Options:
a) Type I
b) Type II
c) Types III
d) Type IV
-----
",1,2
"-----
Question:
What suggests segmental demyelination on NCV-
Options:
a) Decreased CAMP amplitudes
b) Uniform slowing of nerve conduction
c) Decreased area under CAMP curve
d) No evidence of distal conduction
-----
",0,3
"-----
Question:
Painful arc syndrome is caused by impingement of -
Options:
a) Sub acromial bursa
b) Sub deltoid bursa
c) Rotator cuff tendon
d) Biceps tendon
-----
",2,3
"-----
Question:
Green stick fracture is -
Options:
a) Fracture in adults
b) Complete fracture
c) Incomplete fracture
d) Fracture spine
-----
",2,3
"-----
Question:
A 15-year-old boy is injured while playing cricket. X-rays of the leg rule out of a possible fracture. The radiologist reports the boy has an evidence of aggressive bone tumor with both bone destruction and soft tissue mass. The bone biopsy reveals a bone cancer with neural differentiation. Which of the following is the most likely diagnosis?
Options:
a) Chondrablastoma
b) Ewing's sarcoma
c) Neuroblastoma
d) Osteosarcoma
-----
",1,2
"-----
Question:
A patient with pain in back. Lab investigation shows elevated ESR. X-ray skull shows multiple punched out lytic lesions. Most imp. Investigation to be done is -
Options:
a) Serum acid phosphatase
b) CT head with contrast
c) Whole body scan
d) Serum electrophoresis
-----
",3,3
"-----
Question:
Gallow's traction is used for fracture -
Options:
a) Shaft femur
b) Neck femur
c) Shaft tibia
d) Tibial tuberosity
-----
",0,1
"-----
Question:
The gelatinous deposit adherent on the tooth surface is called as:
Options:
a) Materia alba
b) Plaque
c) Calculus
d) All of the above
-----
",-1,4
"-----
Question:
Which among the following shows pseudo-epitheliomatous hyperplasia?
Options:
a) Sq. cell carcinoma
b) Basal cell carcinoma
c) Verrucous carcinoma
d) Granular cell myoblastorna
-----
",3,1
"-----
Question:
S 100 is a marker of ?
Options:
a) Melanoma
b) Schwannoma
c) Histiocytoma
d) All of the above
-----
",3,4
"-----
Question:
Which of the following is false about Wilm's tumor:September 2010
Options:
a) Presents before the age of 5 years
b) Mostly presents as abdominal mass
c) Spreads mostly by lymphatics
d) Responds well to treatment
-----
",2,4
"-----
Question:
Which of the following is false regarding Fibrinoid necrosis?
Options:
a) It is due to immune complex deposition
b) Gives eosinophilic appearance
c) Type II hypersensitivity reaction
d) Seen in malignant hypertension
-----
",2,3
"-----
Question:
Least cariogenic among these
Options:
a) Raw starch
b) Cooked starch
c) Sucrose
d) Fructose
-----
",0,2
"-----
Question:
Giant cell tumor of tendon sheath is -
Options:
a) Traumatic
b) Infective
c) Malignant tumor
d) Benign tumor
-----
",3,4
"-----
Question:
Cytochrome C in apoptosis acts by
Options:
a) IL 10
b) Bcl-2
c) FADD
d) Apaf 1
-----
",3,2
"-----
Question:
Yellow or green pigmentation of teeth is seen in:
Options:
a) Erythroblastosis fetalis
b) Porphyria
c) Internal resorption
d) Nasmyth membrane
-----
",0,2
"-----
Question:
Most common type of germinal cell tumor in testis is?
Options:
a) Teratoma
b) Embryonal carcinoma
c) Seminoma
d) Endodermal sinus tumor
-----
",2,3
"-----
Question:
A 40 year old female patient complains of excessive bleeding and drowsiness. Patient gives a history of road traffic accident 5 hours ago and had a lacerated wound on lower back region. General physical examination reveals-
Blood pressure-80/60mmHg.
Juglar venous pressure- low.
Pulsus paradoxus- present.
Cardiac output- Increased.
The patient is in which type of shock?
Options:
a) Neurogenic
b) Obstructive
c) Distributive
d) Hypovolemic
-----
",2,3
"-----
Question:
Refraction at anterior surface cornea is maximum because
Options:
a) Anterior surface of cornea has smaller curvature
b) There is greater difference between refractive indices of air & cornea
c) It is avascular transparent tissue
d) All of the above
-----
",1,4
"-----
Question:
Which of the following is used as fungal stain tissue biopsy sections? -
Options:
a) PAS
b) Alizarin red
c) LPCB
d) Masson Trichrome
-----
",0,1
"-----
Question:
The most common salivary gland malignant neoplasm in
bones
Options:
a) Plemorphic adenoma
b) Adenoid cystic carcinoma
c) Muceopidermoid carcinoma
d) Aderrolymphorna
-----
",2,3
"-----
Question:
Which of the following anticoagulant is used for electrolyte estimation?
Options:
a) EDTA
b) Citrate
c) Sodium fluoride
d) Lithium heparin
-----
",3,3
"-----
Question:
Carbamazepine has been utilized to successfully diminish attacks in trigeminal neuralgia. During this therapy, which of the following is indicated?
Options:
a) Clinical observation only
b) Clinical observation and complete blood and platelet counts prior to and at frequent intervals during therapy
c) No monitoring
d) Complete blood investigation, only if adverse symptoms arise
-----
",1,2
"-----
Question:
Delicate, brown or black pigmented non cariogenic plaque found on the enamel at the cervical margin of the tooth is:
Options:
a) Burtonian line
b) Argyria
c) Bismuth line
d) Mesenteric line
-----
",3,1
"-----
Question:
Lack of morphological and functional differentiation is best termed as:
Options:
a) Metaplasia
b) Dysplasia
c) Anaplasia
d) None of the above
-----
",2,3
"-----
Question:
Hamaoma is-
Options:
a) Malignant tumor
b) Metastatic tissue
c) Development malformation
d) Hemorrhage in vessel
-----
",2,3
"-----
Question:
Creeping fat is a feature of-
Options:
a) Crohn's disease
b) Ulcerative coliti
c) Celiac disease
d) Tropical sprue
-----
",0,1
