mcq,cop,llm_cop
"-----
Question:
Fetal growth is maximally affected by ____________
Options:
a) GH
b) Insulin
c) Coisol
d) Thyroxin
-----
",1,0
"-----
Question:
Which of the following conditions cause congestive hea failure in neonates ?
Options:
a) Bicuspid aoic valve
b) Tetralogy of Fallot
c) ASD
d) Total anomalous pulmonary venous return
-----
",3,1
"-----
Question:
Severe dehydration in an older child occurs when the fluid loss is
Options:
a) 1% of body weight
b) 4% of body weight
c) 6% of body weight
d) 9% of body weight
-----
",3,2
"-----
Question:
A Normal anion gap metabolic acidosis occurs in patients with?
Options:
a) Diabetic ketoacidosis
b) Methyl alcohol poisoning
c) Diarrhea
d) Acute kidney injury
-----
",2,2
"-----
Question:
After premature delivery, mother's milk contains more amount of each of the following except:
Options:
a) Lactose
b) Fat
c) Protein
d) Sodium
-----
",0,3
"-----
Question:
A 5 year-old child presents with non-utatiening macules and pappules on the skin. Skin biopsy revealed a perivascular IgA deposition. Which of the following is the most likely diagnosis?
Options:
a) Henoch Shonlein purpura
b) Wegener's granulomatosis
c) Kawasaki disease
d) Drug-induced vasculitis
-----
",0,0
"-----
Question:
An 8 days old male infant is brought to the emergency department with vomiting, lethargy, dehydration and features of shock. Clinical examination reveals hyperpigmentation of the genital skin and normal external genitalia. Abdominal examination is unremarkable. blood tests revealed sodium of 124 mecill, potassium of 7 meq/1 and hypoglycemia. Which of the following is the most likely diagnosis:
Options:
a) Congenital Adrenal FIyperplasia (CAH)
b) Adrenal Haemorrhage
c) Acute Gastorenteritis with dehydration
d) Hyperaldosteronism
-----
",0,0
"-----
Question:
A 7-month-old child with failure to thrive is found to have a hemoglobin of 4.4 g/dL. The peripheral smear shows very small red cells with marked pallor. It is determined that the child has very low levels of hemoglobin A, with elevated fractions of hemoglobin A2 and hemoglobin F. Which of the following underlying mechanisms is most likely related to the observed findings?
Options:
a) Amino acid substitution on b globin
b) Antibody against fetal blood cells
c) Cytoskeletal protein defect
d) Insufficient production of b globin
-----
",3,3
"-----
Question:
Clinical features of ""hypothyroidism"" in a newborn are all except:
Options:
a) Sluggishness +++
b) Large tongue
c) Large posterior fontanel
d) Mental retardation
-----
",3,3
"-----
Question:
Commonest cause of bronchiolitis:
Options:
a) RSV
b) Entero virus
c) Pneumococcus
d) Hemophilus
-----
",0,0
"-----
Question:
Foetal lung maturity is assessed by –
Options:
a) L/S ratio
b) Billirubin content of amniotic fluid
c) Ultra sound
d) Amniocentesis
-----
",-1,0
"-----
Question:
A previously healthy 6 weeks old female infant is found unresponsive in her crib. In the emergency department, she is notedto be well developed and well nourished with normal blood pressure and appearance of the genitalia but with increased pigmentation other skin. Blood glucose level is 30 mg/dl.. The most likely diagnosis is:
Options:
a) CAH due to 21-alpha hydroxylase deficiency
b) Familial glucocorticoid deficiency
c) Cushing syndrome
d) Insulinoma
-----
",1,0
"-----
Question:
A 4-year-old child presents to the emergency depament with high grade fever, respiratory difficulty and noisy breathing. On examination. X ray of his neck is shown below. The most probable diagnosis is?
Options:
a) Recurrent papillomatosis
b) Croup
c) Epiglottitis
d) Tonsillitis
-----
",2,2
"-----
Question:
Autosomal dominant familial nonhemolytic hyperbilirubinemia occurs in all except -
Options:
a) Crigler-Najjar syndrome
b) Dubin - Johnson syndrome
c) Gilbe syndrome
d) Cryoglobulinemia
-----
",1,3
"-----
Question:
A child can climb upstairs and downstairs 2 foot/step, make tower of 6 cubes and can speak 10 words with meaning. Assuming that the development of this child is normal, this child can do all of the following except
Options:
a) Draw a circle copies circle
b) Kick a ball
c) Feeds well with spoon
d) Domestic mimicry (copies parents in task)
-----
",0,0
"-----
Question:
The pediatric disease that most closely resembles amyotrophic lateral sclerosis (ALS) is
Options:
a) Schilder disease (adrenoleukodystrophy)
b) Tabes dorsalis
c) Werdnig-Hoffmann disease
d) Gauches disease
-----
",2,2
"-----
Question:
After the delivery of an infant of diabetic mother, blood glucose of the infant was 60 mg/dt. Which other investigation docs the sister expects that the physician would ask her to do?
Options:
a) Serum potassium
b) CBC
c) Serum calcium
d) Serum chloride
-----
",2,0
"-----
Question:
The range of environmental temperature at which the basal metabolic rate (BMR) of the baby is at a minimum, oxygen consumption is at least and baby maintains its normal body temperature is called?
Options:
a) Thermoneutral environment
b) Normothermic environment
c) Basal environment
d) Anabolic environment
-----
",0,0
"-----
Question:
Chest X Ray of a male baby born at term with an uncomplicated pregnancy, labor and delivery who developed severe respiratory distress within few hours of bih revealed a normal hea shadow and fine reticulonodular infiltrates radiating from the hilum. ECHO findings reveal no abnormality and results of routine culture were also negative. Family history reveals similar clinical course and death of a male and female sibling at 1 month and 2 months of age respectively. The most likely diagnosis is:
Options:
a) Neonatal Alveolar Proteinosis
b) Total Anomalous Pulmonary Venous Circulation (TAPVC)
c) Meconium Aspiration Syndrome
d) Diffuse Herpes simplex infection
-----
",0,0
"-----
Question:
Tetralogy of fallots includes all except
Options:
a) Pulmonary stenosis
b) VSD
c) ASD
d) RVH
-----
",2,2
"-----
Question:
Gastro intestinal disturbance in cystic fibrosis are all EXCEPT
Options:
a) Spleen infact
b) Biliary cirrhosis
c) Malabsorption
d) Gall stones
-----
",0,0
"-----
Question:
Infants of diabetic mother manifests all of the following EXCEPT?
Options:
a) Hyperglycemia
b) Hypoglycemia
c) Hypocalcemia
d) Hyperbilirubinemia
-----
",0,2
"-----
Question:
A 10 year old girl presented with fever convulsions, neck rigidity. CSF findings are protein 150 mg, sugar 40 mg, chloride 2500 mg with lymphadenopathy –
Options:
a) Viral meningitis
b) Pyogenic meningitis
c) Cryptococcal meningitis
d) Tuberculous meningitis
-----
",3,1
"-----
Question:
Most common intraabdominal solid tumor in children
Options:
a) Wilms tumor (Nephroblastoma)
b) Neuroblastoma
c) RCC
d) All of the above
-----
",1,0
"-----
Question:
McCune-Albright syndrome is characterized by?
Options:
a) Delayed puberty
b) Hypoparathyroidism
c) Neurofibromas
d) Cafe-au-lait macules
-----
",3,3
"-----
Question:
Extremely LBW child is defined as-
Options:
a) less than 2500 gm
b) less than 2000 gm
c) less than 1500 gm
d) less than 1000 gm
-----
",3,2
"-----
Question:
A child after 4 weeks of birth acyanotic, ejection systolic murmur detected causes are/is –
Options:
a) V.S.D.
b) P.D.A.
c) Coarctation of aorta
d) All of these
-----
",3,1
"-----
Question:
Painful Pseudoparalysis in an infant is suggestive of:
Options:
a) Vit A deficiency
b) Vit B6 deficiency
c) Vit E deficiency
d) Vit C deficiency
-----
",3,2
"-----
Question:
Which of the following is not true about the autistic specific disorder -
Options:
a) Impaired communication
b) Impaired imagination
c) Language developmental delay
d) Vision problems
-----
",3,1
"-----
Question:
Rotavirus vaccine - contraindication is ?
Options:
a) SCID
b) Intussusception
c) Severe allergic reaction
d) All of the above
-----
",3,3
"-----
Question:
Pulmonary plethora is seen with - all except
Options:
a) TGA
b) Hypoplastic left hea syndrome
c) Ebstein anomalis
d) Double outlet right ventricle
-----
",-1,1
"-----
Question:
True about measles –a) Rash appear first on legb) Koplik spots are seen in retinac) Long term complication follows in form of SSPEd) Caused by RNA viruse) IP–IS 2–3 day
Options:
a) cd
b) bc
c) bd
d) ac
-----
",0,3
"-----
Question:
Which one of the following hepatitis viruses have significant prenatal transmission ?
Options:
a) Hepatitis E virus
b) Hepatitis C virus
c) Hepatitis B virus
d) Hepatitis A virus
-----
",2,2
"-----
Question:
All of the following causes death in coarctation of Aorta except –
Options:
a) Infective endocarditis
b) CCF
c) Intra cranial hemorrhage
d) Anterior MI
-----
",3,2
"-----
Question:
Thrombocytopenia, macerated skin lesions, rash and periostitis in a newborn are seen in –
Options:
a) Erythroblastosis fetalis
b) Cytomegalovirus infection
c) Syphilis
d) HIV infection
-----
",2,2
"-----
Question:
Which of the following statement is true for physiological jaundice in neonate?
Options:
a) Occurs in the first 6 hours of delivery
b) Neurological sequelae are common
c) Best treated by phototherapy
d) Stas on 2nd day of life
-----
",3,3
"-----
Question:
A 3 year old Boy presents with fever , dysuria and gross hematuria. Physical examination shows a prominent suprapubic area which is dull on percussion. Urinalysis reveals red blood cells but no proteinuria. Which of the following is the most likely diagnosis
Options:
a) Acute glomerulonephritis
b) Urinary tract inflection
c) Posterior urethral valves
d) Teratoma
-----
",2,2
"-----
Question:
A 9 months old child is brought to you in the emergency with complaints of cough and coryza since last 2 days. Since last 1 day child is having noisy breathing which increases on crying. On examination you find a stridor which the mother was explaining as noisy breathing. What is your diagnosis?
Options:
a) Croup
b) Bronchiolitis
c) Asthma
d) Laryngomalacia
-----
",0,0
"-----
Question:
A 6 year old child with IQ of 50. Which of the following can the child do?
Options:
a) Identify colours
b) Read a sentence
c) Ride a bicycle
d) Copy a triangle
-----
",0,0
"-----
Question:
The following are features of premature thelarche except
Options:
a) Assosciation with turners syndrome
b) Asymmetrical breast enlargement
c) Associated growth spu
d) Areola pigmentation
-----
",0,2
"-----
Question:
All of the following are major criteria for staphylococcal toxic shock syndrome, except:
Options:
a) Acute fever (Temperature >38.8 deg C (101.8 deg F)
b) Central nervous system abnormalities
c) Hypotension (Orthostatic, shock, blood pressure below age-appropriate norms)
d) Rash
-----
",1,1
"-----
Question:
Steroid resistance nephrotic syndrome is defined as failure to achieve remission after:-
Options:
a) 4 weeks of daily Coicosteroid therapy
b) 6 weeks of daily Coicosteroid therapy
c) 8 weeks of daily Coicosteroid therapy
d) 12 weeks of daily Coicosteroid therapy
-----
",2,0
"-----
Question:
Cardiomyopathy is not a feature of –
Options:
a) Ducheime's Muscular Dystrophy
b) Friedriech's ataxia
c) Pompe disease
d) Lowe's syndrome
-----
",3,1
"-----
Question:
A newborn baby presented with profuse bleeding from umbilical stump after bih. What is the MOST probable diagnosis?
Options:
a) Factor XIII deficiency
b) VWF deficiency
c) Factor XII deficiency
d) Glanzmann thrombasthenia
-----
",0,1
"-----
Question:
A two year old boy presents with fever for 3 days which responded to administration of paracetamol. Three days later he developed acute renal failure, marked acidosis and encephalopathy. His urine showed plenty of oxalate crystals. The blood anion gap and osmolal gap were increased. Which of the following is the most likely diagnosis ?
Options:
a) Paracetamol poisoning
b) Diethy glycol poisoning
c) Severe malaria
d) Hanta virus infection
-----
",1,1
"-----
Question:
Gene encoding which protein is defective in Dubin Johnson syndrome?
Options:
a) JAG1
b) MRP2
c) ATP7A
d) ATP 7B
-----
",1,1
"-----
Question:
Which of the following is the most impoant determinant of prognosis in neonatal congenital diaphragmatic hernia (CDH)?
Options:
a) Pulmonary Hypeension
b) Delay in surgery
c) Size of defect
d) Gestational age at diagnosis
-----
",0,0
"-----
Question:
Normal body temperature of a neonate is:
Options:
a) 36.5degC to 37.5degC
b) 35.5degC to 36degC
c) 36.5degC to 37degC
d) 37.5degC to 38degC
-----
",0,1
"-----
Question:
Breast milk is deficient in which of the following?
Options:
a) Iron
b) Vitamin K
c) PABA
d) Lactoferrin
-----
",1,0
"-----
Question:
About trisomy 13, which of the following is a true statement
Options:
a) Bilateral mircophthalmia
b) Neurofibroma
c) Rocker bottom feet
d) Dermoid cyst
-----
",0,2
"-----
Question:
Most common organism associated with cystic fibrosis
Options:
a) Pseudomonas aeruginosa (non mucoid)
b) Burkholderia cepacia
c) Pleisomonas
d) Aeromonas
-----
",0,0
"-----
Question:
Pleomorphic rash is a feature of -
Options:
a) Chicken pox
b) Small pox
c) Erythema infectiosum
d) Erythema subitum
-----
",0,2
"-----
Question:
What is the capacity of stomach at bih
Options:
a) 5 ml
b) 25 ml
c) 50 ml
d) 100 ml
-----
",-1,3
"-----
Question:
A 3 year old child is seen by a pediatrician because he has developed multiple isolated lesions on his face and neck. Physical examination reveals many lesions up to 4 cm in diameter with golden crusts, while in other sites small blisters and weeping areas are seen. Which of the following is the most likely diagnosis?
Options:
a) Aphthous ulcers
b) Erysipelas
c) Herpes simplex I
d) Impetigo
-----
",3,3
"-----
Question:
False statement about Familial Adenomatous polyposis is
Options:
a) Most common genetic polyposis syndrome
b) >100 polyps may be seen in colon
c) Colon cancer usually develops around 20 years of age
d) Caused by mutation in APC gene
-----
",2,2
"-----
Question:
What is the APGAR score of a child born blue with HR 70/ mt, floppy with feeble cry and grimacing on nasal suction?
Options:
a) 3
b) 2
c) 4
d) 5
-----
",0,0
"-----
Question:
A 3-year-old child presents with recurrent pneumonia, eczema & thrombocytopenia. Which protein synthesis is abnormal in this child?
Options:
a) Wasp
b) Hamartin
c) Adenosine deaminase
d) HLA1a
-----
",0,1
"-----
Question:
Acute leukemia in children is associated with - all except
Options:
a) Down's syndrome
b) Klinefelter's syndrome
c) Marfan's syndrome
d) Turner's syndrome
-----
",2,2
"-----
Question:
First change of improvement noted after iron therapy is initiated:
Options:
a) Decreased irritability
b) Reticulocytosis
c) Increase in serum iron levels
d) Replenishment of iron stores
-----
",0,0
"-----
Question:
A 2 days old premature neonate develops GTCS. What is the investigation done to diagnose the pathology? (AIIMS November 2013, May 2013)
Options:
a) Transcranial ultrasound
b) CT Head
c) MRI brain
d) X-ray
-----
",0,0
"-----
Question:
A solid renal mass detected during prenatal ultrasound is most likely a
Options:
a) Wilm's tumor
b) Neuroblastoma
c) Clear cell sarcoma
d) Mesoblastic nephroma
-----
",3,3
"-----
Question:
All the following are features of Down's syndrome except –
Options:
a) Brushfield's spots in iris
b) Simian crease
c) Mental retardation
d) Hypertonicity
-----
",3,3
"-----
Question:
A 8 yr old boy presents with petechie, azotemic oligurea altered sensorium in casualty. There is history of diarrhoea for the past 5 days. The clinical diagnosis is -
Options:
a) Acute prophyria
b) Idiopathic thrombocytopenic purpura
c) H.S. purpura
d) H.U.S.
-----
",0,3
"-----
Question:
All of the following statements about Prenatal steroids are true except
Options:
a) They cause 50% reduction in respiratory distress syndrome and intra-ventricular haemorrhage
b) These are advocated to mothers at risk of preterm delivery at 24-34 weeks of gestation
c) These can be safely administered to mothers with hypeension or diabetes.
d) These can be given even in the presence of choriomnionitis clinically
-----
",3,3
"-----
Question:
True regarding Dyslexia is following EXCEPT
Options:
a) Most common learning disorder
b) Familial disorder
c) May improve with time
d) Transient developmental lag
-----
",3,3
"-----
Question:
Henoch-Schonlein purpura is characterized by the deposition of the following immunoglobulin around the vessels:
Options:
a) IgM
b) IgG
c) IgA
d) IgE
-----
",2,2
"-----
Question:
A one month old infant with a congenital cardiac lesion shows increased sweating during feeding. Which of the following is the sure sign of congestive cardiac failure in this infant?
Options:
a) Basal crepitations
b) JVP
c) Pedal oedema
d) Liver enlargement
-----
",3,2
"-----
Question:
A 2-year-old child presented with recurrent pain abdomen, failure to thrive and iron deficiency anemia refractory to Iron therapy. His anti TTG anti-body titres were 300 U/L. An upper GI endoscopy was done and duodenal biopsy was taken which showed the following. What is the diagnosis?
Options:
a) Crohn disease
b) Hirschsprung disease
c) Celiac disease
d) Congenital lactase deficiency
-----
",2,2
"-----
Question:
Exclusive breastfeeding should be practiced at least until
Options:
a) 4 month
b) 6 month
c) 8 month
d) 10 month
-----
",1,1
"-----
Question:
Most common ASD in down syndrome is ?
Options:
a) Ostium primum
b) Ostium secondum
c) Absent atrial septum
d) Sinus venosum
-----
",0,0
"-----
Question:
In a child, non-functioning kidney is best diagnosed by:
Options:
a) Ultrasonography
b) IVU
c) DTPA renogram
d) Creatinine clearance
-----
",2,0
"-----
Question:
The finnish type of congenital nephritic syndrome occurs due to gene mutation affecting the following protein -
Options:
a) Podocin
b) Alpha-actinin
c) Nephrin
d) CD2 activated protein
-----
",2,0
"-----
Question:
A newborn infant develops respiratory distress immediately after birth. His abdomen is scaphoid. No breath sounds are heard on the left side of his chest, but they are audible on the right. Immediate intubation is successful with little or no improvement in clinical status. Emergency chest x-ray is shown (A) along with an x-ray 2 hours later (B) Which of the following is the most likely explanation for this infant's condition?
Options:
a) Pneumonia
b) Cystic adenomatoid malformation
c) Diaphragmatic hernia
d) Choanal atresia
-----
",2,2
"-----
Question:
Which of the following malignancy is seen in male child with sho stature, low IQ, murmur in pulmonary area and lymphedema?
Options:
a) Retinobalstoma
b) Hepatocellular carcinoma
c) Juvenile myelomonocytic leukemia
d) Germ cell tumour
-----
",2,2
"-----
Question:
The following is usually the first sign of pubey in girls -
Options:
a) Onset of menstruation
b) Appearance of pubic hair
c) Change in voice
d) Increase in breast size
-----
",3,1
"-----
Question:
10-year old male with poor growth, poor appetite, recurrent chest infection and steatorrhea is likely to have ____________ .
Options:
a) High sodium and chloride levels in the sweat
b) Diabates mellitus
c) Recurrent skin allergy
d) Mental retardiation
-----
",0,2
"-----
Question:
Which of these acyanotic congenital heart diseases is associated with volume overload?
Options:
a) Ventricular septal defect
b) Coarctation of aorta
c) Aortic stenosis
d) None of these
-----
",0,0
"-----
Question:
A child who can ride a tricycle, uses alternate steps while climbing stairs has attained a development age of:
Options:
a) 2 years
b) 3 years
c) 4 years
d) 5 years
-----
",1,1
"-----
Question:
What is the disease in which these hand abnormalities are seen?
Options:
a) Down syndrome
b) Osteogenesis imperfecta
c) Turner syndrome
d) Marfan syndrome
-----
",3,3
"-----
Question:
Bater syndrome is mutation in
Options:
a) Na-k-cl co transpoer
b) Na-Cl channel
c) Renin
d) ENaC protein
-----
",0,3
"-----
Question:
Hemophilia A results due to deficiency of which of the factors:
Options:
a) II
b) VII
c) VIII
d) XI
-----
",2,2
"-----
Question:
Most common cause of stridor sholy after bih -
Options:
a) Laryngeal papilloma
b) Laryngeal web
c) Laryngomalacia
d) Vocal cord palsy
-----
",2,2
"-----
Question:
Amount of ORS given in 5kg child with diarrhoea with some dehydration
Options:
a) 300ml over 2 hours
b) 350ml over 1 hour
c) 375ml over 4 hours
d) 400ml over 6 hours
-----
",2,2
"-----
Question:
Which of these is a neural tube defect?
Options:
a) Spina bifida occulta
b) Encephalocele
c) Dermal sinus
d) All of these are NTD
-----
",3,3
"-----
Question:
An 8 year old child is referred to you with history of Mononeuritis multiplex. On examination you find that there is hepatosplenomegaly. Examination of the oral cavity and pharynx revealed enlarged orange coloured tonsils. Which of the following statement regarding the above condition is false?
Options:
a) It is a case of Tangier diaese
b) The plasma LDL - c levels will be low
c) It is an autosomal recessive condition
d) It is caused by ABCA1 deficiency
-----
",2,1
"-----
Question:
Common presentations of juvenile Hypothyroidism
Options:
a) Growth retardation
b) Mental retardation within 2 years
c) Delayed pubey
d) Umbilical Hernia
-----
",0,0
"-----
Question:
Pincer grasp occurs first during ___________
Options:
a) 3-5 months
b) 5-7 months
c) 7-9 months
d) 9-10 months
-----
",3,1
"-----
Question:
All of the following about PDA are true except
Options:
a) More common in males
b) Common hea lesion in rubella
c) Treatment is closure of defect by ligation and division of ductus
d) Hypoxia and immuturity are impoant in maintaining the patency
-----
",0,3
"-----
Question:
Which of the following malignancy is classified by Chang staging system?
Options:
a) Retinoblastoma
b) Rhabdomyosarcoma
c) Ewings sarcoma
d) Medulloblastoma
-----
",3,3
"-----
Question:
A premature infant is more likely than a full term infant to -
Options:
a) Suffer from jaundice of hepatic origin
b) Maintain in normal body temperature in a cold environment
c) Excrete urine with a uniform specific gravity
d) Suffer from anaemia
-----
",0,0
"-----
Question:
A very low bih weight (VLBW) baby is one whose bih weight is less than ____ Kg
Options:
a) 1
b) 1.5
c) 2
d) 2.5
-----
",1,0
"-----
Question:
A 2 year old child with Beckwith-Wiedemann syndrome is brought to you with history of an abdominal mass in the right hypochondrium. It was also associated with thrombocytosis and anemia. A CT showed enlarged pulmonary hilar nodes. What is the most probable diagnosis? Note that viral markers are -ve in this patient.
Options:
a) Hepatocellular Ca
b) Fibrolamellar Ca
c) Hepatoblastoma
d) Hepatic hemangioma
-----
",2,2
"-----
Question:
Breast milk storage in a refrigerator is upto –
Options:
a) 4 hours
b) 8 hours
c) 12 hours
d) 24 hours
-----
",3,2
"-----
Question:
Which of the following investigation is not needed during evaluation following 1st episode of urinary tract infection on a 7 month old boy?
Options:
a) DMSA scan
b) Ultrasound of kidney and urinary tract
c) DTPA scan
d) Micturating cystourethogram (MCU)
-----
",2,0
"-----
Question:
The following are the hallmarks of nephrotic syndrome in children except ___________
Options:
a) Severe proteinuria >2 gm/m2/day
b) Hypoalbuminemia < 2.5 g/dL
c) Gross hematuria
d) Edema
-----
",2,2
"-----
Question:
In minimal change disease, which of the following is seen?
Options:
a) Immunodeposits in glomerulus
b) Immunodeposits in mesangium
c) Immunodeposits in blood vessels
d) No immunodeposits
-----
",3,3
"-----
Question:
Which of the following complications has been associated with the adverse effects of rotavirus vaccine?
Options:
a) Guillain-Barr syndrome
b) Hemolytic anemia
c) Febrile seizures
d) Intussusception
-----
",3,3
"-----
Question:
A four-year old child presents with mild fever, malaise, prupura, arithritis, abdominal pain and microscopic hematuria. What would be the most likely diagnosis -
Options:
a) Thrombobasthenia
b) Idiopathic thrombocytopenic
c) Systemic lupus erythematosus
d) Henoch-Schonlein purpura
-----
",3,3
"-----
Question:
Neonatal seizures in the following disorders is associated with poor prognosis, except -
Options:
a) Hypoglycemia
b) Intraventricular hemorrhage
c) Hypocalcemia
d) Meningitis
-----
",2,2
"-----
Question:
In a neonate, Jaundice appears for the first time in the 2nd week. The following is not a cause
Options:
a) Galactosemia
b) Rh Incompatibility
c) Hypothyroidism
d) Breast milk jaundice
-----
",1,2
"-----
Question:
A 3 year child having protein 3+ in urine with oliguria with edema. No hematuria. What is the diagnosis ?
Options:
a) Minimal change GN
b) Membranous GN
c) Mesangioproliferative GN
d) RPGN
-----
",0,2
"-----
Question:
Organic causes of constipation in infant are all except –a)  High fibre dietb)  Cystic fibrosisc)  Hypothyroidismd)  Hyperthyroidism
Options:
a) b
b) c
c) ac
d) ad
-----
",3,3
"-----
Question:
Down's syndrome most commonly occurs due to -
Options:
a) Reciprocal translocation
b) Nondysjunction in maternal meiosis
c) Translocation defect
d) Nondysjunction in paternal meiosis
-----
",1,1
"-----
Question:
Splenectomy can be performed after immunization against which of the following organisms:
Options:
a) Haemophilus influenza
b) Streptococcal pneumonia
c) Neisseria meningitides
d) All of the above
-----
",3,3
"-----
Question:
True regarding galactosemia
Options:
a) Mental retardation occurs
b) Defect in epimerase
c) Defect in galactose 1PO4 uridyl transferase
d) All the above
-----
",3,3
"-----
Question:
Commonest cause of non–communicating hydrocephalus in children is –
Options:
a) Congenital anomaly
b) Perinatal injury
c) Post–inflammatory obstruction
d) Brain tumors
-----
",0,0
"-----
Question:
Aspirin acts by
Options:
a) Cyclo oxygenase pathway
b) Lipo oxygenase pathway
c) Membrane phospholipases
d) Cyclic AMP
-----
",0,0
"-----
Question:
DOC for chemotherapy induced vomiting is?
Options:
a) Graneseteron
b) Prazosin
c) Clonidine
d) Diphenyhydramine
-----
",0,0
"-----
Question:
Pure opiate antagonists are all of the following
Options:
a) Naloxone
b) Nalorphine
c) Nalmefene
d) Naltrexone
-----
",1,0
"-----
Question:
Which of the following intravenous induction agent suppress steroidogenesis?
Options:
a) Thiopentone
b) Propofol
c) Ketamine
d) Etomidate
-----
",3,3
"-----
Question:
Thalidomide is useful in: March 2007
Options:
a) Treatment of leprosy
b) Treatment of type II lepra reaction
c) Treatment of type I lepra reaction
d) Treatment of neuritic leprosy
-----
",1,0
"-----
Question:
All are latest treatment modalities for acetaminophen overdosage, EXCEPT:
Options:
a) Gastric lavage
b) Oral activated charcol
c) Cysteamine
d) High dose vitamin E
-----
",3,3
"-----
Question:
Therapeutic drug monitoring of Theophylline, when used clinically in Asthma, is because?
Options:
a) Narrow therapeutic margin
b) Idiosyncrasy
c) Nephrotoxic
d) Decreases Histamine
-----
",0,0
"-----
Question:
Edrophonium test is helpful in diagnosing
Options:
a) Marcus gunn jaw winking ptosis
b) myasthenia gravis
c) Blepharophismosis syndrome
d) parkinson's
-----
",1,1
"-----
Question:
A 32 week pregnant female presented with labor pain. She was given tocolytics. Which of the following is a tocolytic agent?
Options:
a) Prazocin
b) Ritodrine
c) Yohimbine
d) Propranolol
-----
",1,1
"-----
Question:
Folinic acid used in:
Options:
a) Methotrexate toxicity
b) Cisplatin toxicity
c) Vincristine toxicity
d) 5FU toxicity
-----
",0,0
"-----
Question:
H1 antagonist has all the functins except ?
Options:
a) Antipruritic
b) Sedation
c) Decrease gastric acid secretion
d) Antiveigo
-----
",2,3
"-----
Question:
All of the following are well known ototoxic except :
Options:
a) Aspirin
b) Acetaminophen
c) Aminoglycosides
d) Loop diuretics
-----
",1,1
"-----
Question:
Which of the following medication is associated with an Increased risk of agranulocytosis?
Options:
a) Clozapine
b) imipramine
c) Lithium
d) Haloperidol
-----
",0,0
"-----
Question:
Gynaecomastia is caused by which drug -
Options:
a) Spironolactone
b) Rifampicin
c) Thiazide
d) Propanolol
-----
",0,0
"-----
Question:
Plasma half life of carbimazole -
Options:
a) 4 hours
b) 8 hours
c) 16 hours
d) 24 hours
-----
",1,1
"-----
Question:
Heparin induced thrombocytopenia is due to antibodies against
Options:
a) PF - 1
b) PF - 2
c) PF - 3
d) PF - 4
-----
",3,1
"-----
Question:
Which of the following increases Amphoterecin B induced nephrotoxicity?
Options:
a) Vancomycin
b) Cyclosporin
c) Acyclovir
d) All the above
-----
",-1,3
"-----
Question:
Non competitive inhibitor of carbonic anhydrase?
Options:
a) Allopurinol
b) Acetazolamide
c) Bimatoprost
d) Dipivefrine
-----
",1,0
"-----
Question:
A child has phocomelia. This is due to drug taken by mother aEUR'
Options:
a) Tetracycline
b) Thalidomide
c) Warfarin
d) Chloroquine
-----
",1,1
"-----
Question:
Selective decrease in IgA is seen with administration of:
Options:
a) Phenytoin
b) Diazepam
c) Clonazepam
d) Phenobarbitone
-----
",0,3
"-----
Question:
A newborn developed respiratory depression in a postoperative ward. It can result from the use of?
Options:
a) Opioid
b) Propofol
c) Furosemide
d) Heparin
-----
",0,0
"-----
Question:
Which of the following statments about the biodisposition of penicillins and cephalosporins is NOT accurate?
Options:
a) Oral bioavailability is affected by lability to gastric acid
b) Procaine penicillin G is used intramuscular injection
c) Renal tubular reabsorption of beta-lactams is inhibited by probenecid
d) Nafcillin and ceftriaxone are eliminated minly biliary secretion
-----
",2,3
"-----
Question:
TY2 of digoxin is -
Options:
a) 24 hrs
b) 40 hrs
c) 48 hrs
d) 60 hrs
-----
",1,2
"-----
Question:
Which drug is responsible for coronary steal phenomenon?
Options:
a) Aspirin
b) Clopidogrel
c) Dipyridamole
d) Prasugrel
-----
",2,2
"-----
Question:
Use of anticoagulant is -
Options:
a) Venous thrombosis
b) Arterial thrombosis
c) Vitamin K toxicity
d) Heart failure
-----
",0,0
"-----
Question:
Compared to hydrocortisone, maximum glucocorticoid activity is seen in:
Options:
a) Cortisone
b) Prednisolone
c) Dexamethasone
d) Methylprednisolone
-----
",2,2
"-----
Question:
N-acetyl cysteine reduces the severity of hepatic necrosis in toxicity due to?
Options:
a) Isoniazid
b) Acetaminophen
c) Halothane
d) Methyldopa
-----
",-1,1
"-----
Question:
Which one of the following agents has been associated with hemorrhagic stroke -
Options:
a) Phenylpropanolamine
b) Terfenadine
c) Quinidine
d) Fenfluramine
-----
",0,0
"-----
Question:
Drug of choice for herpes zoster is: March 2010
Options:
a) Acyclovir
b) Idoxuridine
c) Ganciclovir
d) Valaciclovir
-----
",3,0
"-----
Question:
Ivermectin is indicated in:
Options:
a) Scabies
b) Intestinal nematode infection
c) Filariasis
d) All of the above
-----
",3,3
"-----
Question:
Which of the following is the mechanism of action of warfarin?
Options:
a) Activation of antithrombin lll
b) Fibrinolysis
c) Inhibition of antithrombin lll
d) Inhibition of synthesis of clotting factors II, VII, IX, and X
-----
",3,3
"-----
Question:
IV Mannitol is used for treatment of
Options:
a) Acute congestive glaucoma
b) Pulmonary edema
c) Acute renal failure
d) CHF
-----
",-1,1
"-----
Question:
Which of the following medications is used for treatment of nicotine dependence?
Options:
a) Lithium
b) Clonazepam
c) Methylphenidate
d) Bupropion
-----
",3,3
