,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
150,OIC-302-01-A,Quelle est la principale caractéristique différenciant le mélanome des autres tumeurs cutanées malignes ?,Cette question évalue la compréhension de la nature spécifique du mélanome. Le piège courant est de se concentrer sur la fréquence relative des tumeurs.,Il se développe à partir des mélanocytes.,C'est la caractéristique principale du mélanome.,Il est le plus fréquent des carcinomes cutanés.,"Faux, le carcinome basocellulaire est le plus fréquent.",Il se développe à partir des kératinocytes.,C'est la caractéristique des carcinomes basocellulaires et épidermoïdes.,Il est toujours associé à une exposition excessive au soleil.,"Bien que l'exposition au soleil soit un facteur de risque, ce n'est pas une caractéristique exclusive du mélanome.",a
151,OIC-302-02-A,Quelles sont les verrues plantaires les plus fréquentes?,Cette question évalue la compréhension des différents types de verrues plantaires. Le piège courant est de confondre les deux types de verrues plantaires.,Verrues en mosaïque,Incorrect. Les verrues en mosaïque sont moins fréquentes.,Verrues myrmécie,Correct. Les verrues myrmécie sont la variété la plus fréquente de verrues plantaires.,Verrues vulgaires communes,"Incorrect. Les verrues vulgaires communes affectent principalement les mains et les doigts, pas les pieds.",Verrues planes communes,"Incorrect. Les verrues planes communes affectent principalement le visage, les mains et les membres.",b
152,OIC-302-03-B,Quel est le cancer cutané le plus fréquent?,Cette question évalue la compréhension de l'épidémiologie des cancers cutanés. Attention aux distracteurs qui mentionnent d'autres types de cancers.,Carcinome basocellulaire,C'est la réponse correcte. Le texte indique que le carcinome basocellulaire est le plus fréquent des cancers cutanés et même le plus fréquent de tous les cancers.,Carcinome épidermoïde,"Bien que le carcinome épidermoïde soit un cancer cutané fréquent, il est moins fréquent que le carcinome basocellulaire.",Mélanome,"Le mélanome est un cancer cutané grave, mais moins fréquent que les carcinomes basocellulaire et épidermoïde.",Cancer du poumon,"Le cancer du poumon est un cancer courant, mais il n'est pas un cancer cutané.",a
153,OIC-302-04-A,Quel est le facteur pronostique le plus important pour déterminer la marge de sécurité lors de l'exérèse chirurgicale d'un mélanome?,Cette question évalue la compréhension des critères de prise en charge des mélanomes. Le piège courant est de choisir une autre caractéristique clinique.,L'indice de Breslow,L'indice de Breslow est le facteur pronostique le plus important pour déterminer la marge de sécurité lors de l'exérèse chirurgicale d'un mélanome.,La localisation à la face périorificielle,"La localisation à la face périorificielle est un facteur pronostique pour les carcinomes, pas pour les mélanomes.",La taille de la lésion,"La taille de la lésion est un facteur pronostique, mais l'indice de Breslow est plus déterminant pour la marge de sécurité.",La présence de métastases,"La présence de métastases est un facteur pronostique important, mais elle est déterminée après l'exérèse et n'influence pas directement la marge de sécurité.",a
154,OIC-302-05-A,Quel est l'aspect clinique le plus fréquent du carcinome basocellulaire (CBC)?,Cette question évalue la compréhension de la présentation clinique du CBC. Le piège courant est de se concentrer sur une seule forme clinique.,Papules perlées translucides de consistance ferme associées à des télangiectasies,C'est l'aspect clinique le plus fréquent du CBC.,"Plaque blanche jaunâtre, dure, mal limitée","Ceci décrit le CBC sclérodermiforme, une forme moins fréquente.","Tache rouge, kératosique, rugueuse, saignotant après arrachement","Ceci décrit une kératose actinique, une lésion prédisposante au CE.","Lésion unique, fixe, en zone photo-exposée érythémateuse ou rosée +/- pigmentée bien limitée",Ceci décrit le CE in situ (maladie de Bowen).,a
155,OIC-302-06-B,Quels sont les facteurs de mauvais pronostic pour un carcinome épidermoïde (CE)?,Cette question évalue la compréhension des facteurs de risque associés à un pronostic défavorable pour un CE. Attention aux distracteurs qui mentionnent des facteurs liés au carcinome basocellulaire (CBC).,"La taille de la lésion (>2cm), la localisation sur tempe, oreille ou lèvre, un faible niveau de différenciation en histologie, une épaisseur tumorale >3mm, un envahissement périnerveux et l’immunodépression.",Cette option liste correctement tous les facteurs de mauvais pronostic mentionnés pour le CE.,"Le type de peau, l'exposition au soleil et l'âge.","Ces facteurs sont des facteurs de risque pour le développement de cancers de la peau en général, mais pas spécifiquement des facteurs de mauvais pronostic pour le CE.",Le stade de la tumeur et la présence de métastases.,"Bien que le stade et les métastases soient importants pour le pronostic, la question demande spécifiquement les facteurs de mauvais pronostic du CE.",L'absence de symptômes et la couleur de la lésion.,Ces facteurs ne sont pas des indicateurs de mauvais pronostic pour le CE.,a
156,OIC-302-07-A,Quelle est la composante principale de la prévention primaire des carcinomes épidermoïdes et basocellulaires ?,Cette question évalue la compréhension de la prévention primaire des carcinomes cutanés. Le piège courant est de se concentrer sur le traitement plutôt que sur la prévention.,Prévention solaire,C'est la composante principale de la prévention primaire des carcinomes cutanés.,Traitement des lésions précancéreuses,"Bien que le traitement des lésions précancéreuses soit important, il s'agit d'une mesure de prévention secondaire.",Chirurgie préventive,La chirurgie préventive n'est pas une mesure de prévention primaire.,Vaccination contre le HPV,La vaccination contre le HPV est une mesure de prévention secondaire contre les lésions virales HPV induites.,a
157,OIC-302-09-B,Quel est le principal diagnostic différentiel à évoquer pour un nævus?,Cette question évalue la compréhension de l'importance du diagnostic différentiel du mélanome pour les nævi.,Mélanome,C'est le diagnostic différentiel principal à évoquer pour un nævus.,Kératose séborrhéique,"Bien qu'une kératose séborrhéique puisse ressembler à un nævus, ce n'est pas le diagnostic différentiel principal.",Histiocytofibrome,"Un histiocytofibrome est une autre lésion cutanée, mais pas le principal diagnostic différentiel du nævus.",Lentigo actinique,"Un lentigo actinique est une autre lésion cutanée, mais pas le principal diagnostic différentiel du nævus.",a
158,OIC-302-11-A,Quel critère est considéré comme le plus pertinent pour le pronostic d'un mélanome ?,Cette question évalue la compréhension des critères pronostiques du mélanome. Le piège courant est de choisir un critère moins important.,L'indice de Breslow,"L'indice de Breslow, qui mesure l'épaisseur maximale de la tumeur, est le critère pronostique le plus important.",L'ulcération,"L'ulcération est un critère pronostique péjoratif, mais moins important que l'indice de Breslow.",L'index mitotique,"L'index mitotique est un critère pronostique, mais moins important que l'indice de Breslow.",La couleur inhomogène,"La couleur inhomogène est une caractéristique clinique du mélanome, mais pas un critère pronostique.",a
159,OIC-302-12-B,Quel type de mélanome représente 15 à 20% des cas et se caractérise par une extension d'emblée verticale?,Cette question évalue la compréhension des différents types histologiques de mélanome. Le piège courant est de confondre les caractéristiques des différents types.,Mélanome à extension superficielle,Le mélanome à extension superficielle se caractérise par une extension horizontale initiale.,Mélanome nodulaire,C'est la bonne réponse. Le mélanome nodulaire se caractérise par une extension verticale d'emblée.,Mélanome acral lentigineux,Le mélanome acral lentigineux se développe sur les paumes et les plantes.,Mélanome de Dubreuilh,Le mélanome de Dubreuilh se développe chez les sujets âgés avec héliodermie marquée.,b
160,OIC-302-13-A,Quelle est la principale mesure de prévention primaire contre le mélanome ?,Cette question évalue la compréhension de la prévention primaire du mélanome. Le piège courant est de choisir une option liée au dépistage.,Limiter l'exposition aux rayons UV,C'est la seule mesure de prévention primaire efficace contre le mélanome.,Former les médecins au dépistage précoce,Ceci relève de la prévention secondaire.,Éduquer la population sur les lésions suspectes,Ceci est également une mesure de prévention secondaire.,Privilégier la protection vestimentaire,"Ceci est une mesure de prévention primaire, mais l'exposition aux UV est la principale cible.",a
161,OIC-302-14-B,La photographie présentée illustre quel type de lésion cutanée?,Cette question évalue la capacité à identifier une kératose actinique à partir d'une image. Le piège courant est de confondre les kératoses actiniques avec d'autres lésions cutanées.,Kératoses actiniques,C'est la réponse correcte. La photographie montre clairement des kératoses actiniques multiples.,Mélanomes,Les mélanomes sont des cancers de la peau qui se développent à partir des cellules pigmentaires. Ils ont une apparence différente des kératoses actiniques.,Verrues,Les verrues sont des lésions cutanées bénignes causées par un virus. Elles ont une texture et une apparence différentes des kératoses actiniques.,Psoriasis,Le psoriasis est une maladie inflammatoire chronique de la peau qui provoque des plaques rouges et squameuses. Il a une apparence différente des kératoses actiniques.,a
162,OIC-302-15-B,Quelle est la caractéristique principale du carcinome basocellulaire superficiel observée sur l'image?,Cette question évalue la capacité à identifier les caractéristiques cliniques des différents types de carcinomes basocellulaires.,Nodule translucide recouvert de télangiectasies,"C'est la caractéristique principale du carcinome basocellulaire nodulaire, non du superficiel.",Plaque érythématosquameuse bien limitée à bordure perlée,C'est la caractéristique principale du carcinome basocellulaire superficiel.,Lésion pigmentée avec des bords irréguliers,Cette description correspond davantage à un mélanome.,Ulcère indolore avec des bords élevés,"Cette description peut correspondre à différents types de cancers de la peau, mais pas spécifiquement au carcinome basocellulaire superficiel.",b
163,OIC-302-16-B,Quelle est la caractéristique principale d'un carcinome épidermoïde observée sur l'image?,Cette question évalue la capacité à identifier les caractéristiques cliniques clés d'un carcinome épidermoïde. Le piège courant est de se concentrer sur des détails mineurs plutôt que sur la caractéristique dominante.,Tumeur irrégulière ulcéro-végétante,C'est la caractéristique principale d'un carcinome épidermoïde visible sur l'image.,Croûtes sur la surface de la tumeur,"Bien que présentes, les croûtes ne sont pas la caractéristique la plus distinctive d'un carcinome épidermoïde.",Bords inflammatoires,"Les bords inflammatoires sont une caractéristique possible, mais pas la plus caractéristique d'un carcinome épidermoïde.",Base indurée,"La base indurée est une caractéristique possible, mais pas la plus distinctive d'un carcinome épidermoïde.",a
164,OIC-302-17-A,"Selon l'image, quelle caractéristique n'est PAS typique d'un mélanome?",Cette question évalue la capacité à identifier les caractéristiques clés d'un mélanome. Le piège courant est de se concentrer sur les caractéristiques mentionnées dans la description plutôt que sur l'image.,Asymétrie,"L'image montre une lésion asymétrique, ce qui est caractéristique d'un mélanome.",Bords irréguliers,"L'image montre des bords irréguliers, ce qui est caractéristique d'un mélanome.",Couleur homogène,"L'image montre une couleur hétérogène, ce qui est caractéristique d'un mélanome. Une couleur homogène serait un signe contraire.",Taille supérieure à 6mm,"L'image montre une lésion de 18mm, ce qui est supérieure à 6mm, ce qui est un facteur de risque pour un mélanome.",c
165,OIC-310-01-B,Quel est le type de tumeur le plus fréquent de la prostate?,Cette question évalue la compréhension de la fréquence relative des différents types de tumeurs de la prostate.,Adénocarcinome,C'est la forme la plus fréquente du cancer de la prostate (95%).,Hyperplasie bénigne de la prostate,Il s'agit d'une lésion bénigne et non d'un cancer.,Carcinome neuroendocrine,C'est une forme rare de cancer de la prostate.,Lymphome,C'est une forme rare de cancer qui affecte les cellules immunitaires.,a
166,OIC-310-02-B,Quel est le cancer le plus fréquent chez l'homme de plus de 50 ans?,Cette question évalue la compréhension de l'épidémiologie du cancer de la prostate. Le piège courant est de confondre l'incidence avec la mortalité.,Cancer de la prostate,C'est la réponse correcte. Le texte indique clairement que c'est la pathologie tumorale la plus fréquente chez l'homme de plus de 50 ans.,Cancer du poumon,"Bien que le cancer du poumon soit le deuxième cancer le plus fréquent chez l'homme, ce n'est pas le plus fréquent chez les hommes de plus de 50 ans.",Cancer colorectal,"Le cancer colorectal est le troisième cancer le plus fréquent chez l'homme, mais pas le plus fréquent chez les hommes de plus de 50 ans.",Cancer de la peau,Le cancer de la peau n'est pas mentionné dans le texte comme étant le plus fréquent chez les hommes de plus de 50 ans.,a
167,OIC-310-03-A,Quel facteur de risque n'est PAS mentionné comme étant associé au cancer de la prostate?,Cette question évalue la compréhension des facteurs de risque du cancer de la prostate. Attention aux distracteurs plausibles.,L'âge,L'âge est un facteur de risque connu pour le cancer de la prostate.,L'exposition aux rayons UV,L'exposition aux rayons UV n'est pas mentionnée comme un facteur de risque.,L'origine ethnique,L'origine ethnique est mentionnée comme un facteur de risque.,Le syndrome métabolique,Le syndrome métabolique est mentionné comme un facteur de risque.,b
168,OIC-310-04-B,Quel est le principal site de métastase non ganglionnaire du cancer de la prostate?,Cette question évalue la compréhension des sites de dissémination du cancer de la prostate.,Os,C'est la réponse correcte. L'os est le site de métastase le plus fréquent pour le cancer de la prostate.,Poumon,"Bien que le poumon puisse être atteint, ce n'est pas le site principal de métastase.",Foie,"Le foie peut être atteint, mais l'os est le site principal de métastase.",Rein,Les reins ne sont pas un site de métastase fréquent pour le cancer de la prostate.,a
169,OIC-310-05-A,Quel est le symptôme le plus caractéristique d'un cancer de la prostate avancé?,"Cette question évalue la compréhension des symptômes associés aux différentes étapes du cancer de la prostate. Le piège courant est de choisir l'hémospermie, qui n'est pas un signe spécifique du cancer de la prostate.",Douleurs osseuses,"Les douleurs osseuses sont fréquentes en cas de métastases osseuses, un symptôme caractéristique du cancer de la prostate avancé.",Hémospermie,L'hémospermie n'est pas un signe spécifique du cancer de la prostate.,Troubles mictionnels,"Les troubles mictionnels peuvent être présents dans le cancer de la prostate localement avancé, mais pas nécessairement dans la forme avancée.",Asthénie,"L'asthénie peut être un symptôme général de la maladie, mais pas spécifique au cancer de la prostate avancé.",a
170,OIC-310-06-A,Quel est le seuil de PSA qui doit alerter et nécessiter une confirmation?,Cette question évalue la compréhension de la valeur seuil du PSA et de la nécessité d'une confirmation.,4 ng/ml,"C'est la valeur seuil qui doit alerter, mais elle doit être pondérée par d'autres facteurs.",2 ng/ml,Cette valeur est trop basse et ne correspond pas au seuil d'alerte.,10 ng/ml,Cette valeur est trop élevée et ne reflète pas la valeur seuil d'alerte.,5 ng/ml,Cette valeur est trop basse et ne correspond pas au seuil d'alerte.,a
171,OIC-310-07-B,"Selon la classification de D'Amico, quel groupe de patients avec un cancer de la prostate localisé est le plus susceptible de bénéficier d'une surveillance active?",Cette question évalue la compréhension de la classification de D'Amico et de ses implications pour le choix du traitement.,Risque élevé,Incorrect. Les patients à haut risque nécessitent généralement un traitement plus agressif.,Risque intermédiaire,"Incorrect. Les patients à risque intermédiaire peuvent bénéficier de la surveillance active, mais d'autres options sont souvent préférées.",Faible risque,Correct. La surveillance active est la recommandation principale pour les patients à faible risque.,Tous les risques,Incorrect. La classification de D'Amico guide le choix du traitement en fonction du risque individuel.,c
172,OIC-312-01-B,Quel est le cancer le plus fréquent chez la femme en France?,Cette question évalue la compréhension de l'incidence du cancer du sein. Le piège courant est de penser à un autre type de cancer.,Cancer du sein,"C'est la bonne réponse, le texte indique clairement que le cancer du sein est le cancer le plus fréquent chez la femme.",Cancer du poumon,"Bien que le cancer du poumon soit un cancer fréquent, il n'est pas le plus fréquent chez la femme.",Cancer colorectal,"Le cancer colorectal est un cancer fréquent, mais pas le plus fréquent chez la femme.",Cancer de la prostate,"Le cancer de la prostate est le plus fréquent chez l'homme, pas chez la femme.",a
173,OIC-312-02-B,Lequel des facteurs suivants est un facteur de risque intrinsèque du cancer du sein?,Cette question évalue la compréhension des différents types de facteurs de risque du cancer du sein. Le piège courant est de confondre les facteurs intrinsèques et extrinsèques.,Antécédents familiaux de cancer du sein,"Correct. Les antécédents familiaux sont un facteur de risque intrinsèque, lié à la génétique.",Consommation d'alcool,"Incorrect. La consommation d'alcool est un facteur de risque extrinsèque, modifiable.",Ménarche précoce,Correct. La ménarche précoce est un facteur de risque intrinsèque lié à l'exposition aux oestrogènes.,Irradiation thoracique,"Incorrect. L'irradiation thoracique est un facteur de risque extrinsèque, lié à une exposition externe.",c
174,OIC-312-03-B,Quelles sont les deux principales causes de cancers du sein et de l'ovaire familiaux?,Cette question évalue la compréhension des causes génétiques du cancer du sein familial. Le piège courant est de se concentrer sur la fréquence des mutations BRCA1/2 dans tous les cancers du sein.,Mutations BRCA1/2,C'est la bonne réponse. Les mutations BRCA1/2 sont les principales causes de cancers du sein et de l'ovaire familiaux.,Mutations TP53,"Les mutations TP53 sont associées au syndrome de Li-Fraumeni, mais pas principalement aux cancers du sein et de l'ovaire familiaux.",Mutations PALB2,"Les mutations PALB2 peuvent augmenter le risque de cancer du sein, mais elles ne sont pas les principales causes de cancers du sein et de l'ovaire familiaux.",Antécédents familiaux de cancer du sein,"Les antécédents familiaux sont un facteur de risque, mais ils ne sont pas une cause génétique directe.",a
175,OIC-312-04-A,Quel est le stade du cancer du sein caractérisé par l'absence de potentiel métastatique?,Cette question évalue la compréhension de l'histoire naturelle du cancer du sein. Le piège courant est de confondre les cancers in situ avec les cancers invasifs.,Cancer in situ,"Correct. Les cancers in situ sont confinés à l'épithélium et n'ont pas encore franchi la membrane basale, ce qui leur confère l'absence de potentiel métastatique.",Cancer invasif,Incorrect. Les cancers invasifs ont franchi la membrane basale et peuvent donc se propager.,Cancer métastatique,Incorrect. Le cancer métastatique est le résultat de la dissémination du cancer dans d'autres organes.,Carcinome localisé,Incorrect. Ce terme n'est pas spécifique à un stade particulier du cancer du sein.,a
176,OIC-312-06-A,Quel signe clinique n'est PAS mentionné comme pouvant être associé à une tumeur du sein?,Cette question évalue la compréhension des signes cliniques des tumeurs du sein. Le piège courant est de choisir une option qui semble plausible mais n'est pas explicitement mentionnée dans le texte.,Douleur mammaire,La douleur mammaire est mentionnée comme un signe clinique à rechercher lors de l'interrogatoire.,Écoulement mamelonnaire,L'écoulement mamelonnaire est mentionné comme un signe clinique à rechercher lors de l'inspection.,Fièvre,La fièvre n'est pas mentionnée comme un signe clinique associé aux tumeurs du sein.,Ulcère cutané,L'ulcère cutané est mentionné comme un signe clinique à rechercher lors de l'inspection.,c
177,OIC-312-09-B,En quelle situation une biopsie mammaire est-elle systématiquement indiquée?,Cette question évalue la compréhension des indications de la biopsie mammaire. Le piège courant est de choisir une option trop large.,Lésions classées Bi-rads 4 et 5,C'est la bonne réponse. Les lésions Bi-rads 4 et 5 nécessitent systématiquement une biopsie.,Présence d'une adénopathie axillaire suspecte,"La cytologie est préférée pour l'adénopathie axillaire suspecte, pas la biopsie mammaire.",Lésions classées Bi-rads 3 chez toutes les patientes,La biopsie est indiquée pour les lésions Bi-rads 3 uniquement chez les patientes mutées BRCA ou ayant déjà une lésion biopsiée maligne.,Tout écoulement mamelonnaire,"La cytologie est préférée pour l'écoulement mamelonnaire suspect, pas la biopsie mammaire.",a
178,OIC-312-10-B,Quelle est la caractéristique principale des tumeurs bénignes du sein?,Cette question évalue la compréhension de la nature des tumeurs bénignes. Attention aux distracteurs qui peuvent sembler plausibles.,Contours bien délimités et croissance lente,C'est la caractéristique principale des tumeurs bénignes.,Présence de métastases,Les métastases sont une caractéristique des tumeurs malignes.,Taille importante et douleur constante,"La taille et la douleur peuvent varier selon le type de tumeur, bénigne ou maligne.",Croissance rapide et invasion des tissus environnants,Ces caractéristiques sont propres aux tumeurs malignes.,a
179,OIC-312-12-A,Quel est l'objectif principal du traitement du cancer du sein localisé?,Cette question évalue la compréhension du but du traitement du cancer du sein localisé. Le piège courant est de choisir une option qui se concentre sur la gestion des symptômes plutôt que sur la guérison.,Guérir la patiente en éliminant la tumeur et les cellules cancéreuses restantes.,Cette option est correcte car le traitement du cancer du sein localisé vise à la guérison.,Améliorer la qualité de vie de la patiente en réduisant les symptômes.,"Bien que l'amélioration de la qualité de vie soit importante, ce n'est pas l'objectif principal du traitement localisé.",Ralentir la progression de la maladie et prolonger la survie.,Cette option est plus appropriée pour le traitement du cancer du sein métastatique.,Prévenir la récidive du cancer en réduisant le risque de métastases.,"Bien que la prévention de la récidive soit un objectif important, la guérison est l'objectif principal du traitement localisé.",a
180,OIC-315-01-A,Quelle caractéristique est essentielle au diagnostic d'une leucémie aiguë (LA)?,Cette question évalue la compréhension de la définition d'une LA. Le piège courant est de se concentrer sur le type de cellule impliquée sans tenir compte du critère principal.,Présence de blastes représentant plus de 20% des cellules sur un myélogramme.,C'est la définition clé d'une LA.,Prolifération de cellules souches hématopoïétiques.,"Bien que vrai pour les LA, ce critère n'est pas spécifique à la définition.",Envahissement de la moelle osseuse par des cellules cancéreuses.,"Vrai pour les LA, mais pas le critère principal pour le diagnostic.",Blocage des cellules hématopoïétiques à un stade précoce de différenciation.,"Vrai pour les LA, mais pas le critère principal pour le diagnostic.",a
181,OIC-315-02-A,Quelles sont les deux grandes catégories de leucémies aiguës?,Cette question évalue la compréhension des catégories principales de leucémies aiguës. Attention à ne pas confondre les types de LAL.,Leucémies aiguës myéloblastiques et leucémies aiguës lymphoblastiques,C'est la bonne réponse. Les deux catégories principales sont les LAM et les LAL.,Leucémies aiguës lymphoblastiques et leucémies chroniques,Incorrecte. Les leucémies chroniques sont une catégorie distincte.,Leucémies aiguës myéloblastiques et leucémies aiguës plasmocytoïdes,Incorrecte. Les leucémies aiguës plasmocytoïdes sont un type spécifique de LAM.,Leucémies aiguës lymphoblastiques B et leucémies aiguës lymphoblastiques T,"Incorrecte. LAL-B et LAL-T sont des sous-types de LAL, pas des catégories principales.",a
182,OIC-315-03-B,Quels facteurs augmentent le risque de développer une leucémie aiguë?,Cette question évalue la compréhension des facteurs de risque associés aux leucémies aiguës. Le piège courant est de choisir des options trop générales.,Exposition à des toxiques comme la chimiothérapie anticancéreuse,C'est une cause connue d'augmentation du risque de LAM et LAL.,Une alimentation riche en sucre,Il n'y a pas de lien établi entre une alimentation riche en sucre et le risque de leucémie.,Le manque d'exercice physique,Le manque d'exercice physique n'est pas un facteur de risque connu pour les leucémies.,Le stress chronique,"Bien que le stress puisse affaiblir le système immunitaire, il n'est pas considéré comme un facteur de risque direct de leucémie.",a
183,OIC-315-04-A,Lequel des symptômes suivants est le plus susceptible d'être associé à l'insuffisance médullaire dans le contexte des leucémies aiguës?,Cette question évalue la compréhension des signes cliniques liés à l'insuffisance médullaire. Le piège courant est de choisir un symptôme non directement lié à l'insuffisance médullaire.,Fièvre,"La neutropénie, conséquence de l'insuffisance médullaire, augmente le risque d'infections et de fièvre.",Douleur musculaire,La douleur musculaire n'est pas un symptôme direct de l'insuffisance médullaire.,Nausées,Les nausées peuvent être causées par divers facteurs et ne sont pas spécifiques à l'insuffisance médullaire.,Diarrhée,"La diarrhée peut être causée par des infections ou des effets secondaires des traitements, mais n'est pas un symptôme direct de l'insuffisance médullaire.",a
184,OIC-315-05-A,Quel est le risque principal associé à la neutropénie dans le contexte des leucémies aiguës?,Cette question évalue la compréhension des complications liées à l'insuffisance médullaire. Le piège courant est de choisir une complication liée à l'anémie ou à la thrombopénie.,Choc septique,"La neutropénie, une diminution des neutrophiles, augmente le risque d'infection grave et de choc septique.",Saignement cérébral,"Le saignement cérébral est une complication de la thrombopénie, une diminution des plaquettes.",Insuffisance rénale aiguë,"L'insuffisance rénale aiguë est une complication du syndrome de lyse, lié à l'hyperleucocytose.",Souffrance myocardique,La souffrance myocardique est une complication de l'anémie profonde.,a
185,OIC-315-06-A,Lequel des éléments suivants est un signe évocateur du diagnostic de leucémie aiguë (LA) sur l'hémogramme?,Cette question évalue la compréhension des signes hématologiques caractéristiques de la LA. Le piège courant est de choisir des anomalies hématologiques non spécifiques à la LA.,Présence de blastes circulants,Les blastes circulants sont un signe spécifique de la LA.,Anémie macrocytaire,"L'anémie macrocytaire peut être présente dans d'autres pathologies, pas uniquement la LA.",Augmentation des plaquettes,La thrombopénie (diminution des plaquettes) est un signe fréquent de la LA.,Augmentation des lymphocytes,L'augmentation des lymphocytes est plus caractéristique de certaines leucémies chroniques.,a
186,OIC-315-07-B,Quel examen est essentiel pour le diagnostic positif des leucémies aiguës?,Cette question évalue la compréhension de l'importance du myélogramme dans le diagnostic des leucémies aiguës.,Myélogramme,Le myélogramme est l'examen cytologique de la moelle osseuse qui permet de confirmer le diagnostic de leucémie aiguë.,Biopsie osseuse,"Bien que la biopsie osseuse puisse être utile, elle n'est pas l'examen principal pour le diagnostic des leucémies aiguës.",Analyse sanguine complète,"L'analyse sanguine complète peut montrer des anomalies, mais elle n'est pas suffisante pour poser un diagnostic de leucémie aiguë.",Imagerie par résonance magnétique,"L'IRM est utilisée pour visualiser les organes, mais elle n'est pas spécifique au diagnostic des leucémies aiguës.",a
187,OIC-315-08-A,Quel pourcentage des cancers de l'enfant sont représentés par les leucémies aiguës?,Cette question évalue la compréhension de la prévalence des leucémies aiguës chez les enfants.,30-35%,"C'est la réponse correcte, indiquée dans le texte.",20-25%,"Cette option est incorrecte, elle est trop basse.",50-55%,"Cette option est incorrecte, elle est trop élevée.",10-15%,"Cette option est incorrecte, elle est trop basse.",a
188,OIC-315-09-A,Quel est le délai typique d'apparition des symptômes d'une leucémie aiguë chez l'enfant ?,Cette question évalue la compréhension du délai d'apparition des symptômes de la leucémie aiguë. Le piège courant est de penser que les symptômes apparaissent soudainement.,2 à 3 semaines,C'est la réponse correcte. Les symptômes de la leucémie aiguë se développent généralement sur une période de 2 à 3 semaines.,Quelques jours,Cette option est incorrecte. Les symptômes de la leucémie aiguë ne se développent pas aussi rapidement.,Plusieurs mois,Cette option est incorrecte. Les symptômes de la leucémie aiguë apparaissent généralement plus rapidement que cela.,Un an ou plus,Cette option est incorrecte. Les symptômes de la leucémie aiguë ne prennent pas autant de temps à se manifester.,a
189,OIC-315-10-B,"En cas d'atteinte de 2 ou 3 lignées sanguines chez un enfant, quelle est l'indication principale pour réaliser un myélogramme?","Cette question évalue la compréhension de l'indication principale d'un myélogramme en cas d'anémie, thrombopénie et neutropénie chez un enfant. Le piège courant est de penser que la blastose circulante est nécessaire.",La présence d'au moins 25% de blastes sur le myélogramme.,"C'est la confirmation d'une leucémie aiguë, mais pas l'indication principale du myélogramme.",La suspicion d'une cause médullaire aux cytopénies.,C'est la raison principale pour laquelle un myélogramme est prescrit en cas d'atteinte de 2 ou 3 lignées sanguines.,La présence de symptômes neurologiques.,"Un LCR sera systématiquement analysé, mais ce n'est pas l'indication principale du myélogramme.",La présence de blastes circulants.,La blastose circulante n'est pas nécessaire pour justifier un myélogramme.,b
190,OIC-325-01-A,Quel est le meilleur terme pour décrire une réaction nocive et non voulue suspectée d'être due à un médicament?,Cette question évalue la compréhension de la définition d'un effet indésirable médicamenteux. Le piège courant est de confondre un effet indésirable avec un effet secondaire.,Effet indésirable médicamenteux,C'est la définition précise d'un EIM.,Effet secondaire,"Bien que souvent utilisés de manière interchangeable, les effets secondaires sont généralement prévus et moins graves que les effets indésirables.",Effet toxique,Les effets toxiques sont plus graves et peuvent survenir à des doses élevées ou en cas d'exposition prolongée.,Réaction allergique,"Les réactions allergiques sont un type d'effet indésirable, mais ne représentent pas la définition complète.",a
191,OIC-325-02-A,Quels sont les deux ordres d'enjeux liés aux risques des médicaments ?,Cette question évalue la compréhension des deux catégories d'enjeux liés aux risques des médicaments.,Enjeux individuels et enjeux de santé publique,C'est la bonne réponse. Le texte mentionne clairement deux ordres d'enjeux : individuels et de santé publique.,Enjeux économiques et enjeux sociaux,Ces enjeux ne sont pas abordés dans le texte.,Enjeux éthiques et enjeux légaux,Ces enjeux ne sont pas abordés dans le texte.,Enjeux liés à la production et enjeux liés à la distribution,Ces enjeux ne sont pas abordés dans le texte.,a
192,OIC-325-03-A,Qu'est-ce qui caractérise une prescription médicamenteuse inappropriée (PMI)?,Cette question évalue la compréhension de la définition d'une prescription médicamenteuse inappropriée. Le piège courant est de se concentrer uniquement sur l'absence d'indication clinique.,Une prescription qui présente plus de risques que de bénéfices pour le patient.,C'est la définition précise d'une PMI.,Une prescription non conforme à l'AMM mais avec une indication clinique.,"Une prescription non conforme à l'AMM peut être inappropriée, mais ce n'est pas la seule condition.",Une prescription effectuée sans l'accord du patient.,"Le consentement du patient est important, mais n'est pas le critère principal d'une PMI.",Une prescription pour un médicament générique.,L'utilisation de médicaments génériques n'est pas en soi inappropriée.,a
193,OIC-325-04-B,Laquelle des options suivantes N'EST PAS une composante de la règle des 5 B utilisée pour prévenir les erreurs médicamenteuses?,Cette question évalue la compréhension des éléments clés de la règle des 5 B. Attention aux distracteurs qui peuvent sembler pertinents.,Bon Moment,C'est l'une des 5 B.,Bon Traitement,Ce n'est pas une composante de la règle des 5 B.,Bonne Voie,C'est l'une des 5 B.,Bon Médicament,C'est l'une des 5 B.,b
