id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-225-01-A,Quelle est la définition et la fréquence de l'artériopathie oblitérante des membres inférieurs (AOMI)?,"L’artériopathie oblitérante des membres inférieurs (AOMI) est définie comme la présence de lésions d'athérosclérose au niveau de l'aorte et des artères sous-jacentes perfusant les membres inférieurs. Elle peut entraîner des plaques (plaque d'athérome), des sténoses ou des obstructions athéromateuses d’une ou plusieurs artères destinées au pelvis et aux membres inférieurs.","La prévalence de la maladie augmente avec l’âge, pour atteindre plus de 20% au-delà de 70 ans.",L'artériopathie oblitérante des membres inférieurs (AOMI) est une pathologie vasculaire qui affecte les artères de la jambe et du pied.,L'artériopathie oblitérante des membres inférieurs (AOMI) est caractérisée par l’athérosclérose dans les artères des jambes et des pieds.,"La prévalence de la maladie augmente avec l’âge, pour atteindre plus de 20% au-delà de 70 ans.",0
OIC-225-05-A,Le suivi régulier s'assure de,"l’adhésion aux propositions de modifications thérapeutiques du mode de vie,",la réadaptation à la marche et des prescriptions médicamenteuses ;,"l’obtention des cibles thérapeutiques : cholestérol LDL- inférieur à 1,4 mmol/L ET 50% de réduction par rapport à la valeur de base, pressions artérielles inférieures à 120/70 mmHg si bien tolérées, contrôle glycémique, sevrage en tabac ;",la tolérance des traitements; de l’efficacité de la prise en charge; la perméabilité des revascularisations.,"l’adhésion aux propositions de modifications thérapeutiques du mode de vie, la réadaptation à la marche et des prescriptions médicamenteuses ;",0
OIC-225-09-A,La stratégie thérapeutique de l’ischémie aiguë vise à :,éviter l’extension du thrombus et la récidive embolique,assurer la revascularisation du territoire ischémié,corriger les processus pathologiques aggravant l’ischémie,prévenir et traiter les conséquences générales de l’ischémie et de la revascularisation,éviter l’extension du thrombus et la récidive embolique,0
OIC-225-10-A,"Un anévrisme artériel est une dilatation focale et permanente de l’artère avec une perte du parallélisme de ses parois, et dont le diamètre est supérieur à 1,5 fois le diamètre d’amont. Le plus fréquemment il se développe dans la partie sous- rénale de l’aorte abdominale.","Un anévrisme artériel est une dilatation focale et permanente de l’artère avec une perte du parallélisme de ses parois, et dont le diamètre est supérieur à 1,5 fois le diamètre d’amont.",Le plus fréquemment il se développe dans la partie sous- rénale de l’aorte abdominale.,"Un anévrisme artériel est une dilatation focale et permanente de l’artère avec une perte du parallélisme de ses parois, et dont le diamètre est supérieur à 1,5 fois le diamètre d’amont. Le plus fréquemment il se développe dans la partie sous- rénale de l’aorte abdominale.","Un anévrisme artériel est une dilatation focale et permanente de l’artère avec une perte du parallélisme de ses parois, et dont le diamètre est supérieur à 1,5 fois le diamètre d’amont. Le plus fréquemment il se développe dans la partie sous- rénale de l’aorte abdominale.","Un anévrisme artériel est une dilatation focale et permanente de l’artère avec une perte du parallélisme de ses parois, et dont le diamètre est supérieur à 1,5 fois le diamètre d’amont. Le plus fréquemment il se développe dans la partie sous- rénale de l’aorte abdominale.",0
OIC-225-16-A,Quelle est la définition de l'ischémie intestinale aiguë et chronique?,"L’ischémie digestive correspond à une insuffisance de perfusion artérielle liée à un obstacle chronique (le plus souvent d’origine athéromateuse) ou aigu (par embolie, thrombose in situ ou dissection) des artères digestives.",L'ischémie intestinale aiguë correspond à une insuffisance de perfusion artérielle liée à un obstacle aigu des artères digestives.,L’ischémie digestive est une insuffisance de perfusion artérielle chronique des artères digestives.,L'ischémie intestinale aiguë correspond à une insuffisance de perfusion artérielle liée à un obstacle aigu ou chronique des artères digestives.,"L’ischémie digestive correspond à une insuffisance de perfusion artérielle liée à un obstacle chronique (le plus souvent d’origine athéromateuse) ou aigu (par embolie, thrombose in situ ou dissection) des artères digestives.",0
OIC-226-10-A,Quel est le traitement anticoagulant de première intention pour les patients avec TVP/EP non graves ?,Héparine de bas poids moléculaire (HBPM) / fondaparinux,Anticoagulants oraux directs (AODs),Héparine non fractionnée (HNF),Héparine de bas poids moléculaire (HBPM) sans relais AVK,Anticoagulants oraux directs (AODs),0
OIC-227-01-A,Quelle est la définition d'une insuffisance veineuse chronique (IVC) et des varices ?,"Insuffisance veineuse chronique (IVC) : Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée. Il touche préférentiellement les membres inférieurs. Varices : Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.","Insuffisance veineuse chronique (IVC) : Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée. Il touche préférentiellement les membres inférieurs. Varices : Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.","Insuffisance veineuse chronique (IVC) : Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée. Il touche préférentiellement les membres inférieurs. Varices : Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.","Insuffisance veineuse chronique (IVC) : Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée. Il touche préférentiellement les membres inférieurs. Varices : Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.","Insuffisance veineuse chronique (IVC) : Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée. Il touche préférentiellement les membres inférieurs. Varices : Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.",0
OIC-227-03-A,Which of the following is NOT a mechanism involved in post-thrombotic syndrome? A) Venous destruction leading to reflux B) Residual venous obstruction C) Both of the above D) None of the above,Venous destruction leading to reflux,Residual venous obstruction,Both of the above,None of the above,D) None of the above,0
OIC-227-05-A,Quels sont les facteurs favorisants communs entre l'insuffisance veineuse chronique et les varices?,Hérédité,Mode de vie sédentaire,Âge,Sexe féminin,"Hérédité, mode de vie sédentaire, âge, sexe féminin, grossesses multiples, surpoids et obésité, exposition à la chaleur, orthostatisme prolongé, constipation chronique",0
OIC-227-08-A,Quelles sont les caractéristiques principales d'un ulcère veineux?,Le siège péri malléolaire,L’aspect superficiel non creusant,Ulcère exsudatif et fibrineux,La grande taille,"Le siège péri malléolaire, L’aspect superficiel non creusant, Ulcère exsudatif et fibrineux, La grande taille",0
OIC-227-10-B,Quels sont les principaux traitements de l'insuffisance veineuse chronique ?,Compression élastique,Traitement médicamenteux,"Sclérothérapie, techniques thermiques endoveineuses et chirurgie",Crénothérapie ou cure thermale,"Compression élastique, Traitement médicamenteux, Sclérothérapie, techniques thermiques endoveineuses et chirurgie, Crénothérapie ou cure thermale",0
OIC-229-02-A,Quelles sont les principales complications des abords veineux?,Infectieuses,Thrombotiques,Mécaniques,Hémorragiques,Toutes les options sont correctes.,0
OIC-229-03-A,La technique d’insertion d’une voie veineuse périphérique est-elle correctement illustrée dans le lien vidéo proposé ?,"Oui, la vidéo montre clairement comment poser une VVP.","Non, la vidéo ne donne pas assez de détails sur la pose d’une VVP.",La vidéo est inutile pour apprendre à poser une VVP.,Il faut voir un autre lien vidéo pour savoir comment poser une VVP correctement.,"Oui, la vidéo montre clairement comment poser une VVP.",0
OIC-229-06-B,Quelles sont les conditions d’insertion d’une voie veineuse centrale?,La voie veineuse centrale peut être insérée dans une veine basilique.,L’insertion de la voie veineuse centrale doit être effectuée sur une veine accessible à tous les jours.,Une voie veineuse centrale ne peut pas être mise en place par un infirmier.,La voie veineuse centrale est insérée dans la veine femorale.,La voie veineuse centrale est insérée dans la veine femorale.,0
OIC-229-07-B,Quel est l'objectif de cette question ?,Évaluer la compréhension des idées principales.,Vérifier les connaissances sur les complications des abords veineux.,Tester la capacité à traiter une infection de voie veineuses.,Évaluer la compréhension des principes de traitement des complications thrombotiques et infectieuses des voies veineuses., Tester la capacité à traiter une infection de voie veineuses.,0
OIC-230-07-A,Quelles sont les anomalies électrocardiographiques des quatre urgences cardio-vasculaires?,Aiguëté du segment ST et négativation des ondes T,Sous-décalage du segment ST sans miroir,ECG normal,Sus-élevement du segment ST avec miroir,Aiguëté du segment ST et négativation des ondes T,0
OIC-230-10-B,La coronarographie est-elle le premier examen complémentaire à envisager dans le diagnostic et la prise en charge du syndrome coronarien aigu ? ,"Oui, elle est le premier examen complémentaire","Non, il y a d'autres examens prioritaires avant la coronarographie",La coronarographie n'est pas indiquée dans le syndrome coronarien aigu,Il faut commencer par une IRM cardiaque pour tous les patients,"Oui, elle est le premier examen complémentaire",0
OIC-230-11-B,Quels sont les examens complémentaires utiles dans le diagnostic d'une dissection aortique?,Echocardiographie trans-oesophagienne (ETO),Angioscanner thoracique,Todomodensitometrie thoracique,Autres,Echocardiographie trans-oesophagienne (ETO) et Angioscanner thoracique,0
OIC-230-12-B,"Devant un angor d'effort, connaître les principales causes d'angor fonctionnel",rétrécissement aortique serré,cardiomyopathie hypertrophique,tachycardies (fibrillation atriale),anémie,hyperthyroïdie,0
OIC-230-13-A,"Quelles sont les principales causes thoraciques de douleur aiguë en dehors des quatre urgences cardio-vasculaires ? A) Pneumopathie infectieuse, B) Pneumothorax, C) Épanchement pleural, D) Douleurs pariétales musculo-squelettiques",Pneumopathie infectieuse,Pneumothorax,Épanchement pleural,Douleurs pariétales musculo-squelettiques,B) Pneumothorax,0
OIC-230-14-A,Quelles sont les principales causes extra-thoraciques de douleur thoracique?,pancréatite,cholécystite,ulcère gastro-duodénal,reflux gastro-oesophagien,"pancréatite, cholécystite, ulcère gastro-duodénal, reflux gastro-oesophagien",0
OIC-233-03-A,"Quelles sont les principales étiologies des valvulopathies ? (IM, RA, IA, RM)",Insuffisance mitrale,Rétrécissement aortique,Insuffisance aortique,Rétrécissement mitral,Insuffisance mitrale,0
OIC-233-10-B,"Les indications de traitement chirurgical des valvulopathies IM, RA, RM et IA sont évaluées en fonction de critères cliniques et échocardiographiques. Les principales indications comprennent :",Insuffisance mitrale aigue mal tolérée,Insuffisance mitrale chronique sévère avec possibilité d'une plastie mitrale ou remplacement valvulaire mitral,"Rétrécissement aortique serré symptomatique, asymptomatique avec retentissement valvulaire grave ou très serré avec épreuve d'effort positive","Insuffisance aortique sévère aigue, chronique avec possibilité de remplacement valvulaire si le patient est symptomatique ou asymptomatique avec certaines conditions spécifiques",Insuffisance mitrale aigue mal tolérée,0
OIC-234-11-A,Quels sont les examens complémentaires à réaliser en urgence dans l’OAP cardiogénique ?,Bilan sanguin,Troponine surtout en cas de douleur thoracique et modifications ECG,BNP ou NT Pro BNP,ECG,Echographie cardiaque,0
OIC-234-14-A,Quels sont les signes radiologiques d'une stase pulmonaire dans un adulte?,Opacités alvéolaires de distribution périhilaire quand la survenue est brutale,Redistribution vasculaire des bases vers les sommets,Lignes horizontales sous-pleurales de Kerley,Opacités floconneuses confluentes des bases,Opacités alvéolaires de distribution périhilaire quand la survenue est brutale,0
OIC-234-17-A,Quel est le diagnostic différentiel d'une insuffisance cardiaque de l'adulte?,Insuffisance respiratoire,Infarctus du myocarde,Hypertension artérielle pulmonaire,Insuffisance rénale aiguë,Infarctus du myocarde,0
OIC-234-18-A,Quel est le traitement symptomatique pour une crise d'angine de poitrine?,Oxygénothérapie,Traitement anti-arythmique,Traitement vasodilateur,Traitement bronchodilateur,Oxygénothérapie,0
OIC-234-19-A,"La prise en charge de l'insuffisance cardiaque chez l'adulte comprend plusieurs mesures. Parmi celles-ci, la mesure hygiéno-dietétique consiste à bannir la salière de la table et à ne plus saler l'eau de cuisson des aliments, en remettant au patient une liste détaillée d'aliments contenant le plus de sel. Cette mesure vise à réduire les apports en sel de 5 à 6 g par jour. Une autre mesure consiste à éviter l'alcool et le tabac, notamment en cas de cardiomyopathie dilatée supposée toxique, avec un arrêt du tabac. L'activité physique est encouragée, avec une activité régulière et prolongée, comme la marche, sans essouffler le malade. La surveillance du poids et des symptômes comprend une pesée régulière pour permettre au patient de consulter rapidement en cas de prise de poids supérieure à 2 à 3 kg. Pour la réinsertion professionnelle, il est important d'éviter les efforts physiques importants et de trouver un emploi adapté ou demander l'invalidité. Les vaccinations contre la grippe et le pneumococcus sont également recommandées. La mise en place d'un suivi ambulatoire dans un réseau de soins avec éducation thérapeutique, télésurveillance et réadaptation cardiaque complète la prise en charge de l'insuffisance cardiaque chez l'adulte.","La mesure hygiéno-dietétique consiste à bannir la salière de la table et à ne plus saler l'eau de cuisson des aliments, en remettant au patient une liste détaillée d'aliments contenant le plus de sel. Cette mesure vise à réduire les apports en sel de 5 à 6 g par jour.","Une autre mesure consiste à éviter l'alcool et le tabac, notamment en cas de cardiomyopathie dilatée supposée toxique, avec un arrêt du tabac.","L'activité physique est encouragée, avec une activité régulière et prolongée, comme la marche, sans essouffler le malade.",La surveillance du poids et des symptômes comprend une pesée régulière pour permettre au patient de consulter rapidement en cas de prise de poids supérieure à 2 à 3 kg.,"La mesure hygiéno-dietétique consiste à bannir la salière de la table et à ne plus saler l'eau de cuisson des aliments, en remettant au patient une liste détaillée d'aliments contenant le plus de sel. Cette mesure vise à réduire les apports en sel de 5 à 6 g par jour.",0
OIC-235-01-A,Quelle est la définition d'une péricardite aiguë?,* Inflammation aiguë des feuillets du péricarde,* Accompagnée d’un épanchement péricardique ou non (« péricardite sèche »),* Si associée à une élévation de la troponine = myo-péricardite,Toutes les réponses précédentes sont correctes.,Inflammation aiguë des feuillets du péricarde,0
OIC-235-02-A,Quels sont les signes cliniques d'une péricardite aiguë?,"Fièvre, myalgies et asthénie","Douleur thoracique, dyspnée, dysphonie et hoquet","Frottement péricardique, signes d'épanchement pleural",Modifications ECG typiques (Stade I ou sous-PQ),"Fièvre, myalgies et asthénie",0
OIC-235-03-A,Quels sont les signes cliniques d'une péricardite aiguë?,"Turgescence jugulaire, reflux hépato jugulaire","Tachycardie et PAS<90mmHg, marbrures, extrémités froides",Pouls paradoxal (îde la PAS de 10 mmHg à l’inspiration),Fièvre > 38°,"Turgescence jugulaire, reflux hépato jugulaire; Tachycardie et PAS<90mmHg, marbrures, extrémités froides; Pouls paradoxal (îde la PAS de 10 mmHg à l’inspiration); Fièvre > 38°",0
OIC-235-08-A,Quel est le critère qui oriente vers une étiologie spécifique dans un cas de péricardite aiguë ?,Fièvre >38°,Durée des symptômes,Épanchement péricardique abondant,Résistance au traitement anti-inflammatoire,Épanchement péricardique abondant,0
OIC-235-09-A,Quelle est l'étiologie la plus fréquente de la péricardite aiguë ?,Bactérienne,Virale,Auto-immune,Tumorale,Bactérienne,0
OIC-235-13-A,Quels sont les principaux risques d'une péricardite aiguë?,Myocardite,Tamponnade,Récidive,Constriction péricardique,Myocardite,0
OIC-235-14-B,Quelles sont les principales causes de tamponnade?,Purulente,Néoplasique,Tuberculeuse,Traumatique (car installation brutale),"Purulente, Néoplasique, Tuberculeuse, Traumatique (car installation brutale)",0
OIC-237-05-A,Quelles sont les caractéristiques des extrasystoles ventriculaires malignes?,Fréquence,Répétitivité,Couplage court/long/variable,Morphologie,Distracteur incorrect,0
OIC-237-06-A,Quelle est la cause principale d'une tachycardie sinusale inappropriée ?,Insuffisance cardiaque,Embole pulmonaire,Épanchement péricardique,Fièvre,Fièvre,0
OIC-237-07-A,Quelle est l'interprétation clinique et électrocardiographique d'une tachycardie jonctionnelle?,"Maladie de Bouvere, palpitations, début et fin brutale, durée variable, sensation de tachycardie régulière, polyurie post critique, arrêtées par les manœuvres vagales ou l' injection d'adénosine",Tachycardie régulière à QRS fins avec activité atriale rétrograde négative dans les dérivations inférieures,Tracé normal ou révélateur d'une pré excitation ventriculaire (syndrome de Wolff-Parkinson-White),Tachycardie non régulière avec QRS alargés et activité atriale rétrograde visible,"Maladie de Bouvere, palpitations, début et fin brutale, durée variable, sensation de tachycardie régulière, polyurie post critique, arrêtées par les manœuvres vagales ou l' injection d'adénosine",0
OIC-239-05-B,Le test d’Allen est-il un outil fiable pour évaluer la vascularisation digitale et le fonctionnement des arcades palmaires ? ,"Oui, il est fiable.","Non, il n'est pas fiable.","Peut être, mais seulement dans certains cas.",Je ne sais pas.,"Oui, il est fiable.",0
OIC-239-06-A,"Quelle est la phase du phénomène de Raynaud qui présente une coloration bleutée des doigts et des lèvres, suivie d'une pâleur généralisée ?",Phase vasculaire,Phase trophique,Phase cyanosique,Phase blanche,Phase cyanosique,0
OIC-239-07-B,Quelle est la maladie dont les symptomes sont representes dans l'image ci-dessus?,Phenomene de Raynaud,Erythermalgie,Acrocyanose,Ischemie digitale,Engelures,0
OIC-239-08-B,La manœuvre d’Allen est utilisée dans le traitement des acrosyndromes.,"Oui, elle est efficace pour traiter les phénomènes de Raynaud.","Non, elle n'est pas adaptée aux traitements des acrosyndromes.","Elle ne sert qu'à diagnostiquer les acrosyndromes, mais pas à les traiter.",La manœuvre d’Allen est utilisée pour traiter l'érythermalgie.,"Oui, elle est efficace pour traiter les phénomènes de Raynaud.",0
OIC-242-04-A,Quels sont les signes cliniques évocateurs d'une crise aiguë thyrotoxique ? ,"Hyperstimulation, agitation, tremblements, diaphorèse","Palpitations, tachycardie, sueurs froides, cyanose","Confusion, mydriasis, photophobie, diarrhée","Hyperglycémie, polyurie, xanthomatoses, exophtalmosé","Palpitations, tachycardie, sueurs froides, cyanose",0
OIC-242-08-B,Quelles sont les indications de la scintigraphie thyroïdienne et de l'échographie dans la démarche étiologique des hyperthyroïdies?,La scintigraphie thyroïdienne est indiquée pour confirmer le diagnostic d'une hyperthyroïdie.,L'échographie est utilisée dans les cas de goitre diffus pour différencier une hyperplasie nodulaire d'une adenopathie lymphoïde.,"Les deux, scintigraphie thyroïdienne et échographie, sont indiquées pour confirmer le diagnostic d'une hyperthyroïdie.",Aucune des deux ne sont indiquées dans la démarche étiologique des hyperthyroïdies.,"Les deux, scintigraphie thyroïdienne et échographie, sont indiquées pour confirmer le diagnostic d'une hyperthyroïdie.",0
OIC-242-09-A,Quelles sont les trois étiologies les plus fréquentes d'hyperthyroïdie?,La maladie de Basedow (auto-immune),Le goitre multinodulaire toxique,L’adénome toxique,Une tumeur thyroïdienne toxique,La maladie de Basedow (auto-immune),0
OIC-242-10-A,Quels sont les critères diagnostiques d'une maladie de Basedow ?,Dosage plasmatique positif des anticorps anti-THS,Hyperthyroidie cliniquement évidente et orbitopathie confirmée,Scintigraphie thyroïdienne avec hyperfixation diffuse et homogène de l'isotope,Echographie-doppler thyroïdienne montrant une glande hypoéchogène hypervascularisée,"Dosage plasmatique positif des anticorps anti-THS, Hyperthyroidie cliniquement évidente et orbitopathie confirmée, Scintigraphie thyroïdienne avec hyperfixation diffuse et homogène de l'isotope, Echographie-doppler thyroïdienne montrant une glande hypoéchogène hypervascularisée",0
OIC-242-12-B,Quels sont les médicaments susceptibles de provoquer une hyperthyroïdie iatrogène?,Amiodarone,Contrastes iodés,Interféron anti-cancéreux,Thyroïdienne,"Amiodarone, Contrastes iodés, Interféron anti-cancéreux, Thyroïdienne",0
OIC-245-10-B,Quelles sont les autres causes d’insuffisance corticotrope?,Atteinte auto-immune (hypophysite),Granulomatose (sarcoïdose en particulier),Traumatisme,Chirurgie hypophysaire,Atteinte auto-immune (hypophysite) et Granulomatose (sarcoïdose en particulier),0
OIC-245-15-A,"L'insuffisance surrénale aigue est une pathologie vitale, une urgence extrême.",Une pathologie non vitale,Une pathologie moins urgente,Une pathologie qui n'est pas critique en termes d'urgence,Une pathologie dont l'urgence dépend de la gravité du cas clinique,"Une pathologie vitale, une urgence extrême",0
OIC-245-20-B,Quels sont les principes de prévention de l'insuffisance surrénale aiguë chez un patient déjà traité pour insuffisance surrénale primaire ?,Augmenter la dose de fludrocortisone en cas de pathologie intercurrente.,Reconnaître une insuffisance surrénale aiguë et débuter le traitement à domicile avant d'adresser le patient à l'hôpital.,"Le médecin urgentiste ou l'anesthésiste recevant un patient insuffisant surrénalien en situation de stress doit connaître le risque d'insuffisance surrénale aiguë et savoir la prévenir, notamment si la prise orale du traitement est impossible.","En cas de chirurgie, on peut proposer 100 mg IV ou IM initialement, puis en cas de chirurgie majeure, 100 mg/24 heures en IV continue à la SAP jusqu'à la reprise de l'alimentation, puis diminution progressive en quelques jours pour revenir aux doses habituelles.",Reconnaître une insuffisance surrénale aiguë et débuter le traitement à domicile avant d'adresser le patient à l'hôpital.,0
OIC-245-23-A,Quelle est la principale manifestation clinique de l'adrénoleucodystrophie chez le nouveau-né ?,Hypoglycémie,Convulsions,Ictère cholestatique persistant,Hypotension artérielle,Hypoglycémie,0
OIC-247-01-A,Le diabète comprend des pathologies caractérisées par une hyperglycémie chronique.,Une maladie infectieuse,Une maladie auto-immune,Une maladie héréditaire,Une maladie liée à l'environnement,Une maladie auto-immune,0
OIC-247-02-A,Quelles sont les causes principales du diabète?,Le diabète de type 1 dû à une absence de sécrétion d’insuline par le pancréas,Le diabète de type 2 dû à une mauvaise utilisation de l’insuline par les cellules de l’organisme,Le diabète gestationnel,"Les étiologies rares : anomalies génétiques de la fonction de la cellule β, maladies du pancréas exocrine, maladies endocrines, médicaments et toxiques…",Le diabète de type 1 dû à une absence de sécrétion d’insuline par le pancréas,0
OIC-247-03-A,Quelles sont les circonstances et critères diagnostiques du diabète chez un enfant ?,"Glycémie veineuse à jeun ≥ 1,26 g/l à deux reprises.",Hyperglycémie provoquée par voie orale si la glycémie 2 heures après charge orale est supérieure ou égale à 2 g/l [11 mmol/l].,Situations d'urgence chez un patient symptomatique si la glycémie est supérieure ou égale à 2 g/l [11 mmol/l].,"Chez l'enfant, le syndrome cardinal est souvent présent, mais difficile à reconnaître chez le petit enfant.","Glycémie veineuse à jeun ≥ 1,26 g/l à deux reprises.",0
OIC-247-11-B,Quelle est la répartition des retinopathies diabétiques selon leur gravité et leurs risques de progression à long terme ? ,RDNP minime : 15% ; RDNP modérée : 33% ; RDNP sévère : 60%,RDP minime : 20% ; RDP modérée : 40% ; RDP sévère : 80%,RDNP minime : 30% ; RDNP modérée : 50% ; RDNP sévère : 90%,RDP minime : 10% ; RDP modérée : 20% ; RDP sévère : 70%,RDNP minime : 15% ; RDNP modérée : 33% ; RDNP sévère : 60%,0
OIC-247-12-B,Quels sont les différents stades évolutifs de la néphropathie diabétique?,"Hypertrophie rénale, hyperfiltration glomérulaire",Phase silencieuse,Néphropathie incipiens,Néphropathie,"Hypertrophie rénale, hyperfiltration glomérulaire",0
OIC-247-14-B,Quels sont les moyens d'évaluation et de diagnostic des complications macrovasculaires du diabète ?,Interrogatoire ciblé à la recherche d'angor clinique parfois symptômes atypiques,"ECG de repos annuel systématique, score calcique coronarien","Test de recherche d’ischémie myocardique : épreuve d’effort, échographie de stress, scintigraphie myocardique","Interrogatoire et auscultation des carotides, échographie- doppler des carotides (angio-IRM si anomalie auscultatoire)","ECG de repos annuel systématique, score calcique coronarien",0
OIC-247-15-A,Quels sont les moyens d'évaluation du risque cardiovasculaire chez le patient?,Score de Framingham,Score de SCORE Europe,Somme des facteurs de risque non modifiables et modifiables,Autres méthodes d'évaluation du risque cardiovasculaire,Somme des facteurs de risque non modifiables et modifiables,0
OIC-247-16-A,Quelle est la principale cause d'hyperglycémie chez un patient diabétique ?,Une infection aiguë,Un régime trop riche en glucides,Une prise insuffisante de médicaments hypoglycémiants,Une surcharge calorique,Une surcharge calorique,0
OIC-247-17-A,Quelle est la principale complication métabolique aiguë du diabète sucré?,Hyperglycémie,Hypoglycémie,Acidocétose,Insuffisance rénale,Hyperglycémie,0
OIC-247-18-A,What is the most common cause of mortality in children with type 1 diabetes?,Acidosis,Hyperglycemia,Hypoglycemia,Diabetic ketoacidosis (DKA),Acidosis,0
OIC-247-19-A,Quels sont les examens d'urgence devant une suspicion de déséquilibre hyperglycémique ?,Cétotestine,"Ionogramme sanguin, urée et créatinine",Calcul du trou anionique si hyperglycémie avec cétonémie positive,Calcul de l'osmolarité si hyperglycémie avec cétonémie négative,"Ionogramme sanguin, urée et créatinine",0
OIC-247-23-A,La prise en charge multifactorielle du diabète type 2 comprend notamment,L'arrêt du tabagisme,Le contrôle du bilan lipidique,Le contrôle de la tension artérielle,"L'observance de règles diététiques, de l'activité physique et des prises médicamenteuses.","Le contrôle du bilan lipidique, le contrôle de la tension artérielle, l'observance de règles diététiques, de l'activité physique et des prises médicamenteuses.",0
OIC-247-24-A,Quels sont les principaux traitements antidiabétiques oraux actuellement en vente en France ? ,Biguanides,Sulfamides hypoglycémiants (sulfonylurées) et glinides,Inhibiteurs de la dipeptidyl-peptidase 4 (gliptines),Agonistes des récepteurs du GLP1,"Biguanides, Sulfamides hypoglycémiants (sulfonylurées) et glinides, Inhibiteurs de la dipeptidyl-peptidase 4 (gliptines), Agonistes des récepteurs du GLP1, Inhibiteurs de SGLT2",0
OIC-247-25-A,Quels sont les moyens de prévenir et prendre en charge l'hypoglycémie dans le cadre du suivi d'un patient présentant un diabète sucré ?,Prendre une petite collation sucrée,Administer une injection intramusculaire de glucagon,Faire boire au patient un sirop de glucose,Toutes les réponses sont correctes,Administer une injection intramusculaire de glucagon,0
OIC-247-28-B,Quels sont les principes de prise en charge du pied du diabétique?,1. Décharge,"2. Examen minutieux de la plaie, recherche de contact osseux (ostéite)","3. Soins locaux par IDE : enlever l’hyperkératose, la fibrine et pansements spéciaux adaptés au stade (nécrose, fibrine, bourgeon)","4. Prise en charge chirurgicale pour des plaies graves ou suspicion d’ostéite par un chirurgien vasculaire et/ou orthopédiste selon l' existence ou non AOMI et étendue des lésions (TDM, IRM du pied) : geste de parage, drainage, exérèse des tissus nécrosés, biopsie osseuse, amputation","4. Prise en charge chirurgicale pour des plaies graves ou suspicion d’ostéite par un chirurgien vasculaire et/ou orthopédiste selon l' existence ou non AOMI et étendue des lésions (TDM, IRM du pied) : geste de parage, drainage, exérèse des tissus nécrosés, biopsie osseuse, amputation",0
OIC-247-29-B,Quels sont les principaux facteurs de risque pour la cétose chez l'enfant?,Une infection urinaire,Un régime trop riche en protéines,Un régime trop riche en glucides,Un régime trop pauvre en glucides,Une infection urinaire,0
OIC-247-30-B,Quel est le traitement du coma hyperosmolaire ?,"Insulinothérapie, réhydratation orale et surveillance clinique","Insulinothérapie, réhydratation sérique et surveillance clinique","Régime hypocalorique, insulinothérapie et surveillance clinique","Régime hypocalorique, réhydratation orale et surveillance clinique","Insulinothérapie, réhydratation orale et surveillance clinique",0
OIC-254-01-B,Quels sont les besoins nutritionnels de la femme enceinte ?,"Les besoins énergétiques augmentent au cours de la grossesse, mais l'augmentation des ingesta est habituellement suffisante.","Les besoins en certaines vitamines et certains micronutriments sont également augmentés, mais une partie de ces besoins peut être couverte par l'augmentation des apports alimentaires.",L'absorption intestinale du fer et du calcium augmente pendant la grossesse.,"Certains besoins (vitamines A, B9, C et D, fer et iode) peuvent ne pas être couverts par la seule augmentation des apports alimentaires.","Les besoins énergétiques augmentent au cours de la grossesse, mais l'augmentation des ingesta est habituellement suffisante.",0
OIC-254-02-B,Quelle est la prise de poids recommandée pendant la grossesse en fonction du IMC avant la conception?,"12,5 - 18 kg","11,5 - 16 kg","7 - 11,5 kg",5 - 9 kg,"18,5 kg/m2 < IMC ≤ 25,0 kg/m²",0
OIC-254-03-B,Quelle vitamine est recommandée pour prévenir le spina-bifida?,Vitamine A,Vitamine C,Vitamine D,Vitamine E,Vitamine B9,0
